Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,22.0,16.0,-5.0,-1.0,7.5,2.5
OB,-22.0,0.0,-6.0,-27.0,-23.0,-14.5,-19.5
롯데,-16.0,6.0,0.0,-21.0,-17.0,-8.5,-13.5
빙그레,5.0,27.0,21.0,0.0,4.0,12.5,7.5
삼성,1.0,23.0,17.0,-4.0,0.0,8.5,3.5
태평양,-7.5,14.5,8.5,-12.5,-8.5,0.0,-5.0
해태,-2.5,19.5,13.5,-7.5,-3.5,5.0,0.0
