Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,23.0,-8.5,0.5,-7.0,12.0,8.5,-22.5
SK,-23.0,0.0,-31.5,-22.5,-30.0,-11.0,-14.5,-45.5
두산,8.5,31.5,0.0,9.0,1.5,20.5,17.0,-14.0
롯데,-0.5,22.5,-9.0,0.0,-7.5,11.5,8.0,-23.0
삼성,7.0,30.0,-1.5,7.5,0.0,19.0,15.5,-15.5
한화,-12.0,11.0,-20.5,-11.5,-19.0,0.0,-3.5,-34.5
해태,-8.5,14.5,-17.0,-8.0,-15.5,3.5,0.0,-31.0
현대,22.5,45.5,14.0,23.0,15.5,34.5,31.0,0.0
