Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,14.5,17.5,12.5,26.5,7.5,7.5,11.0
OB,-14.5,0.0,3.0,-2.0,12.0,-7.0,-7.0,-3.5
롯데,-17.5,-3.0,0.0,-5.0,9.0,-10.0,-10.0,-6.5
삼성,-12.5,2.0,5.0,0.0,14.0,-5.0,-5.0,-1.5
쌍방울,-26.5,-12.0,-9.0,-14.0,0.0,-19.0,-19.0,-15.5
태평양,-7.5,7.0,10.0,5.0,19.0,0.0,0.0,3.5
한화,-7.5,7.0,10.0,5.0,19.0,0.0,0.0,3.5
해태,-11.0,3.5,6.5,1.5,15.5,-3.5,-3.5,0.0
