Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,20.5,21.5,15.0,31.5,8.5,13.5,13.0
OB,-20.5,0.0,1.0,-5.5,11.0,-12.0,-7.0,-7.5
롯데,-21.5,-1.0,0.0,-6.5,10.0,-13.0,-8.0,-8.5
삼성,-15.0,5.5,6.5,0.0,16.5,-6.5,-1.5,-2.0
쌍방울,-31.5,-11.0,-10.0,-16.5,0.0,-23.0,-18.0,-18.5
태평양,-8.5,12.0,13.0,6.5,23.0,0.0,5.0,4.5
한화,-13.5,7.0,8.0,1.5,18.0,-5.0,0.0,-0.5
해태,-13.0,7.5,8.5,2.0,18.5,-4.5,0.5,0.0
