Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-8.0,-4.0,-23.5,-11.5,-12.0,-18.5
OB,8.0,0.0,4.0,-15.5,-3.5,-4.0,-10.5
롯데,4.0,-4.0,0.0,-19.5,-7.5,-8.0,-14.5
빙그레,23.5,15.5,19.5,0.0,12.0,11.5,5.0
삼성,11.5,3.5,7.5,-12.0,0.0,-0.5,-7.0
태평양,12.0,4.0,8.0,-11.5,0.5,0.0,-6.5
해태,18.5,10.5,14.5,-5.0,7.0,6.5,0.0
