Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,8.5,13.0,18.0,7.0,19.0,24.0,-1.5
OB,-8.5,0.0,4.5,9.5,-1.5,10.5,15.5,-10.0
롯데,-13.0,-4.5,0.0,5.0,-6.0,6.0,11.0,-14.5
빙그레,-18.0,-9.5,-5.0,0.0,-11.0,1.0,6.0,-19.5
삼성,-7.0,1.5,6.0,11.0,0.0,12.0,17.0,-8.5
쌍방울,-19.0,-10.5,-6.0,-1.0,-12.0,0.0,5.0,-20.5
태평양,-24.0,-15.5,-11.0,-6.0,-17.0,-5.0,0.0,-25.5
해태,1.5,10.0,14.5,19.5,8.5,20.5,25.5,0.0
