Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,14.5,2.5,2.0,7.0,9.0,24.5,11.5
LG,-14.5,0.0,-12.0,-12.5,-7.5,-5.5,10.0,-3.0
SK,-2.5,12.0,0.0,-0.5,4.5,6.5,22.0,9.0
두산,-2.0,12.5,0.5,0.0,5.0,7.0,22.5,9.5
롯데,-7.0,7.5,-4.5,-5.0,0.0,2.0,17.5,4.5
삼성,-9.0,5.5,-6.5,-7.0,-2.0,0.0,15.5,2.5
한화,-24.5,-10.0,-22.0,-22.5,-17.5,-15.5,0.0,-13.0
히어로즈,-11.5,3.0,-9.0,-9.5,-4.5,-2.5,13.0,0.0
