Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.5,16.5,2.0,7.5,15.0,1.5,14.5
OB,-3.5,0.0,13.0,-1.5,4.0,11.5,-2.0,11.0
롯데,-16.5,-13.0,0.0,-14.5,-9.0,-1.5,-15.0,-2.0
삼성,-2.0,1.5,14.5,0.0,5.5,13.0,-0.5,12.5
쌍방울,-7.5,-4.0,9.0,-5.5,0.0,7.5,-6.0,7.0
한화,-15.0,-11.5,1.5,-13.0,-7.5,0.0,-13.5,-0.5
해태,-1.5,2.0,15.0,0.5,6.0,13.5,0.0,13.0
현대,-14.5,-11.0,2.0,-12.5,-7.0,0.5,-13.0,0.0
