Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,21.0,14.5,-5.0,-2.0,5.5,2.5
OB,-21.0,0.0,-6.5,-26.0,-23.0,-15.5,-18.5
롯데,-14.5,6.5,0.0,-19.5,-16.5,-9.0,-12.0
빙그레,5.0,26.0,19.5,0.0,3.0,10.5,7.5
삼성,2.0,23.0,16.5,-3.0,0.0,7.5,4.5
태평양,-5.5,15.5,9.0,-10.5,-7.5,0.0,-3.0
해태,-2.5,18.5,12.0,-7.5,-4.5,3.0,0.0
