Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,4.5,3.5,-5.0,-3.5,-2.0,-3.5
OB,-4.5,0.0,-1.0,-9.5,-8.0,-6.5,-8.0
롯데,-3.5,1.0,0.0,-8.5,-7.0,-5.5,-7.0
빙그레,5.0,9.5,8.5,0.0,1.5,3.0,1.5
삼성,3.5,8.0,7.0,-1.5,0.0,1.5,0.0
태평양,2.0,6.5,5.5,-3.0,-1.5,0.0,-1.5
해태,3.5,8.0,7.0,-1.5,0.0,1.5,0.0
