Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,20.5,-9.5,-3.0,-7.5,7.5,5.5,-16.0
SK,-20.5,0.0,-30.0,-23.5,-28.0,-13.0,-15.0,-36.5
두산,9.5,30.0,0.0,6.5,2.0,17.0,15.0,-6.5
롯데,3.0,23.5,-6.5,0.0,-4.5,10.5,8.5,-13.0
삼성,7.5,28.0,-2.0,4.5,0.0,15.0,13.0,-8.5
한화,-7.5,13.0,-17.0,-10.5,-15.0,0.0,-2.0,-23.5
해태,-5.5,15.0,-15.0,-8.5,-13.0,2.0,0.0,-21.5
현대,16.0,36.5,6.5,13.0,8.5,23.5,21.5,0.0
