Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-11.5,0.5,8.5,-6.0,-14.0,2.5,6.0,4.0
LG,-4.0,0.0,-15.5,-3.5,4.5,-10.0,-18.0,-1.5,2.0,0.0
NC,11.5,15.5,0.0,12.0,20.0,5.5,-2.5,14.0,17.5,15.5
SK,-0.5,3.5,-12.0,0.0,8.0,-6.5,-14.5,2.0,5.5,3.5
kt,-8.5,-4.5,-20.0,-8.0,0.0,-14.5,-22.5,-6.0,-2.5,-4.5
넥센,6.0,10.0,-5.5,6.5,14.5,0.0,-8.0,8.5,12.0,10.0
두산,14.0,18.0,2.5,14.5,22.5,8.0,0.0,16.5,20.0,18.0
롯데,-2.5,1.5,-14.0,-2.0,6.0,-8.5,-16.5,0.0,3.5,1.5
삼성,-6.0,-2.0,-17.5,-5.5,2.5,-12.0,-20.0,-3.5,0.0,-2.0
한화,-4.0,0.0,-15.5,-3.5,4.5,-10.0,-18.0,-1.5,2.0,0.0
