Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-15.5,-16.5,-13.0,30.0,-12.0,-1.5,-7.5
두산,15.5,0.0,-1.0,2.5,45.5,3.5,14.0,8.0
롯데,16.5,1.0,0.0,3.5,46.5,4.5,15.0,9.0
삼성,13.0,-2.5,-3.5,0.0,43.0,1.0,11.5,5.5
쌍방울,-30.0,-45.5,-46.5,-43.0,0.0,-42.0,-31.5,-37.5
한화,12.0,-3.5,-4.5,-1.0,42.0,0.0,10.5,4.5
해태,1.5,-14.0,-15.0,-11.5,31.5,-10.5,0.0,-6.0
현대,7.5,-8.0,-9.0,-5.5,37.5,-4.5,6.0,0.0
