Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,1.5,-3.5,-1.0,-5.5,-5.5,-12.0,-10.0
OB,-1.5,0.0,-5.0,-2.5,-7.0,-7.0,-13.5,-11.5
롯데,3.5,5.0,0.0,2.5,-2.0,-2.0,-8.5,-6.5
삼성,1.0,2.5,-2.5,0.0,-4.5,-4.5,-11.0,-9.0
쌍방울,5.5,7.0,2.0,4.5,0.0,0.0,-6.5,-4.5
한화,5.5,7.0,2.0,4.5,0.0,0.0,-6.5,-4.5
해태,12.0,13.5,8.5,11.0,6.5,6.5,0.0,2.0
현대,10.0,11.5,6.5,9.0,4.5,4.5,-2.0,0.0
