Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-4.0,-7.0,-4.0,13.5,2.5,2.0,-3.0
두산,4.0,0.0,-3.0,0.0,17.5,6.5,6.0,1.0
롯데,7.0,3.0,0.0,3.0,20.5,9.5,9.0,4.0
삼성,4.0,0.0,-3.0,0.0,17.5,6.5,6.0,1.0
쌍방울,-13.5,-17.5,-20.5,-17.5,0.0,-11.0,-11.5,-16.5
한화,-2.5,-6.5,-9.5,-6.5,11.0,0.0,-0.5,-5.5
해태,-2.0,-6.0,-9.0,-6.0,11.5,0.5,0.0,-5.0
현대,3.0,-1.0,-4.0,-1.0,16.5,5.5,5.0,0.0
