Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-6.5,-2.5,14.0,-3.0,-5.0,-3.0,-6.0,-2.0
LG,-2.5,0.0,-9.0,-5.0,11.5,-5.5,-7.5,-5.5,-8.5,-4.5
NC,6.5,9.0,0.0,4.0,20.5,3.5,1.5,3.5,0.5,4.5
SK,2.5,5.0,-4.0,0.0,16.5,-0.5,-2.5,-0.5,-3.5,0.5
kt,-14.0,-11.5,-20.5,-16.5,0.0,-17.0,-19.0,-17.0,-20.0,-16.0
넥센,3.0,5.5,-3.5,0.5,17.0,0.0,-2.0,0.0,-3.0,1.0
두산,5.0,7.5,-1.5,2.5,19.0,2.0,0.0,2.0,-1.0,3.0
롯데,3.0,5.5,-3.5,0.5,17.0,0.0,-2.0,0.0,-3.0,1.0
삼성,6.0,8.5,-0.5,3.5,20.0,3.0,1.0,3.0,0.0,4.0
한화,2.0,4.5,-4.5,-0.5,16.0,-1.0,-3.0,-1.0,-4.0,0.0
