Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,1.0,0.5,-8.0,1.5,-21.5,0.5,-15.0
LG,-1.0,0.0,-0.5,-9.0,0.5,-22.5,-0.5,-16.0
SK,-0.5,0.5,0.0,-8.5,1.0,-22.0,0.0,-15.5
두산,8.0,9.0,8.5,0.0,9.5,-13.5,8.5,-7.0
롯데,-1.5,-0.5,-1.0,-9.5,0.0,-23.0,-1.0,-16.5
삼성,21.5,22.5,22.0,13.5,23.0,0.0,22.0,6.5
한화,-0.5,0.5,0.0,-8.5,1.0,-22.0,0.0,-15.5
현대,15.0,16.0,15.5,7.0,16.5,-6.5,15.5,0.0
