,Year,Date,Team1,Team2,Result,GameResult
8489,1997,1997-08-22,현대,해태,L 0:10,1
8490,1997,1997-08-23,LG,OB,L 4:5,1
8491,1997,1997-08-23,LG,OB,W 4:0,1
8492,1997,1997-08-23,OB,LG,L 0:4,1
8493,1997,1997-08-23,OB,LG,W 5:4,1
8494,1997,1997-08-23,롯데,한화,W 6:3,1
8495,1997,1997-08-23,삼성,쌍방울,L 4:6,1
8496,1997,1997-08-23,삼성,쌍방울,W 10:5,1
8497,1997,1997-08-23,쌍방울,삼성,L 5:10,1
8498,1997,1997-08-23,쌍방울,삼성,W 6:4,1
8499,1997,1997-08-23,한화,롯데,L 3:6,1
8500,1997,1997-08-23,해태,현대,L 2:12,1
8501,1997,1997-08-23,해태,현대,L 8:12,1
8502,1997,1997-08-23,현대,해태,W 12:2,1
8503,1997,1997-08-23,현대,해태,W 12:8,1
8504,1997,1997-08-24,LG,OB,W 6:5,1
8505,1997,1997-08-24,OB,LG,L 5:6,1
8506,1997,1997-08-24,롯데,한화,W 2:1,1
8507,1997,1997-08-24,삼성,쌍방울,W 21:3,1
8508,1997,1997-08-24,쌍방울,삼성,L 3:21,1
8509,1997,1997-08-24,한화,롯데,L 1:2,1
8510,1997,1997-08-24,해태,현대,W 6:5,1
8511,1997,1997-08-24,현대,해태,L 5:6,1
8512,1997,1997-08-26,LG,한화,L 4:5,1
8513,1997,1997-08-26,OB,해태,W 2:1,1
8514,1997,1997-08-26,롯데,쌍방울,L 1:2,1
8515,1997,1997-08-26,삼성,현대,L 5:6,1
8516,1997,1997-08-26,쌍방울,롯데,W 2:1,1
8517,1997,1997-08-26,한화,LG,W 5:4,1
8518,1997,1997-08-26,해태,OB,L 1:2,1
8519,1997,1997-08-26,현대,삼성,W 6:5,1
8520,1997,1997-08-27,LG,한화,L 2:3,1
8521,1997,1997-08-27,LG,한화,W 10:6,1
8522,1997,1997-08-27,OB,해태,W 4:2,1
8523,1997,1997-08-27,롯데,쌍방울,L 0:8,1
8524,1997,1997-08-27,롯데,쌍방울,L 2:5,1
8525,1997,1997-08-27,삼성,현대,W 6:3,1
8526,1997,1997-08-27,쌍방울,롯데,W 5:2,1
8527,1997,1997-08-27,쌍방울,롯데,W 8:0,1
8528,1997,1997-08-27,한화,LG,L 6:10,1
8529,1997,1997-08-27,한화,LG,W 3:2,1
8530,1997,1997-08-27,해태,OB,L 2:4,1
8531,1997,1997-08-27,현대,삼성,L 3:6,1
8532,1997,1997-08-28,LG,한화,L 0:1,1
8533,1997,1997-08-28,OB,해태,W 4:3,1
8534,1997,1997-08-28,롯데,쌍방울,W 3:2,1
8535,1997,1997-08-28,삼성,현대,W 4:2,1
8536,1997,1997-08-28,쌍방울,롯데,L 2:3,1
8537,1997,1997-08-28,한화,LG,W 1:0,1
8538,1997,1997-08-28,해태,OB,L 3:4,1
8539,1997,1997-08-28,현대,삼성,L 2:4,1
8540,1997,1997-08-29,LG,쌍방울,L 1:6,1
8541,1997,1997-08-29,OB,롯데,W 10:0,1
8542,1997,1997-08-29,롯데,OB,L 0:10,1
8543,1997,1997-08-29,삼성,해태,L 2:3,1
8544,1997,1997-08-29,쌍방울,LG,W 6:1,1
8545,1997,1997-08-29,한화,현대,L 2:4,1
8546,1997,1997-08-29,해태,삼성,W 3:2,1
8547,1997,1997-08-29,현대,한화,W 4:2,1
8548,1997,1997-08-30,LG,쌍방울,L 2:4,1
8549,1997,1997-08-30,OB,롯데,L 2:6,1
8550,1997,1997-08-30,롯데,OB,W 6:2,1
8551,1997,1997-08-30,삼성,해태,L 5:6,1
8552,1997,1997-08-30,쌍방울,LG,W 4:2,1
8553,1997,1997-08-30,한화,현대,W 5:2,1
8554,1997,1997-08-30,해태,삼성,W 6:5,1
8555,1997,1997-08-30,현대,한화,L 2:5,1
8556,1997,1997-08-31,LG,쌍방울,W 14:7,1
8557,1997,1997-08-31,OB,롯데,L 2:10,1
8558,1997,1997-08-31,롯데,OB,W 10:2,1
8559,1997,1997-08-31,삼성,해태,W 13:1,1
8560,1997,1997-08-31,쌍방울,LG,L 7:14,1
8561,1997,1997-08-31,한화,현대,W 5:4,1
8562,1997,1997-08-31,해태,삼성,L 1:13,1
8563,1997,1997-08-31,현대,한화,L 4:5,1
8564,1997,1997-09-02,LG,삼성,W 6:3,1
8565,1997,1997-09-02,OB,현대,L 2:3,1
8566,1997,1997-09-02,롯데,해태,L 2:3,1
8567,1997,1997-09-02,삼성,LG,L 3:6,1
8568,1997,1997-09-02,쌍방울,한화,L 0:2,1
8569,1997,1997-09-02,한화,쌍방울,W 2:0,1
8570,1997,1997-09-02,해태,롯데,W 3:2,1
8571,1997,1997-09-02,현대,OB,W 3:2,1
8572,1997,1997-09-03,LG,삼성,L 3:14,1
8573,1997,1997-09-03,LG,삼성,W 7:4,1
8574,1997,1997-09-03,OB,현대,W 5:2,1
8575,1997,1997-09-03,롯데,해태,L 3:5,1
8576,1997,1997-09-03,삼성,LG,L 4:7,1
8577,1997,1997-09-03,삼성,LG,W 14:3,1
8578,1997,1997-09-03,쌍방울,한화,L 2:5,1
8579,1997,1997-09-03,쌍방울,한화,W 6:4,1
8580,1997,1997-09-03,한화,쌍방울,L 4:6,1
8581,1997,1997-09-03,한화,쌍방울,W 5:2,1
8582,1997,1997-09-03,해태,롯데,W 5:3,1
8583,1997,1997-09-03,현대,OB,L 2:5,1
8584,1997,1997-09-04,LG,삼성,L 0:3,1
8585,1997,1997-09-04,OB,현대,W 8:4,1
8586,1997,1997-09-04,롯데,해태,W 8:3,1
8587,1997,1997-09-04,삼성,LG,W 3:0,1
8588,1997,1997-09-04,쌍방울,한화,W 2:0,1
8589,1997,1997-09-04,한화,쌍방울,L 0:2,1
8590,1997,1997-09-04,해태,롯데,L 3:8,1
8591,1997,1997-09-04,현대,OB,L 4:8,1
8592,1997,1997-09-05,OB,한화,W 8:1,1
8593,1997,1997-09-05,롯데,삼성,L 3:12,1
8594,1997,1997-09-05,삼성,롯데,W 12:3,1
8595,1997,1997-09-05,쌍방울,현대,W 3:1,1
8596,1997,1997-09-05,한화,OB,L 1:8,1
8597,1997,1997-09-05,현대,쌍방울,L 1:3,1
8598,1997,1997-09-06,LG,해태,L 1:2,1
8599,1997,1997-09-06,OB,한화,L 1:3,1
8600,1997,1997-09-06,롯데,삼성,L 3:4,1
8601,1997,1997-09-06,삼성,롯데,W 4:3,1
8602,1997,1997-09-06,쌍방울,현대,L 2:3,1
8603,1997,1997-09-06,한화,OB,W 3:1,1
8604,1997,1997-09-06,해태,LG,W 2:1,1
8605,1997,1997-09-06,현대,쌍방울,W 3:2,1
8606,1997,1997-09-07,LG,해태,W 14:4,1
8607,1997,1997-09-07,OB,한화,W 3:0,1
8608,1997,1997-09-07,롯데,삼성,L 3:11,1
8609,1997,1997-09-07,삼성,롯데,W 11:3,1
8610,1997,1997-09-07,쌍방울,현대,W 5:4,1
8611,1997,1997-09-07,한화,OB,L 0:3,1
8612,1997,1997-09-07,해태,LG,L 4:14,1
8613,1997,1997-09-07,현대,쌍방울,L 4:5,1
8614,1997,1997-09-09,LG,해태,L 3:7,1
8615,1997,1997-09-09,OB,한화,L 4:5,1
8616,1997,1997-09-09,롯데,쌍방울,W 2:1,1
8617,1997,1997-09-09,삼성,현대,L 1:4,1
8618,1997,1997-09-09,쌍방울,롯데,L 1:2,1
8619,1997,1997-09-09,한화,OB,W 5:4,1
8620,1997,1997-09-09,해태,LG,W 7:3,1
8621,1997,1997-09-09,현대,삼성,W 4:1,1
8622,1997,1997-09-10,LG,해태,W 4:3,1
8623,1997,1997-09-10,OB,한화,L 5:8,1
8624,1997,1997-09-10,롯데,쌍방울,W 8:6,1
8625,1997,1997-09-10,삼성,현대,L 1:4,1
8626,1997,1997-09-10,쌍방울,롯데,L 6:8,1
8627,1997,1997-09-10,한화,OB,W 8:5,1
8628,1997,1997-09-10,해태,LG,L 3:4,1
8629,1997,1997-09-10,현대,삼성,W 4:1,1
8630,1997,1997-09-11,LG,해태,W 2:1,1
8631,1997,1997-09-11,OB,한화,L 0:1,1
8632,1997,1997-09-11,OB,한화,W 9:1,1
8633,1997,1997-09-11,롯데,쌍방울,L 1:7,1
8634,1997,1997-09-11,삼성,현대,W 18:2,1
8635,1997,1997-09-11,쌍방울,롯데,W 7:1,1
8636,1997,1997-09-11,한화,OB,L 1:9,1
8637,1997,1997-09-11,한화,OB,W 1:0,1
8638,1997,1997-09-11,해태,LG,L 1:2,1
8639,1997,1997-09-11,현대,삼성,L 2:18,1
8640,1997,1997-09-12,LG,쌍방울,W 5:4,1
8641,1997,1997-09-12,OB,삼성,L 1:10,1
8642,1997,1997-09-12,롯데,해태,L 1:2,1
8643,1997,1997-09-12,삼성,OB,W 10:1,1
8644,1997,1997-09-12,쌍방울,LG,L 4:5,1
8645,1997,1997-09-12,한화,현대,W 3:2,1
8646,1997,1997-09-12,해태,롯데,W 2:1,1
8647,1997,1997-09-12,현대,한화,L 2:3,1
8648,1997,1997-09-13,LG,현대,W 7:1,1
8649,1997,1997-09-13,롯데,삼성,W 5:4,1
8650,1997,1997-09-13,삼성,롯데,L 4:5,1
8651,1997,1997-09-13,쌍방울,한화,W 8:5,1
8652,1997,1997-09-13,한화,쌍방울,L 5:8,1
8653,1997,1997-09-13,현대,LG,L 1:7,1
8654,1997,1997-09-14,LG,OB,W 6:0,1
8655,1997,1997-09-14,OB,LG,L 0:6,1
8656,1997,1997-09-14,롯데,삼성,L 5:12,1
8657,1997,1997-09-14,삼성,롯데,W 12:5,1
8658,1997,1997-09-14,쌍방울,한화,W 15:0,1
8659,1997,1997-09-14,쌍방울,한화,W 3:1,1
8660,1997,1997-09-14,한화,쌍방울,L 0:15,1
8661,1997,1997-09-14,한화,쌍방울,L 1:3,1
8662,1997,1997-09-15,쌍방울,한화,W 11:6,1
8663,1997,1997-09-15,한화,쌍방울,L 6:11,1
8664,1997,1997-09-17,롯데,삼성,W 6:5,1
8665,1997,1997-09-17,삼성,롯데,L 5:6,1
8666,1997,1997-09-17,쌍방울,현대,L 2:3,1
8667,1997,1997-09-17,현대,쌍방울,W 3:2,1
8668,1997,1997-09-18,LG,롯데,W 6:1,1
8669,1997,1997-09-18,롯데,LG,L 1:6,1
8670,1997,1997-09-18,삼성,쌍방울,L 2:3,1
8671,1997,1997-09-18,쌍방울,삼성,W 3:2,1
8672,1997,1997-09-18,해태,현대,W 4:2,1
8673,1997,1997-09-18,현대,해태,L 2:4,1
8674,1997,1997-09-19,OB,롯데,W 8:3,1
8675,1997,1997-09-19,롯데,OB,L 3:8,1
8676,1997,1997-09-19,삼성,쌍방울,D 5:5,1
8677,1997,1997-09-19,쌍방울,삼성,D 5:5,1
8678,1997,1997-09-19,해태,현대,W 5:3,1
8679,1997,1997-09-19,현대,해태,L 3:5,1
8680,1997,1997-09-20,LG,롯데,W 5:2,1
8681,1997,1997-09-20,롯데,LG,L 2:5,1
8682,1997,1997-09-20,쌍방울,해태,L 7:11,1
8683,1997,1997-09-20,한화,현대,W 10:5,1
8684,1997,1997-09-20,해태,쌍방울,W 11:7,1
8685,1997,1997-09-20,현대,한화,L 5:10,1
8686,1997,1997-09-21,LG,롯데,W 7:6,1
8687,1997,1997-09-21,롯데,LG,L 6:7,1
8688,1997,1997-09-21,쌍방울,해태,L 0:12,1
8689,1997,1997-09-21,쌍방울,해태,W 5:1,1
8690,1997,1997-09-21,한화,현대,W 13:0,1
8691,1997,1997-09-21,해태,쌍방울,L 1:5,1
8692,1997,1997-09-21,해태,쌍방울,W 12:0,1
8693,1997,1997-09-21,현대,한화,L 0:13,1
8694,1997,1997-09-23,LG,한화,W 6:5,1
8695,1997,1997-09-23,롯데,해태,L 2:6,1
8696,1997,1997-09-23,쌍방울,현대,L 0:1,1
8697,1997,1997-09-23,한화,LG,L 5:6,1
8698,1997,1997-09-23,해태,롯데,W 6:2,1
8699,1997,1997-09-23,현대,쌍방울,W 1:0,1
8700,1997,1997-09-24,롯데,쌍방울,L 1:4,1
8701,1997,1997-09-24,쌍방울,롯데,W 4:1,1
8702,1997,1997-09-24,한화,해태,L 3:4,1
8703,1997,1997-09-24,해태,한화,W 4:3,1
8704,1997,1997-09-25,롯데,쌍방울,L 1:14,1
8705,1997,1997-09-25,쌍방울,롯데,W 14:1,1
8706,1997,1997-09-26,OB,롯데,W 6:3,1
8707,1997,1997-09-26,롯데,OB,L 3:6,1
8708,1997,1997-09-27,OB,쌍방울,L 2:8,1
8709,1997,1997-09-27,롯데,한화,W 1:0,1
8710,1997,1997-09-27,삼성,해태,W 12:7,1
8711,1997,1997-09-27,삼성,해태,W 6:4,1
8712,1997,1997-09-27,쌍방울,OB,W 8:2,1
8713,1997,1997-09-27,한화,롯데,L 0:1,1
8714,1997,1997-09-27,해태,삼성,L 4:6,1
8715,1997,1997-09-27,해태,삼성,L 7:12,1
8716,1997,1997-09-28,LG,쌍방울,L 0:7,1
8717,1997,1997-09-28,삼성,해태,L 0:4,1
8718,1997,1997-09-28,쌍방울,LG,W 7:0,1
8719,1997,1997-09-28,해태,삼성,W 4:0,1
8720,1997,1997-09-29,LG,쌍방울,W 5:2,1
8721,1997,1997-09-29,삼성,해태,L 1:4,1
8722,1997,1997-09-29,쌍방울,LG,L 2:5,1
8723,1997,1997-09-29,해태,삼성,W 4:1,1
8724,1997,1997-09-30,OB,쌍방울,L 0:3,1
8725,1997,1997-09-30,쌍방울,OB,W 3:0,1
8726,1997,1997-09-30,한화,해태,L 2:5,1
8727,1997,1997-09-30,해태,한화,W 5:2,1
8728,1997,1997-10-01,쌍방울,해태,W 5:3,1
8729,1997,1997-10-01,해태,쌍방울,L 3:5,1
8730,1997,1997-10-02,쌍방울,한화,W 11:9,1
8731,1997,1997-10-02,한화,쌍방울,L 9:11,1
8732,1998,1998-04-11,LG,현대,L 1:3,1
8733,1998,1998-04-11,OB,해태,W 13:7,1
8734,1998,1998-04-11,롯데,삼성,W 5:0,1
8735,1998,1998-04-11,삼성,롯데,L 0:5,1
8736,1998,1998-04-11,쌍방울,한화,L 2:4,1
8737,1998,1998-04-11,한화,쌍방울,W 4:2,1
8738,1998,1998-04-11,해태,OB,L 7:13,1
8739,1998,1998-04-11,현대,LG,W 3:1,1
8740,1998,1998-04-12,쌍방울,한화,W 5:0,1
8741,1998,1998-04-12,한화,쌍방울,L 0:5,1
8742,1998,1998-04-13,LG,현대,W 6:3,1
8743,1998,1998-04-13,롯데,삼성,L 6:11,1
8744,1998,1998-04-13,삼성,롯데,W 11:6,1
8745,1998,1998-04-13,현대,LG,L 3:6,1
8746,1998,1998-04-15,LG,한화,L 0:5,1
8747,1998,1998-04-15,OB,삼성,W 3:2,1
8748,1998,1998-04-15,롯데,해태,L 0:2,1
8749,1998,1998-04-15,삼성,OB,L 2:3,1
8750,1998,1998-04-15,쌍방울,현대,W 9:8,1
8751,1998,1998-04-15,한화,LG,W 5:0,1
8752,1998,1998-04-15,해태,롯데,W 2:0,1
8753,1998,1998-04-15,현대,쌍방울,L 8:9,1
8754,1998,1998-04-16,LG,한화,L 9:10,1
8755,1998,1998-04-16,OB,삼성,L 2:5,1
8756,1998,1998-04-16,롯데,해태,W 4:2,1
8757,1998,1998-04-16,삼성,OB,W 5:2,1
8758,1998,1998-04-16,쌍방울,현대,L 7:11,1
8759,1998,1998-04-16,한화,LG,W 10:9,1
8760,1998,1998-04-16,해태,롯데,L 2:4,1
8761,1998,1998-04-16,현대,쌍방울,W 11:7,1
8762,1998,1998-04-17,LG,한화,L 3:4,1
8763,1998,1998-04-17,OB,삼성,L 1:6,1
8764,1998,1998-04-17,롯데,해태,W 11:5,1
8765,1998,1998-04-17,삼성,OB,W 6:1,1
8766,1998,1998-04-17,쌍방울,현대,L 3:4,1
8767,1998,1998-04-17,한화,LG,W 4:3,1
8768,1998,1998-04-17,해태,롯데,L 5:11,1
8769,1998,1998-04-17,현대,쌍방울,W 4:3,1
8770,1998,1998-04-18,LG,OB,W 1:0,1
8771,1998,1998-04-18,OB,LG,L 0:1,1
8772,1998,1998-04-18,삼성,한화,L 3:4,1
8773,1998,1998-04-18,한화,삼성,W 4:3,1
8774,1998,1998-04-18,해태,현대,L 1:5,1
8775,1998,1998-04-18,현대,해태,W 5:1,1
8776,1998,1998-04-19,LG,OB,W 9:5,1
8777,1998,1998-04-19,OB,LG,L 5:9,1
8778,1998,1998-04-19,롯데,쌍방울,L 2:13,1
8779,1998,1998-04-19,삼성,한화,L 3:4,1
8780,1998,1998-04-19,쌍방울,롯데,W 13:2,1
8781,1998,1998-04-19,한화,삼성,W 4:3,1
8782,1998,1998-04-19,해태,현대,W 7:2,1
8783,1998,1998-04-19,현대,해태,L 2:7,1
8784,1998,1998-04-20,LG,OB,L 2:7,1
8785,1998,1998-04-20,OB,LG,W 7:2,1
8786,1998,1998-04-20,롯데,쌍방울,L 0:6,1
8787,1998,1998-04-20,롯데,쌍방울,W 7:1,1
8788,1998,1998-04-20,삼성,한화,W 5:1,1
8789,1998,1998-04-20,쌍방울,롯데,L 1:7,1
8790,1998,1998-04-20,쌍방울,롯데,W 6:0,1
8791,1998,1998-04-20,한화,삼성,L 1:5,1
8792,1998,1998-04-20,해태,현대,L 0:1,1
8793,1998,1998-04-20,현대,해태,W 1:0,1
8794,1998,1998-04-22,LG,쌍방울,W 5:1,1
8795,1998,1998-04-22,삼성,해태,W 12:2,1
8796,1998,1998-04-22,쌍방울,LG,L 1:5,1
8797,1998,1998-04-22,해태,삼성,L 2:12,1
8798,1998,1998-04-23,LG,쌍방울,W 6:5,1
8799,1998,1998-04-23,OB,현대,L 2:4,1
8800,1998,1998-04-23,OB,현대,L 4:12,1
8801,1998,1998-04-23,롯데,한화,W 9:8,1
8802,1998,1998-04-23,삼성,해태,W 4:1,1
8803,1998,1998-04-23,쌍방울,LG,L 5:6,1
8804,1998,1998-04-23,한화,롯데,L 8:9,1
8805,1998,1998-04-23,해태,삼성,L 1:4,1
8806,1998,1998-04-23,현대,OB,W 12:4,1
8807,1998,1998-04-23,현대,OB,W 4:2,1
8808,1998,1998-04-24,롯데,한화,D 7:7,1
8809,1998,1998-04-24,롯데,한화,L 0:2,1
8810,1998,1998-04-24,삼성,해태,L 1:7,1
8811,1998,1998-04-24,한화,롯데,D 7:7,1
8812,1998,1998-04-24,한화,롯데,W 2:0,1
8813,1998,1998-04-24,해태,삼성,W 7:1,1
8814,1998,1998-04-25,LG,롯데,W 11:4,1
8815,1998,1998-04-25,OB,해태,W 5:1,1
8816,1998,1998-04-25,롯데,LG,L 4:11,1
8817,1998,1998-04-25,삼성,쌍방울,W 4:1,1
8818,1998,1998-04-25,쌍방울,삼성,L 1:4,1
8819,1998,1998-04-25,한화,현대,W 6:4,1
8820,1998,1998-04-25,해태,OB,L 1:5,1
8821,1998,1998-04-25,현대,한화,L 4:6,1
8822,1998,1998-04-26,LG,롯데,W 8:6,1
8823,1998,1998-04-26,OB,해태,W 10:2,1
8824,1998,1998-04-26,롯데,LG,L 6:8,1
8825,1998,1998-04-26,삼성,쌍방울,W 10:6,1
8826,1998,1998-04-26,쌍방울,삼성,L 6:10,1
8827,1998,1998-04-26,한화,현대,L 1:5,1
8828,1998,1998-04-26,해태,OB,L 2:10,1
8829,1998,1998-04-26,현대,한화,W 5:1,1
8830,1998,1998-04-27,LG,롯데,L 3:10,1
8831,1998,1998-04-27,OB,해태,L 2:6,1
8832,1998,1998-04-27,롯데,LG,W 10:3,1
8833,1998,1998-04-27,삼성,쌍방울,W 6:5,1
8834,1998,1998-04-27,쌍방울,삼성,L 5:6,1
8835,1998,1998-04-27,한화,현대,L 1:7,1
8836,1998,1998-04-27,해태,OB,W 6:2,1
8837,1998,1998-04-27,현대,한화,W 7:1,1
8838,1998,1998-04-29,LG,삼성,W 9:3,1
8839,1998,1998-04-29,OB,한화,W 1:0,1
8840,1998,1998-04-29,롯데,현대,L 4:5,1
8841,1998,1998-04-29,삼성,LG,L 3:9,1
8842,1998,1998-04-29,쌍방울,해태,L 1:2,1
8843,1998,1998-04-29,한화,OB,L 0:1,1
8844,1998,1998-04-29,해태,쌍방울,W 2:1,1
8845,1998,1998-04-29,현대,롯데,W 5:4,1
8846,1998,1998-04-30,LG,삼성,L 1:7,1
8847,1998,1998-04-30,OB,한화,W 6:2,1
8848,1998,1998-04-30,롯데,현대,W 5:2,1
8849,1998,1998-04-30,삼성,LG,W 7:1,1
8850,1998,1998-04-30,한화,OB,L 2:6,1
8851,1998,1998-04-30,현대,롯데,L 2:5,1
8852,1998,1998-05-01,OB,한화,L 2:4,1
8853,1998,1998-05-01,롯데,현대,L 1:2,1
8854,1998,1998-05-01,한화,OB,W 4:2,1
8855,1998,1998-05-01,현대,롯데,W 2:1,1
8856,1998,1998-05-02,삼성,현대,W 7:3,1
8857,1998,1998-05-02,현대,삼성,L 3:7,1
8858,1998,1998-05-03,LG,해태,L 2:3,1
8859,1998,1998-05-03,LG,해태,W 8:5,1
8860,1998,1998-05-03,롯데,한화,D 1:1,1
8861,1998,1998-05-03,롯데,한화,W 4:1,1
8862,1998,1998-05-03,삼성,현대,L 5:10,1
8863,1998,1998-05-03,한화,롯데,D 1:1,1
8864,1998,1998-05-03,한화,롯데,L 1:4,1
8865,1998,1998-05-03,해태,LG,L 5:8,1
8866,1998,1998-05-03,해태,LG,W 3:2,1
8867,1998,1998-05-03,현대,삼성,W 10:5,1
8868,1998,1998-05-04,LG,해태,W 4:2,1
8869,1998,1998-05-04,OB,쌍방울,L 2:3,1
8870,1998,1998-05-04,OB,쌍방울,W 4:3,1
8871,1998,1998-05-04,롯데,한화,L 6:7,1
8872,1998,1998-05-04,삼성,현대,L 5:6,1
8873,1998,1998-05-04,쌍방울,OB,L 3:4,1
8874,1998,1998-05-04,쌍방울,OB,W 3:2,1
8875,1998,1998-05-04,한화,롯데,W 7:6,1
8876,1998,1998-05-04,해태,LG,L 2:4,1
8877,1998,1998-05-04,현대,삼성,W 6:5,1
8878,1998,1998-05-05,LG,OB,W 4:3,1
8879,1998,1998-05-05,OB,LG,L 3:4,1
8880,1998,1998-05-05,롯데,쌍방울,L 7:8,1
8881,1998,1998-05-05,삼성,해태,L 3:4,1
8882,1998,1998-05-05,쌍방울,롯데,W 8:7,1
8883,1998,1998-05-05,한화,현대,L 3:6,1
8884,1998,1998-05-05,해태,삼성,W 4:3,1
8885,1998,1998-05-05,현대,한화,W 6:3,1
8886,1998,1998-05-06,LG,OB,L 2:6,1
8887,1998,1998-05-06,OB,LG,W 6:2,1
8888,1998,1998-05-06,롯데,쌍방울,W 7:1,1
8889,1998,1998-05-06,삼성,해태,W 8:2,1
8890,1998,1998-05-06,쌍방울,롯데,L 1:7,1
8891,1998,1998-05-06,한화,현대,L 1:5,1
8892,1998,1998-05-06,해태,삼성,L 2:8,1
8893,1998,1998-05-06,현대,한화,W 5:1,1
8894,1998,1998-05-07,LG,OB,L 2:6,1
8895,1998,1998-05-07,OB,LG,W 6:2,1
8896,1998,1998-05-07,롯데,쌍방울,L 1:8,1
8897,1998,1998-05-07,삼성,해태,W 5:2,1
8898,1998,1998-05-07,쌍방울,롯데,W 8:1,1
8899,1998,1998-05-07,한화,현대,L 2:4,1
8900,1998,1998-05-07,해태,삼성,L 2:5,1
8901,1998,1998-05-07,현대,한화,W 4:2,1
8902,1998,1998-05-09,LG,쌍방울,L 3:12,1
8903,1998,1998-05-09,OB,현대,L 1:2,1
8904,1998,1998-05-09,롯데,삼성,L 2:5,1
8905,1998,1998-05-09,삼성,롯데,W 5:2,1
8906,1998,1998-05-09,쌍방울,LG,W 12:3,1
8907,1998,1998-05-09,한화,해태,W 5:4,1
8908,1998,1998-05-09,해태,한화,L 4:5,1
8909,1998,1998-05-09,현대,OB,W 2:1,1
8910,1998,1998-05-10,LG,쌍방울,L 6:7,1
8911,1998,1998-05-10,OB,현대,L 3:4,1
8912,1998,1998-05-10,쌍방울,LG,W 7:6,1
8913,1998,1998-05-10,현대,OB,W 4:3,1
8914,1998,1998-05-11,OB,현대,L 2:8,1
8915,1998,1998-05-11,현대,OB,W 8:2,1
8916,1998,1998-05-13,LG,롯데,L 3:4,1
8917,1998,1998-05-13,OB,삼성,W 6:3,1
8918,1998,1998-05-13,롯데,LG,W 4:3,1
8919,1998,1998-05-13,삼성,OB,L 3:6,1
8920,1998,1998-05-13,쌍방울,한화,W 7:5,1
8921,1998,1998-05-13,한화,쌍방울,L 5:7,1
8922,1998,1998-05-13,해태,현대,W 4:3,1
8923,1998,1998-05-13,현대,해태,L 3:4,1
8924,1998,1998-05-14,LG,롯데,L 8:14,1
8925,1998,1998-05-14,OB,삼성,L 7:16,1
8926,1998,1998-05-14,롯데,LG,W 14:8,1
8927,1998,1998-05-14,삼성,OB,W 16:7,1
8928,1998,1998-05-14,쌍방울,한화,W 5:3,1
8929,1998,1998-05-14,한화,쌍방울,L 3:5,1
8930,1998,1998-05-14,해태,현대,W 4:0,1
8931,1998,1998-05-14,현대,해태,L 0:4,1
8932,1998,1998-05-15,LG,롯데,W 8:2,1
8933,1998,1998-05-15,OB,삼성,L 8:9,1
8934,1998,1998-05-15,롯데,LG,L 2:8,1
8935,1998,1998-05-15,삼성,OB,W 9:8,1
8936,1998,1998-05-15,쌍방울,한화,W 11:3,1
8937,1998,1998-05-15,한화,쌍방울,L 3:11,1
8938,1998,1998-05-15,해태,현대,L 3:13,1
8939,1998,1998-05-15,현대,해태,W 13:3,1
8940,1998,1998-05-17,LG,한화,W 10:4,1
8941,1998,1998-05-17,LG,한화,W 11:5,1
8942,1998,1998-05-17,OB,롯데,W 6:3,1
8943,1998,1998-05-17,OB,롯데,W 7:5,1
8944,1998,1998-05-17,롯데,OB,L 3:6,1
8945,1998,1998-05-17,롯데,OB,L 5:7,1
8946,1998,1998-05-17,삼성,현대,L 1:3,1
8947,1998,1998-05-17,삼성,현대,L 2:8,1
8948,1998,1998-05-17,쌍방울,해태,L 3:5,1
8949,1998,1998-05-17,쌍방울,해태,W 4:1,1
8950,1998,1998-05-17,한화,LG,L 4:10,1
8951,1998,1998-05-17,한화,LG,L 5:11,1
8952,1998,1998-05-17,해태,쌍방울,L 1:4,1
8953,1998,1998-05-17,해태,쌍방울,W 5:3,1
8954,1998,1998-05-17,현대,삼성,W 3:1,1
8955,1998,1998-05-17,현대,삼성,W 8:2,1
8956,1998,1998-05-18,LG,한화,L 5:6,1
8957,1998,1998-05-18,OB,롯데,L 4:7,1
8958,1998,1998-05-18,롯데,OB,W 7:4,1
8959,1998,1998-05-18,삼성,현대,W 3:1,1
8960,1998,1998-05-18,쌍방울,해태,L 2:5,1
8961,1998,1998-05-18,한화,LG,W 6:5,1
8962,1998,1998-05-18,해태,쌍방울,W 5:2,1
8963,1998,1998-05-18,현대,삼성,L 1:3,1
8964,1998,1998-05-20,LG,해태,L 0:2,1
8965,1998,1998-05-20,OB,쌍방울,L 1:6,1
8966,1998,1998-05-20,롯데,현대,L 6:9,1
8967,1998,1998-05-20,삼성,한화,L 2:5,1
8968,1998,1998-05-20,쌍방울,OB,W 6:1,1
8969,1998,1998-05-20,한화,삼성,W 5:2,1
8970,1998,1998-05-20,해태,LG,W 2:0,1
8971,1998,1998-05-20,현대,롯데,W 9:6,1
8972,1998,1998-05-21,LG,해태,L 4:5,1
8973,1998,1998-05-21,OB,쌍방울,W 7:2,1
8974,1998,1998-05-21,롯데,현대,L 2:10,1
8975,1998,1998-05-21,삼성,한화,W 5:4,1
8976,1998,1998-05-21,쌍방울,OB,L 2:7,1
8977,1998,1998-05-21,한화,삼성,L 4:5,1
8978,1998,1998-05-21,해태,LG,W 5:4,1
8979,1998,1998-05-21,현대,롯데,W 10:2,1
8980,1998,1998-05-22,LG,해태,W 9:1,1
8981,1998,1998-05-22,OB,쌍방울,L 1:3,1
