,Season,Date,Time,Stadium,Team1,Team1_Pitcher,T,Result,Team2,Team2_Pitcher,T2,Win_Pit,Lose_Pit,Save,Audience
21963,정규,2003-06-18,,@잠실,삼성,,,W 4:3,LG,,,,,,
21964,정규,2003-06-19,,@잠실,삼성,,,L 3:7,LG,,,,,,
21965,정규,2003-07-19,,대구,삼성,,,W 2:0,LG,,,,,,
21966,정규,2003-08-08,,대구,삼성,,,W 6:4,LG,,,,,,
21967,정규,2003-08-09,,대구,삼성,,,W 12:4,LG,,,,,,
21968,정규,2003-08-10,,대구,삼성,,,L 3:10,LG,,,,,,
21969,정규,2003-08-22,,@잠실,삼성,,,W 10:2,LG,,,,,,
21970,정규,2003-08-25,,@잠실,삼성,,,W 7:5,LG,,,,,,
21971,정규,2003-09-20,,대구,삼성,,,W 7:2,LG,,,,,,
21972,정규,2003-09-21,,대구,삼성,,,W 7:5,LG,,,,,,
21973,정규,2003-09-29,,@잠실,삼성,,,W 7:5,LG,,,,,,
21974,정규,2003-09-30,,@잠실,삼성,,,L 4:5,LG,,,,,,
21975,정규,2004-04-13,,대구,삼성,,,W 11:7,LG,,,,,,
21976,정규,2004-04-14,,대구,삼성,,,L 0:7,LG,,,,,,
21977,정규,2004-04-15,,대구,삼성,,,L 2:5,LG,,,,,,
21978,정규,2004-05-14,,@잠실,삼성,,,D 5:5,LG,,,,,,
21979,정규,2004-05-15,,@잠실,삼성,,,L 4:7,LG,,,,,,
21980,정규,2004-05-16,,@잠실,삼성,,,L 1:10,LG,,,,,,
21981,정규,2004-05-25,,@잠실,삼성,,,W 9:6,LG,,,,,,
21982,정규,2004-05-26,,@잠실,삼성,,,L 4:5,LG,,,,,,
21983,정규,2004-06-29,,대구,삼성,,,W 4:1,LG,,,,,,
21984,정규,2004-06-30,,대구,삼성,,,W 7:3,LG,,,,,,
21985,정규,2004-07-01,,대구,삼성,,,W 7:5,LG,,,,,,
21986,정규,2004-07-27,,대구,삼성,,,W 5:0,LG,,,,,,
21987,정규,2004-07-28,,대구,삼성,,,W 7:2,LG,,,,,,
21988,정규,2004-08-15,,대구,삼성,,,L 4:8,LG,,,,,,
21989,정규,2004-09-10,,@잠실,삼성,,,L 1:4,LG,,,,,,
21990,정규,2004-09-28,,@잠실,삼성,,,W 6:4,LG,,,,,,
21991,정규,2004-09-29,,@잠실,삼성,,,W 7:3,LG,,,,,,
21992,정규,2004-09-30,,@잠실,삼성,,,W 6:3,LG,,,,,,
21993,정규,2004-10-03,,대구,삼성,,,W 6:2,LG,,,,,,
21994,정규,2005-04-05,,@잠실,삼성,,,W 7:5,LG,,,,,,
21995,정규,2005-04-07,,@잠실,삼성,,,L 2:4,LG,,,,,,
21996,정규,2005-04-26,,대구,삼성,,,L 5:9,LG,,,,,,
21997,정규,2005-04-27,,대구,삼성,,,W 6:1,LG,,,,,,
21998,정규,2005-04-28,,대구,삼성,,,W 9:4,LG,,,,,,
21999,정규,2005-05-27,,대구,삼성,,,L 6:12,LG,,,,,,
22000,정규,2005-05-28,,대구,삼성,,,W 9:2,LG,,,,,,
22001,정규,2005-05-29,,대구,삼성,,,W 3:2,LG,,,,,,
22002,정규,2005-06-15,,@잠실,삼성,,,L 1:8,LG,,,,,,
22003,정규,2005-06-16,,@잠실,삼성,,,W 5:2,LG,,,,,,
22004,정규,2005-08-05,,@잠실,삼성,,,L 3:7,LG,,,,,,
22005,정규,2005-08-06,,@잠실,삼성,,,L 1:4,LG,,,,,,
22006,정규,2005-08-07,,@잠실,삼성,,,W 4:0,LG,,,,,,
22007,정규,2005-08-23,,대구,삼성,,,W 9:8,LG,,,,,,
22008,정규,2005-08-25,,대구,삼성,,,W 1:0,LG,,,,,,
22009,정규,2005-09-03,,@잠실,삼성,,,L 3:6,LG,,,,,,
22010,정규,2005-09-04,,@잠실,삼성,,,W 18:5,LG,,,,,,
22011,정규,2005-09-20,,대구,삼성,,,L 2:9,LG,,,,,,
22012,정규,2006-04-25,,대구,삼성,,,L 5:9,LG,,,,,,
22013,정규,2006-04-26,,대구,삼성,,,W 4:1,LG,,,,,,
22014,정규,2006-04-27,,대구,삼성,,,W 5:3,LG,,,,,,
22015,정규,2006-05-09,,@잠실,삼성,,,L 2:8,LG,,,,,,
22016,정규,2006-05-10,,@잠실,삼성,,,W 9:2,LG,,,,,,
22017,정규,2006-05-11,,@잠실,삼성,,,W 4:2,LG,,,,,,
22018,정규,2006-06-06,,@잠실,삼성,,,W 5:1,LG,,,,,,
22019,정규,2006-06-07,,@잠실,삼성,,,L 0:3,LG,,,,,,
22020,정규,2006-06-08,,@잠실,삼성,,,L 0:7,LG,,,,,,
22021,정규,2006-06-23,,대구,삼성,,,W 4:3,LG,,,,,,
22022,정규,2006-06-24,,대구,삼성,,,W 7:1,LG,,,,,,
22023,정규,2006-08-08,,대구,삼성,,,W 6:0,LG,,,,,,
22024,정규,2006-08-09,,대구,삼성,,,W 4:0,LG,,,,,,
22025,정규,2006-08-10,,대구,삼성,,,W 13:3,LG,,,,,,
22026,정규,2006-09-01,,@잠실,삼성,,,W 7:4,LG,,,,,,
22027,정규,2006-09-02,,@잠실,삼성,,,W 3:2,LG,,,,,,
22028,정규,2006-09-03,,@잠실,삼성,,,L 4:6,LG,,,,,,
22029,정규,2006-09-28,,대구,삼성,,,W 5:4,LG,,,,,,
22030,정규,2007-04-21,,@잠실,삼성,,,W 5:3,LG,,,,,,
22031,정규,2007-04-22,,@잠실,삼성,,,W 3:2,LG,,,,,,
22032,정규,2007-05-18,,대구,삼성,,,L 0:1,LG,,,,,,
22033,정규,2007-05-19,,대구,삼성,,,L 3:5,LG,,,,,,
22034,정규,2007-05-20,,대구,삼성,,,W 9:0,LG,,,,,,
22035,정규,2007-05-29,,대구,삼성,,,L 0:5,LG,,,,,,
22036,정규,2007-05-30,,대구,삼성,,,W 8:2,LG,,,,,,
22037,정규,2007-05-31,,대구,삼성,,,L 6:7,LG,,,,,,
22038,정규,2007-06-19,,@잠실,삼성,,,L 2:4,LG,,,,,,
22039,정규,2007-06-20,,@잠실,삼성,,,W 2:0,LG,,,,,,
22040,정규,2007-07-31,,대구,삼성,,,L 1:3,LG,,,,,,
22041,정규,2007-08-01,,대구,삼성,,,W 3:2,LG,,,,,,
22042,정규,2007-08-02,,대구,삼성,,,W 7:5,LG,,,,,,
22043,정규,2007-08-17,,@잠실,삼성,,,W 14:2,LG,,,,,,
22044,정규,2007-08-18,,@잠실,삼성,,,W 2:1,LG,,,,,,
22045,정규,2007-08-19,,@잠실,삼성,,,L 8:9,LG,,,,,,
22046,정규,2007-09-08,,@잠실,삼성,,,D 2:2,LG,,,,,,
22047,정규,2007-09-09,,@잠실,삼성,,,W 6:5,LG,,,,,,
22048,정규,2008-04-01,,@잠실,삼성,,,W 6:2,LG,,,,,,
22049,정규,2008-04-02,,@잠실,삼성,,,W 5:4,LG,,,,,,
22050,정규,2008-04-03,,@잠실,삼성,,,W 7:2,LG,,,,,,
22051,정규,2008-04-18,,대구,삼성,,,W 7:2,LG,,,,,,
22052,정규,2008-04-19,,대구,삼성,,,L 1:4,LG,,,,,,
22053,정규,2008-04-20,,대구,삼성,,,L 3:7,LG,,,,,,
22054,정규,2008-05-20,,대구,삼성,,,L 0:1,LG,,,,,,
22055,정규,2008-05-21,,대구,삼성,,,W 5:3,LG,,,,,,
22056,정규,2008-05-22,,대구,삼성,,,L 3:6,LG,,,,,,
22057,정규,2008-06-03,,@잠실,삼성,,,L 1:7,LG,,,,,,
22058,정규,2008-06-05,,@잠실,삼성,,,W 4:3,LG,,,,,,
22059,정규,2008-06-24,,대구,삼성,,,W 3:2,LG,,,,,,
22060,정규,2008-06-25,,대구,삼성,,,W 2:1,LG,,,,,,
22061,정규,2008-06-26,,대구,삼성,,,L 1:20,LG,,,,,,
22062,정규,2008-07-11,,@잠실,삼성,,,L 4:6,LG,,,,,,
22063,정규,2008-07-12,,@잠실,삼성,,,L 0:3,LG,,,,,,
22064,정규,2008-07-13,,@잠실,삼성,,,L 0:2,LG,,,,,,
22065,정규,2008-09-21,,@잠실,삼성,,,W 5:3,LG,,,,,,
22066,정규,2009-04-04,,대구,삼성,,,W 6:2,LG,,,,,,
22067,정규,2009-04-05,,대구,삼성,,,W 5:3,LG,,,,,,
22068,정규,2009-04-21,,@잠실,삼성,,,W 5:3,LG,,,,,,
22069,정규,2009-04-22,,@잠실,삼성,,,L 4:6,LG,,,,,,
22070,정규,2009-04-23,,@잠실,삼성,,,W 4:1,LG,,,,,,
22071,정규,2009-05-08,,대구,삼성,,,L 3:11,LG,,,,,,
22072,정규,2009-05-09,,대구,삼성,,,L 1:5,LG,,,,,,
22073,정규,2009-05-10,,대구,삼성,,,W 3:1,LG,,,,,,
22074,정규,2009-06-19,,@잠실,삼성,,,L 4:5,LG,,,,,,
22075,정규,2009-06-21,,@잠실,삼성,,,L 1:8,LG,,,,,,
22076,정규,2009-06-21,,@잠실,삼성,,,L 5:6,LG,,,,,,
22077,정규,2009-07-18,,대구,삼성,,,W 8:3,LG,,,,,,
22078,정규,2009-07-19,,대구,삼성,,,W 10:8,LG,,,,,,
22079,정규,2009-07-28,,@잠실,삼성,,,L 8:9,LG,,,,,,
22080,정규,2009-07-29,,@잠실,삼성,,,L 5:6,LG,,,,,,
22081,정규,2009-07-30,,@잠실,삼성,,,W 8:2,LG,,,,,,
22082,정규,2009-09-09,,대구,삼성,,,W 8:7,LG,,,,,,
22083,정규,2009-09-10,,대구,삼성,,,W 11:3,LG,,,,,,
22084,정규,2009-09-11,,대구,삼성,,,L 2:3,LG,,,,,,
22085,정규,2010-03-27,,대구,삼성,,,L 5:7,LG,,,,,,
22086,정규,2010-03-28,,대구,삼성,,,W 9:4,LG,,,,,,
22087,정규,2010-04-13,,@잠실,삼성,,,W 6:0,LG,,,,,,
22088,정규,2010-04-14,,@잠실,삼성,,,L 4:5,LG,,,,,,
22089,정규,2010-04-15,,@잠실,삼성,,,L 0:4,LG,,,,,,
22090,정규,2010-04-29,,@잠실,삼성,,,W 3:2,LG,,,,,,
22091,정규,2010-05-19,,대구,삼성,,,L 4:10,LG,,,,,,
22092,정규,2010-05-20,,대구,삼성,,,L 3:7,LG,,,,,,
22093,정규,2010-07-17,,대구,삼성,,,W 3:2,LG,,,,,,
22094,정규,2010-07-18,,대구,삼성,,,W 7:0,LG,,,,,,
22095,정규,2010-08-06,,@잠실,삼성,,,L 3:8,LG,,,,,,
22096,정규,2010-08-07,,@잠실,삼성,,,W 4:2,LG,,,,,,
22097,정규,2010-08-08,,@잠실,삼성,,,W 8:3,LG,,,,,,
22098,정규,2010-08-28,,@잠실,삼성,,,W 2:0,LG,,,,,,
22099,정규,2010-09-10,,대구,삼성,,,W 3:2,LG,,,,,,
22100,정규,2010-09-12,,대구,삼성,,,L 4:6,LG,,,,,,
22101,정규,2010-09-21,,대구,삼성,,,W 6:2,LG,,,,,,
22102,정규,2010-09-25,,@잠실,삼성,,,D 5:5,LG,,,,,,
22103,정규,2010-09-26,,@잠실,삼성,,,W 6:1,LG,,,,,,
22104,정규,2011-04-12,,@잠실,삼성,,,W 5:1,LG,,,,,,
22105,정규,2011-04-13,,@잠실,삼성,,,L 3:4,LG,,,,,,
22106,정규,2011-04-14,,@잠실,삼성,,,W 5:1,LG,,,,,,
22107,정규,2011-05-06,,대구,삼성,,,L 5:9,LG,,,,,,
22108,정규,2011-05-07,,대구,삼성,,,W 6:3,LG,,,,,,
22109,정규,2011-05-08,,대구,삼성,,,L 4:8,LG,,,,,,
22110,정규,2011-06-14,,대구,삼성,,,W 7:3,LG,,,,,,
22111,정규,2011-06-15,,대구,삼성,,,W 9:3,LG,,,,,,
22112,정규,2011-06-16,,대구,삼성,,,W 6:4,LG,,,,,,
22113,정규,2011-06-28,,@잠실,삼성,,,W 4:3,LG,,,,,,
22114,정규,2011-07-29,,@잠실,삼성,,,W 4:2,LG,,,,,,
22115,정규,2011-07-30,,@잠실,삼성,,,L 5:10,LG,,,,,,
22116,정규,2011-08-20,,대구,삼성,,,L 3:9,LG,,,,,,
22117,정규,2011-08-21,,대구,삼성,,,L 0:1,LG,,,,,,
22118,정규,2011-09-10,,대구,삼성,,,W 5:4,LG,,,,,,
22119,정규,2011-09-11,,대구,삼성,,,W 9:7,LG,,,,,,
22120,정규,2011-10-04,,@잠실,삼성,,,L 2:7,LG,,,,,,
22121,정규,2011-10-05,,@잠실,삼성,,,D 2:2,LG,,,,,,
22122,정규,2011-10-06,,@잠실,삼성,,,W 8:3,LG,,,,,,
22123,정규,2012-04-07,,대구,삼성,,,L 3:6,LG,,,,,,
22124,정규,2012-04-08,,대구,삼성,,,L 2:3,LG,,,,,,
22125,정규,2012-05-11,,@잠실,삼성,,,W 8:4,LG,,,,,,
22126,정규,2012-05-12,,@잠실,삼성,,,L 1:2,LG,,,,,,
22127,정규,2012-05-13,,@잠실,삼성,,,W 3:2,LG,,,,,,
22128,정규,2012-07-03,,@잠실,삼성,,,W 9:4,LG,,,,,,
22129,정규,2012-07-04,,@잠실,삼성,,,W 4:1,LG,,,,,,
22130,정규,2012-07-10,,대구,삼성,,,W 3:2,LG,,,,,,
22131,정규,2012-07-12,,대구,삼성,,,W 6:5,LG,,,,,,
22132,정규,2012-08-10,,대구,삼성,,,L 0:5,LG,,,,,,
22133,정규,2012-08-11,,대구,삼성,,,W 7:1,LG,,,,,,
22134,정규,2012-08-12,,대구,삼성,,,W 7:6,LG,,,,,,
22135,정규,2012-08-24,,@잠실,삼성,,,W 6:3,LG,,,,,,
22136,정규,2012-08-25,,@잠실,삼성,,,W 6:5,LG,,,,,,
22137,정규,2012-08-26,,@잠실,삼성,,,W 11:2,LG,,,,,,
22138,정규,2012-09-04,,대구,삼성,,,L 3:6,LG,,,,,,
22139,정규,2012-09-05,,대구,삼성,,,W 1:0,LG,,,,,,
22140,정규,2012-10-01,,@잠실,삼성,,,W 9:3,LG,,,,,,
22141,정규,2012-10-02,,@잠실,삼성,,,W 2:0,LG,,,,,,
22142,정규,2013-04-23,,@잠실,삼성,,,우천,LG,,,,,,
22143,정규,2013-04-24,,@잠실,삼성,,,W 3:2,LG,,,,,,
22144,정규,2013-04-25,,@잠실,삼성,,,W 2:1,LG,,,,,,
22145,정규,2013-05-21,,대구,삼성,,,W 8:4,LG,,,,,,
22146,정규,2013-05-22,,대구,삼성,,,L 1:9,LG,,,,,,
22147,정규,2013-05-23,,대구,삼성,,,L 2:3,LG,,,,,,
22148,정규,2013-06-21,,대구,삼성,,,L 4:8,LG,,,,,,
22149,정규,2013-06-22,,대구,삼성,,,W 7:2,LG,,,,,,
22150,정규,2013-06-23,,대구,삼성,,,L 2:8,LG,,,,,,
22151,정규,2013-08-02,,@잠실,삼성,,,L 2:4,LG,,,,,,
22152,정규,2013-08-03,,@잠실,삼성,,,W 3:0,LG,,,,,,
22153,정규,2013-08-04,,@잠실,삼성,,,L 6:9,LG,,,,,,
22154,정규,2013-08-13,,대구,삼성,,,L 9:16,LG,,,,,,
22155,정규,2013-08-14,,대구,삼성,,,W 9:2,LG,,,,,,
22156,정규,2013-09-07,,@잠실,삼성,,,W 7:2,LG,,,,,,
22157,정규,2013-09-08,,@잠실,삼성,,,L 4:5,LG,,,,,,
22158,정규,2013-09-29,,@잠실,삼성,,,L 5:7,LG,,,,,,
22159,정규,2014-04-22,,대구,삼성,장원삼,L,W 8:1,LG,리오단,R,장원삼,리오단,,
22160,정규,2014-04-23,,대구,삼성,백정현,L,W 7:3,LG,임지섭,L,심창민,임지섭,임창용,
22161,정규,2014-04-24,,대구,삼성,배영수,R,W 9:8,LG,티포드,L,임창용,봉중근,,
22162,정규,2014-05-27,,@잠실,삼성,배영수,R,L 4:5,LG,우규민,RU,신재웅,임창용,,
22163,정규,2014-05-28,,@잠실,삼성,마틴,R,W 7:4,LG,리오단,R,박근홍,봉중근,임창용,
22164,정규,2014-05-29,,@잠실,삼성,장원삼,L,W 4:2,LG,류제국,R,장원삼,류제국,임창용,
22165,정규,2014-07-15,,@잠실,삼성,장원삼,L,L 1:7,LG,리오단,R,리오단,장원삼,이동현,"16,526"
22166,정규,2014-07-16,,@잠실,삼성,윤성환,R,L 2:9,LG,류제국,R,류제국,윤성환,,"18,651"
22167,정규,2014-07-29,,대구,삼성,장원삼,L,L 6:7,LG,임정우,R,신재웅,안지만,봉중근,"7,373"
22168,정규,2014-07-30,,대구,삼성,윤성환,R,W 9:8,LG,류제국,R,임창용,봉중근,,"8,078"
22169,정규,2014-07-31,,대구,삼성,배영수,R,W 8:4,LG,티포드,L,배영수,티포드,,"7,811"
22170,정규,2014-08-16,,대구,삼성,장원삼,L,W 10:3,LG,우규민,RU,장원삼,우규민,,
22171,정규,2014-08-17,,대구,삼성,,,우천,LG,,,,,,
22172,정규,2014-08-18,,대구,삼성,,,우천,LG,,,,,,
22173,정규,2014-09-13,,@잠실,삼성,밴덴헐크,R,L 0:1,LG,리오단,R,리오단,밴덴헐크,봉중근,
22174,정규,2014-09-14,,@잠실,삼성,장원삼,L,L 3:12,LG,우규민,RU,우규민,장원삼,,
22175,정규,2014-10-07,,@잠실,삼성,장원삼,L,L 5:9,LG,티포드,L,이동현,차우찬,,
22176,정규,2014-10-15,,대구,삼성,윤성환,R,W 5:3,LG,리오단,R,안지만,유원상,임창용,
22177,정규,2015-04-03,,@잠실,삼성,클로이드,R,W 7:3,LG,소사,R,안지만,정찬헌,,"12,636"
22178,정규,2015-04-04,,@잠실,삼성,피가로,R,L 2:3,LG,임지섭,L,임지섭,피가로,봉중근,"20,404"
22179,정규,2015-04-05,,@잠실,삼성,차우찬,L,L 5:6,LG,루카스,R,정찬헌,임창용,,"17,472"
22180,정규,2015-04-28,,대구,삼성,차우찬,L,L 4:7,LG,임지섭,L,김선규,임창용,이동현,"6,591"
22181,정규,2015-04-29,,대구,삼성,클로이드,R,W 6:2,LG,루카스,R,클로이드,루카스,,"5,158"
22182,정규,2015-04-30,,대구,삼성,피가로,R,W 8:5,LG,임정우,R,피가로,임정우,임창용,"7,437"
22183,정규,2015-05-29,,@잠실,삼성,차우찬,L,W 4:1,LG,류제국,R,차우찬,류제국,임창용,"19,408"
22184,정규,2015-05-30,,@잠실,삼성,클로이드,R,W 4:1,LG,장진용,R,클로이드,임정우,임창용,"18,934"
22185,정규,2015-05-31,,@잠실,삼성,피가로,R,W 9:3,LG,소사,R,피가로,소사,,"22,573"
22186,정규,2015-07-03,,대구,삼성,윤성환,R,W 12:8,LG,류제국,R,김기태,이동현,,"5,725"
22187,정규,2015-07-04,,대구,삼성,차우찬,L,W 10:3,LG,소사,R,차우찬,소사,,"9,474"
22188,정규,2015-07-05,,대구,삼성,장원삼,L,W 12:4,LG,임정우,R,장원삼,임정우,,"7,108"
22189,정규,2015-08-11,,@잠실,삼성,클로이드,R,L 3:7,LG,김광삼,R,유원상,클로이드,이동현,"12,607"
22190,정규,2015-08-12,,@잠실,삼성,장원삼,L,W 4:1,LG,우규민,RU,장원삼,우규민,임창용,"12,137"
22191,정규,2015-08-29,,대구,삼성,클로이드,R,L 4:8,LG,소사,R,소사,클로이드,,"9,863"
22192,정규,2015-08-30,,대구,삼성,장필준,R,W 15:9,LG,김광삼,R,김기태,유원상,,"7,630"
22193,정규,2016-04-26,,라이온즈파크,삼성,웹스터,,L 0:2,LG,우규민,,우규민,웹스터,,"9,395"
22194,정규,2016-04-27,,라이온즈파크,삼성,김건한,,우천,LG,코프랜드,,,,,
22195,정규,2016-04-28,,라이온즈파크,삼성,김건한,,W 9:7,LG,코프랜드,,장필준,유원상,안지만,"11,513"
22196,정규,2016-05-10,,@잠실,삼성,김기태,,W 9:3,LG,우규민,,백정현,우규민,,"10,929"
22197,정규,2016-05-11,,@잠실,삼성,장원삼,,L 2:16,LG,소사,,소사,장원삼,,"14,214"
22198,정규,2016-05-12,,@잠실,삼성,윤성환,,W 7:5,LG,이준형,,윤성환,이준형,심창민,"15,132"
22199,정규,2016-06-07,,@잠실,삼성,차우찬,,W 8:5,LG,코프랜드,,차우찬,임정우,심창민,"10,954"
22200,정규,2016-06-08,,@잠실,삼성,정인욱,,L 6:12,LG,류제국,,류제국,정인욱,,"13,350"
22201,정규,2016-06-09,,@잠실,삼성,장원삼,,L 4:10,LG,소사,,소사,장원삼,,"13,260"
22202,정규,2016-07-05,,라이온즈파크,삼성,윤성환,,W 7:3,LG,우규민,,윤성환,우규민,,"6,690"
22203,정규,2016-07-06,,라이온즈파크,삼성,차우찬,,우천,LG,코프랜드,,,,,
22204,정규,2016-07-07,,라이온즈파크,삼성,차우찬,,W 12:11,LG,코프랜드,,장필준,진해수,심창민,"10,036"
22205,정규,2016-08-13,,라이온즈파크,삼성,정인욱,,W 8:5,LG,허프,,김대우,허프,장필준,"10,069"
22206,정규,2016-08-14,,라이온즈파크,삼성,윤성환,,W 6:2,LG,류제국,,윤성환,류제국,장필준,"10,153"
22207,정규,2016-09-17,,@잠실,삼성,차우찬,,L 2:3,LG,봉중근,,임찬규,장원삼,,"22,719"
22208,정규,2016-09-18,,@잠실,삼성,플란데,,L 0:5,LG,류제국,,류제국,플란데,,"20,240"
22209,정규,2016-10-03,,라이온즈파크,삼성,플란데,,L 3:10,LG,허프,,허프,플란데,,"19,455"
22210,정규,2016-10-04,,라이온즈파크,삼성,백정현,,W 5:4,LG,봉중근,,백정현,윤지웅,심창민,"15,675"
22211,한국시리즈,2002-11-03,,대구,삼성,,,W 4:1,LG,,,,,,
22212,한국시리즈,2002-11-04,,대구,삼성,,,L 1:3,LG,,,,,,
22213,한국시리즈,2002-11-06,,@잠실,삼성,,,W 6:0,LG,,,,,,
22214,한국시리즈,2002-11-07,,@잠실,삼성,,,W 4:3,LG,,,,,,
22215,한국시리즈,2002-11-08,,@잠실,삼성,,,L 7:8,LG,,,,,,
22216,한국시리즈,2002-11-10,,대구,삼성,,,W 10:9,LG,,,,,,
22217,시즌,날짜,시간,구장,팀,팀 선발,T,결과,상대팀,상대선발,T,승리투수,패전투수,세이브,관중
22218,정규,2013-04-05,,대구,삼성,,,W 10:4,NC,,,,,,
22219,정규,2013-04-06,,대구,삼성,,,우천,NC,,,,,,
22220,정규,2013-04-07,,대구,삼성,,,W 4:2,NC,,,,,,
22221,정규,2013-05-17,,@마산,삼성,,,W 2:1,NC,,,,,,
22222,정규,2013-05-18,,@마산,삼성,,,W 7:3,NC,,,,,,
22223,정규,2013-05-19,,@마산,삼성,,,W 7:4,NC,,,,,,
22224,정규,2013-06-14,,@마산,삼성,,,W 14:6,NC,,,,,,
22225,정규,2013-06-15,,@마산,삼성,,,L 3:8,NC,,,,,,
22226,정규,2013-06-16,,@마산,삼성,,,D 7:7,NC,,,,,,
22227,정규,2013-07-23,,대구,삼성,,,W 2:0,NC,,,,,,
22228,정규,2013-07-24,,대구,삼성,,,W 4:3,NC,,,,,,
22229,정규,2013-07-25,,대구,삼성,,,W 6:1,NC,,,,,,
22230,정규,2013-08-15,,@마산,삼성,,,L 2:4,NC,,,,,,
22231,정규,2013-08-16,,@마산,삼성,,,L 1:3,NC,,,,,,
22232,정규,2013-08-27,,대구,삼성,,,W 2:1,NC,,,,,,
22233,정규,2013-08-28,,대구,삼성,,,L 1:9,NC,,,,,,
22234,정규,2013-09-18,,포항,삼성,,,W 8:5,NC,,,,,,
22235,정규,2014-04-18,,@마산,삼성,배영수,R,W 9:3,NC,이재학,RU,배영수,이재학,임창용,
22236,정규,2014-04-19,,@마산,삼성,윤성환,R,L 1:6,NC,이민호,R,이민호,윤성환,,
22237,정규,2014-04-20,,@마산,삼성,마틴,R,W 5:1,NC,웨버,R,마틴,웨버,,
22238,정규,2014-05-03,,대구,삼성,배영수,R,L 1:6,NC,에릭,R,에릭,배영수,,
22239,정규,2014-05-04,,대구,삼성,마틴,R,W 4:3,NC,이민호,R,심창민,손민한,임창용,
22240,정규,2014-05-05,,대구,삼성,장원삼,L,W 3:2,NC,이재학,RU,장원삼,이재학,임창용,
22241,정규,2014-06-20,,@마산,삼성,백정현,L,W 11:4,NC,이성민,R,이수민,이민호,,
22242,정규,2014-06-21,,@마산,삼성,,,우천,NC,,,,,,
22243,정규,2014-06-22,,@마산,삼성,윤성환,R,W 3:0,NC,에릭,R,윤성환,에릭,임창용,
22244,정규,2014-06-23,,@마산,삼성,,,우천,NC,,,,,,
22245,정규,2014-07-25,,포항,삼성,배영수,R,W 10:6,NC,웨버,R,안지만,원종현,,"7,708"
22246,정규,2014-07-26,,포항,삼성,마틴,R,W 5:1,NC,노성호,L,마틴,노성호,임창용,"11,146"
22247,정규,2014-07-27,,포항,삼성,밴덴헐크,R,W 3:1,NC,에릭,R,심창민,에릭,임창용,"10,008"
22248,정규,2014-09-02,,대구,삼성,마틴,R,D 10:10,NC,찰리,R,,,,
22249,정규,2014-09-03,,대구,삼성,,,우천,NC,,,,,,
22250,정규,2014-09-09,,@마산,삼성,장원삼,L,L 3:6,NC,노성호,L,김진성,차우찬,,
22251,정규,2014-09-10,,@마산,삼성,마틴,R,W 4:2,NC,에릭,R,안지만,김진성,임창용,
22252,정규,2014-10-09,,대구,삼성,윤성환,R,L 4:9,NC,박명환,R,이혜천,윤성환,,
22253,정규,2014-10-14,,@마산,삼성,밴덴헐크,R,L 1:2,NC,에릭,R,원종현,차우찬,김진성,
22254,정규,2015-04-21,,@마산,삼성,윤성환,R,W 5:0,NC,찰리,R,윤성환,찰리,,"5,870"
22255,정규,2015-04-22,,@마산,삼성,차우찬,L,W 6:2,NC,노성호,L,차우찬,노성호,,"5,880"
22256,정규,2015-04-23,,@마산,삼성,클로이드,R,W 14:4,NC,손민한,R,클로이드,손민한,,"5,146"
22257,정규,2015-05-15,,대구,삼성,윤성환,R,L 5:7,NC,해커,R,이민호,안지만,임창민,"8,096"
22258,정규,2015-05-16,,대구,삼성,차우찬,L,W 9:8,NC,노성호,L,안지만,최금강,임창용,"10,000"
22259,정규,2015-05-17,,대구시민,삼성,클로이드,,L 0:2,NC,박명환,,박명환,클로이드,임창민,"9,263"
22260,정규,2015-06-05,,@마산,삼성,클로이드,R,W 6:1,NC,박명환,R,클로이드,박명환,,"5,636"
22261,정규,2015-06-06,,@마산,삼성,피가로,R,L 4:5,NC,이민호,R,이민호,피가로,,"11,000"
22262,정규,2015-06-07,,@마산,삼성,장원삼,L,L 1:14,NC,해커,R,해커,장원삼,,"8,591"
22263,정규,2015-07-28,,대구,삼성,피가로,R,W 2:1,NC,해커,R,피가로,해커,임창용,"6,311"
22264,정규,2015-07-29,,대구,삼성,차우찬,L,W 12:7,NC,이승호,L,차우찬,이승호,,"6,731"
22265,정규,2015-07-30,,대구,삼성,클로이드,R,W 10:7,NC,이민호,R,클로이드,이민호,임창용,"7,937"
22266,정규,2015-08-20,,대구,삼성,,,우천,NC,,,,,,
22267,정규,2015-08-21,,대구,삼성,윤성환,R,L 3:6,NC,해커,R,해커,윤성환,임창민,"7,493"
22268,정규,2015-09-01,,@마산,삼성,장원삼,L,W 7:6,NC,스튜어트,R,임창용,박진우,정인욱,"7,057"
22269,정규,2015-09-02,,@마산,삼성,윤성환,R,W 13:0,NC,해커,R,윤성환,해커,,
22270,정규,2015-09-22,,대구,삼성,차우찬,L,W 2:0,NC,이재학,RU,차우찬,이재학,임창용,"10,000"
22271,정규,2016-04-12,,라이온즈파크,삼성,윤성환,,W 16:5,NC,이민호,,윤성환,이민호,,"13,309"
22272,정규,2016-04-13,,라이온즈파크,삼성,차우찬,,L 2:7,NC,해커,,해커,차우찬,,"13,507"
22273,정규,2016-04-14,,라이온즈파크,삼성,웹스터,,W 7:5,NC,스튜어트,,웹스터,김진성,안지만,"10,834"
22274,정규,2016-05-20,,@마산,삼성,정인욱,,W 12:2,NC,배재환,,정인욱,배재환,,"8,319"
