,Season,Date,Time,Stadium,Team1,Team1_Pitcher,T,Result,Team2,Team2_Pitcher,T2,Win_Pit,Lose_Pit,Save,Audience
0,시즌,날짜,시간,구장,팀,팀 선발,T,결과,상대팀,상대선발,T,승리투수,패전투수,세이브,관중
1,정규,2015-04-03,,@수원,KIA,양현종,L,W 5:0,kt,어윈,R,양현종,어윈,,"6,296"
2,정규,2015-04-04,,@수원,KIA,험버,R,W 10:2,kt,시스코,L,험버,시스코,,"17,563"
3,정규,2015-04-05,,@수원,KIA,문경찬,R,W 4:1,kt,옥스프링,R,문경찬,옥스프링,윤석민,"14,028"
4,정규,2015-05-12,,광주,KIA,양현종,L,W 3:2,kt,옥스프링,R,박준표,옥스프링,윤석민,"6,770"
5,정규,2015-05-13,,광주,KIA,스틴슨,R,W 9:8,kt,엄상백,RU,홍건희,장시환,,"8,340"
6,정규,2015-05-14,,광주,KIA,임준혁,R,W 10:2,kt,어윈,R,임준혁,어윈,,"10,521"
7,정규,2015-06-19,,광주,KIA,김진우,R,W 7:3,kt,엄상백,RU,최영필,엄상백,,"6,236"
8,정규,2015-06-20,,광주,KIA,,,우천,kt,,,,,,
9,정규,2015-06-21,,광주,KIA,양현종,L,W 7:0,kt,주권,R,양현종,주권,,"11,933"
10,정규,2015-07-03,,@수원,KIA,스틴슨,R,L 3:10,kt,엄상백,RU,조무근,스틴슨,,"11,207"
11,정규,2015-07-04,,@수원,KIA,양현종,L,L 3:12,kt,주권,R,장시환,양현종,,"20,000"
12,정규,2015-07-05,,@수원,KIA,서재응,R,L 2:9,kt,옥스프링,R,옥스프링,서재응,,"12,819"
13,정규,2015-08-06,,광주,KIA,에반,R,L 2:7,kt,엄상백,RU,고영표,김광수,,"10,125"
14,정규,2015-08-07,,광주,KIA,스틴슨,R,W 6:5,kt,옥스프링,R,최영필,홍성용,,"11,156"
15,정규,2015-08-27,,@수원,KIA,박정수,R,L 3:5,kt,옥스프링,R,옥스프링,박정수,장시환,"10,605"
16,정규,2015-08-28,,@수원,KIA,양현종,L,L 0:10,kt,엄상백,RU,엄상백,김광수,,"11,901"
17,정규,2015-09-17,,광주,KIA,임준혁,R,L 1:3,kt,엄상백,RU,엄상백,임준혁,조무근,"4,162"
18,정규,2016-04-08,,@케이티위즈파크,KIA,양현종,,L 0:4,kt,마리몬,,마리몬,양현종,,"6,856"
19,정규,2016-04-09,,@케이티위즈파크,KIA,헥터,,W 6:3,kt,정대현,,헥터,배우열,최영필,"16,762"
20,정규,2016-04-10,,@케이티위즈파크,KIA,윤석민,,L 6:9,kt,피노,,피노,윤석민,장시환,"16,099"
21,정규,2016-05-10,,챔피언스필드,KIA,지크,,우천,kt,밴와트,,,,,
22,정규,2016-05-11,,챔피언스필드,KIA,지크,,W 8:3,kt,밴와트,,지크,밴와트,,"7,122"
23,정규,2016-05-12,,챔피언스필드,KIA,한기주,,W 10:6,kt,정대현,,박준표,장시환,,"7,353"
24,정규,2016-07-05,,@케이티위즈파크,KIA,양현종,,우천,kt,피노,,,,,
25,정규,2016-07-06,,@케이티위즈파크,KIA,양현종,,W 7:0,kt,주권,,양현종,주권,,"6,128"
26,정규,2016-07-07,,@케이티위즈파크,KIA,헥터,,W 5:2,kt,장시환,,헥터,장시환,임창용,"7,051"
27,정규,2016-07-26,,챔피언스필드,KIA,헥터,,W 13:0,kt,밴와트,,헥터,밴와트,,"5,983"
28,정규,2016-07-27,,챔피언스필드,KIA,지크,,W 8:3,kt,박세진,,최영필,심재민,,"6,456"
29,정규,2016-07-28,,챔피언스필드,KIA,홍건희,,W 9:3,kt,주권,,한기주,주권,,"7,446"
30,정규,2016-08-16,,챔피언스필드,KIA,홍건희,,L 4:7,kt,주권,,고영표,홍건희,,"7,171"
31,정규,2016-08-17,,챔피언스필드,KIA,양현종,,우천,kt,로위,,,,,
32,정규,2016-09-10,,@케이티위즈파크,KIA,양현종,,L 6:9,kt,피어밴드,,김재윤,심동섭,,"20,000"
33,정규,2016-09-11,,@케이티위즈파크,KIA,헥터,,W 4:2,kt,정대현,,헥터,정대현,임창용,"19,510"
34,정규,2016-09-25,,@케이티위즈파크,KIA,지크,,L 7:8,kt,정대현,,정대현,지크,김재윤,"20,000"
35,정규,2016-10-01,,챔피언스필드,KIA,헥터,,우천,kt,주권,,,,,
36,정규,2016-10-02,,챔피언스필드,KIA,헥터,,W 3:1,kt,주권,,헥터,주권,,"12,235"
37,정규,2016-10-03,,챔피언스필드,KIA,양현종,,W 9:6,kt,정대현,,양현종,정대현,임창용,"10,134"
38,시즌,날짜,시간,구장,팀,팀 선발,T,결과,상대팀,상대선발,T,승리투수,패전투수,세이브,관중
39,와일드카드결정전,2016-10-10,,@잠실,KIA,헥터,,W 4:2,LG,허프,,헥터,허프,임창용,"25,000"
40,와일드카드결정전,2016-10-11,,@잠실,KIA,양현종,,L 0:1,LG,류제국,,임정우,임창용,,"25,000"
41,정규,2001-08-10,,@잠실,KIA,,,L 3:6,LG,,,,,,
42,정규,2001-08-11,,@잠실,KIA,,,L 6:18,LG,,,,,,
43,정규,2001-08-12,,@잠실,KIA,,,W 7:0,LG,,,,,,
44,정규,2001-09-01,,광주,KIA,,,W 7:5,LG,,,,,,
45,정규,2001-09-02,,광주,KIA,,,W 5:4,LG,,,,,,
46,정규,2001-09-22,,군산,KIA,,,L 3:5,LG,,,,,,
47,정규,2001-09-23,,군산,KIA,,,L 0:1,LG,,,,,,
48,정규,2002-05-09,,광주,KIA,,,W 5:4,LG,,,,,,
49,정규,2002-05-09,,광주,KIA,,,W 5:4,LG,,,,,,
50,정규,2002-05-17,,@잠실,KIA,,,W 3:2,LG,,,,,,
51,정규,2002-05-18,,@잠실,KIA,,,W 4:3,LG,,,,,,
52,정규,2002-05-19,,@잠실,KIA,,,W 9:2,LG,,,,,,
53,정규,2002-06-05,,광주,KIA,,,W 5:4,LG,,,,,,
54,정규,2002-06-06,,광주,KIA,,,L 3:8,LG,,,,,,
55,정규,2002-06-06,,광주,KIA,,,D 3:3,LG,,,,,,
56,정규,2002-06-21,,@잠실,KIA,,,W 10:4,LG,,,,,,
57,정규,2002-06-23,,@잠실,KIA,,,W 7:3,LG,,,,,,
58,정규,2002-07-26,,@잠실,KIA,,,W 5:2,LG,,,,,,
59,정규,2002-07-27,,@잠실,KIA,,,W 8:5,LG,,,,,,
60,정규,2002-07-28,,@잠실,KIA,,,L 3:4,LG,,,,,,
61,정규,2002-08-09,,광주,KIA,,,L 3:8,LG,,,,,,
62,정규,2002-08-24,,@잠실,KIA,,,W 11:9,LG,,,,,,
63,정규,2002-08-25,,@잠실,KIA,,,L 1:4,LG,,,,,,
64,정규,2002-09-28,,광주,KIA,,,W 4:3,LG,,,,,,
65,정규,2002-10-12,,광주,KIA,,,W 2:1,LG,,,,,,
66,정규,2002-10-13,,광주,KIA,,,L 5:7,LG,,,,,,
67,정규,2003-04-19,,광주,KIA,,,W 6:1,LG,,,,,,
68,정규,2003-04-19,,광주,KIA,,,L 0:1,LG,,,,,,
69,정규,2003-05-16,,@잠실,KIA,,,L 3:7,LG,,,,,,
70,정규,2003-05-17,,@잠실,KIA,,,L 2:3,LG,,,,,,
71,정규,2003-05-18,,@잠실,KIA,,,W 7:0,LG,,,,,,
72,정규,2003-05-31,,광주,KIA,,,L 1:5,LG,,,,,,
73,정규,2003-05-31,,광주,KIA,,,L 0:3,LG,,,,,,
74,정규,2003-06-01,,광주,KIA,,,L 2:3,LG,,,,,,
75,정규,2003-06-13,,@잠실,KIA,,,W 5:1,LG,,,,,,
76,정규,2003-06-14,,@잠실,KIA,,,W 4:0,LG,,,,,,
77,정규,2003-07-11,,@잠실,KIA,,,W 4:3,LG,,,,,,
78,정규,2003-07-13,,@잠실,KIA,,,W 1:0,LG,,,,,,
79,정규,2003-07-13,,@잠실,KIA,,,L 1:7,LG,,,,,,
80,정규,2003-07-29,,광주,KIA,,,L 1:3,LG,,,,,,
81,정규,2003-07-30,,광주,KIA,,,L 2:8,LG,,,,,,
82,정규,2003-07-31,,광주,KIA,,,W 2:1,LG,,,,,,
83,정규,2003-09-16,,광주,KIA,,,W 8:2,LG,,,,,,
84,정규,2003-09-17,,광주,KIA,,,W 6:2,LG,,,,,,
85,정규,2003-09-28,,@잠실,KIA,,,W 11:3,LG,,,,,,
86,정규,2004-04-16,,@잠실,KIA,,,L 3:5,LG,,,,,,
87,정규,2004-04-17,,@잠실,KIA,,,L 1:5,LG,,,,,,
88,정규,2004-04-18,,@잠실,KIA,,,W 8:5,LG,,,,,,
89,정규,2004-04-30,,군산,KIA,,,W 5:1,LG,,,,,,
90,정규,2004-05-01,,군산,KIA,,,L 5:10,LG,,,,,,
91,정규,2004-05-02,,군산,KIA,,,W 6:5,LG,,,,,,
92,정규,2004-06-04,,@잠실,KIA,,,W 5:2,LG,,,,,,
93,정규,2004-06-05,,@잠실,KIA,,,L 1:6,LG,,,,,,
94,정규,2004-06-06,,@잠실,KIA,,,L 1:2,LG,,,,,,
95,정규,2004-06-26,,광주,KIA,,,W 6:4,LG,,,,,,
96,정규,2004-06-26,,광주,KIA,,,W 8:5,LG,,,,,,
97,정규,2004-06-27,,광주,KIA,,,W 13:2,LG,,,,,,
98,정규,2004-07-20,,@잠실,KIA,,,L 4:12,LG,,,,,,
99,정규,2004-07-21,,@잠실,KIA,,,L 2:3,LG,,,,,,
100,정규,2004-08-28,,@잠실,KIA,,,L 3:4,LG,,,,,,
101,정규,2004-08-29,,@잠실,KIA,,,W 3:0,LG,,,,,,
102,정규,2004-09-17,,광주,KIA,,,W 4:1,LG,,,,,,
103,정규,2004-09-18,,광주,KIA,,,W 5:3,LG,,,,,,
104,정규,2004-09-19,,광주,KIA,,,W 9:6,LG,,,,,,
105,정규,2005-04-15,,광주,KIA,,,L 0:2,LG,,,,,,
106,정규,2005-04-16,,광주,KIA,,,L 3:5,LG,,,,,,
107,정규,2005-04-17,,광주,KIA,,,L 5:6,LG,,,,,,
108,정규,2005-05-13,,@잠실,KIA,,,L 2:9,LG,,,,,,
109,정규,2005-05-14,,@잠실,KIA,,,L 2:6,LG,,,,,,
110,정규,2005-05-15,,@잠실,KIA,,,W 9:2,LG,,,,,,
111,정규,2005-05-31,,광주,KIA,,,W 11:9,LG,,,,,,
112,정규,2005-06-02,,광주,KIA,,,W 6:3,LG,,,,,,
113,정규,2005-06-21,,@잠실,KIA,,,W 13:8,LG,,,,,,
114,정규,2005-06-22,,@잠실,KIA,,,W 5:3,LG,,,,,,
115,정규,2005-06-23,,@잠실,KIA,,,L 4:7,LG,,,,,,
116,정규,2005-07-01,,@잠실,KIA,,,L 0:8,LG,,,,,,
117,정규,2005-07-02,,@잠실,KIA,,,L 5:7,LG,,,,,,
118,정규,2005-08-13,,광주,KIA,,,W 10:8,LG,,,,,,
119,정규,2005-08-14,,광주,KIA,,,W 6:4,LG,,,,,,
120,정규,2005-08-15,,광주,KIA,,,W 6:4,LG,,,,,,
121,정규,2005-09-06,,광주,KIA,,,L 6:7,LG,,,,,,
122,정규,2005-09-08,,@잠실,KIA,,,L 0:1,LG,,,,,,
123,정규,2006-04-21,,@잠실,KIA,,,W 4:3,LG,,,,,,
124,정규,2006-04-22,,@잠실,KIA,,,W 4:2,LG,,,,,,
125,정규,2006-05-20,,광주,KIA,,,W 5:1,LG,,,,,,
126,정규,2006-05-21,,광주,KIA,,,W 4:3,LG,,,,,,
127,정규,2006-05-30,,광주,KIA,,,L 1:6,LG,,,,,,
128,정규,2006-05-31,,광주,KIA,,,W 7:6,LG,,,,,,
129,정규,2006-06-01,,광주,KIA,,,L 1:6,LG,,,,,,
130,정규,2006-06-16,,@잠실,KIA,,,W 8:5,LG,,,,,,
131,정규,2006-06-17,,@잠실,KIA,,,W 3:2,LG,,,,,,
132,정규,2006-06-18,,@잠실,KIA,,,L 1:3,LG,,,,,,
133,정규,2006-07-12,,광주,KIA,,,W 12:1,LG,,,,,,
134,정규,2006-07-13,,광주,KIA,,,W 5:2,LG,,,,,,
135,정규,2006-08-22,,@잠실,KIA,,,W 7:1,LG,,,,,,
136,정규,2006-08-23,,@잠실,KIA,,,W 5:2,LG,,,,,,
137,정규,2006-08-24,,@잠실,KIA,,,L 1:5,LG,,,,,,
138,정규,2006-09-13,,광주,KIA,,,L 3:4,LG,,,,,,
139,정규,2006-09-14,,광주,KIA,,,L 1:4,LG,,,,,,
140,정규,2006-09-20,,@잠실,KIA,,,W 7:3,LG,,,,,,
141,정규,2007-04-06,,@잠실,KIA,,,L 0:1,LG,,,,,,
142,정규,2007-04-07,,@잠실,KIA,,,W 9:2,LG,,,,,,
143,정규,2007-04-08,,@잠실,KIA,,,W 5:1,LG,,,,,,
144,정규,2007-05-08,,광주,KIA,,,L 2:6,LG,,,,,,
145,정규,2007-05-10,,광주,KIA,,,L 5:7,LG,,,,,,
146,정규,2007-06-15,,@잠실,KIA,,,L 3:10,LG,,,,,,
147,정규,2007-06-16,,@잠실,KIA,,,L 2:4,LG,,,,,,
148,정규,2007-06-17,,@잠실,KIA,,,L 1:3,LG,,,,,,
149,정규,2007-06-29,,광주,KIA,,,L 3:9,LG,,,,,,
150,정규,2007-06-30,,광주,KIA,,,L 2:5,LG,,,,,,
151,정규,2007-07-13,,@잠실,KIA,,,L 0:5,LG,,,,,,
152,정규,2007-07-14,,@잠실,KIA,,,W 9:3,LG,,,,,,
153,정규,2007-07-15,,@잠실,KIA,,,W 4:2,LG,,,,,,
154,정규,2007-08-10,,광주,KIA,,,L 2:7,LG,,,,,,
155,정규,2007-08-11,,광주,KIA,,,L 7:9,LG,,,,,,
156,정규,2007-09-13,,광주,KIA,,,W 13:3,LG,,,,,,
157,정규,2007-10-03,,광주,KIA,,,L 2:9,LG,,,,,,
158,정규,2007-10-04,,광주,KIA,,,W 5:2,LG,,,,,,
159,정규,2008-04-15,,@잠실,KIA,,,L 9:10,LG,,,,,,
160,정규,2008-04-16,,@잠실,KIA,,,W 1:0,LG,,,,,,
161,정규,2008-04-17,,@잠실,KIA,,,L 3:6,LG,,,,,,
162,정규,2008-05-16,,광주,KIA,,,W 6:4,LG,,,,,,
163,정규,2008-05-17,,광주,KIA,,,L 0:5,LG,,,,,,
164,정규,2008-05-18,,광주,KIA,,,L 2:11,LG,,,,,,
165,정규,2008-05-23,,@잠실,KIA,,,L 2:4,LG,,,,,,
166,정규,2008-05-24,,@잠실,KIA,,,W 15:13,LG,,,,,,
167,정규,2008-05-25,,@잠실,KIA,,,W 13:2,LG,,,,,,
168,정규,2008-06-17,,광주,KIA,,,W 7:1,LG,,,,,,
169,정규,2008-06-19,,광주,KIA,,,W 8:6,LG,,,,,,
170,정규,2008-07-29,,광주,KIA,,,W 5:0,LG,,,,,,
171,정규,2008-07-30,,광주,KIA,,,L 1:5,LG,,,,,,
172,정규,2008-07-31,,광주,KIA,,,W 5:0,LG,,,,,,
173,정규,2008-08-26,,@잠실,KIA,,,L 2:4,LG,,,,,,
174,정규,2008-08-27,,@잠실,KIA,,,L 0:3,LG,,,,,,
175,정규,2008-08-28,,@잠실,KIA,,,W 8:0,LG,,,,,,
176,정규,2008-09-27,,광주,KIA,,,W 1:0,LG,,,,,,
177,정규,2009-04-17,,@잠실,KIA,,,W 14:0,LG,,,,,,
178,정규,2009-04-18,,@잠실,KIA,,,L 2:7,LG,,,,,,
179,정규,2009-04-19,,@잠실,KIA,,,W 9:2,LG,,,,,,
180,정규,2009-05-19,,광주,KIA,,,W 6:0,LG,,,,,,
181,정규,2009-05-20,,광주,KIA,,,W 4:2,LG,,,,,,
182,정규,2009-05-21,,광주,KIA,,,D 13:13,LG,,,,,,
183,정규,2009-05-29,,@잠실,KIA,,,W 12:5,LG,,,,,,
184,정규,2009-05-30,,@잠실,KIA,,,W 5:1,LG,,,,,,
185,정규,2009-05-31,,@잠실,KIA,,,W 7:5,LG,,,,,,
186,정규,2009-07-08,,광주,KIA,,,W 6:3,LG,,,,,,
187,정규,2009-07-21,,광주,KIA,,,L 1:2,LG,,,,,,
188,정규,2009-07-22,,광주,KIA,,,W 2:1,LG,,,,,,
189,정규,2009-07-23,,광주,KIA,,,W 4:0,LG,,,,,,
190,정규,2009-08-04,,@잠실,KIA,,,W 12:2,LG,,,,,,
191,정규,2009-08-05,,@잠실,KIA,,,W 9:7,LG,,,,,,
192,정규,2009-08-06,,@잠실,KIA,,,W 11:6,LG,,,,,,
193,정규,2009-09-18,,광주,KIA,,,W 6:1,LG,,,,,,
194,정규,2009-09-19,,광주,KIA,,,W 9:6,LG,,,,,,
195,정규,2009-09-20,,광주,KIA,,,W 5:4,LG,,,,,,
196,정규,2010-04-16,,광주,KIA,,,L 4:8,LG,,,,,,
197,정규,2010-04-17,,광주,KIA,,,L 4:13,LG,,,,,,
198,정규,2010-05-07,,@잠실,KIA,,,W 4:0,LG,,,,,,
199,정규,2010-05-08,,@잠실,KIA,,,W 6:4,LG,,,,,,
200,정규,2010-05-09,,@잠실,KIA,,,L 3:4,LG,,,,,,
201,정규,2010-05-25,,@잠실,KIA,,,L 4:5,LG,,,,,,
202,정규,2010-05-26,,@잠실,KIA,,,L 4:20,LG,,,,,,
203,정규,2010-05-27,,@잠실,KIA,,,W 15:4,LG,,,,,,
204,정규,2010-06-11,,광주,KIA,,,L 3:6,LG,,,,,,
205,정규,2010-06-12,,광주,KIA,,,L 0:11,LG,,,,,,
206,정규,2010-06-13,,광주,KIA,,,W 9:5,LG,,,,,,
207,정규,2010-07-14,,@잠실,KIA,,,L 1:3,LG,,,,,,
208,정규,2010-07-15,,@잠실,KIA,,,L 5:6,LG,,,,,,
209,정규,2010-08-03,,광주,KIA,,,W 12:3,LG,,,,,,
210,정규,2010-08-04,,광주,KIA,,,L 5:11,LG,,,,,,
211,정규,2010-08-05,,광주,KIA,,,W 11:2,LG,,,,,,
212,정규,2010-08-25,,광주,KIA,,,L 7:8,LG,,,,,,
213,정규,2010-09-18,,@잠실,KIA,,,L 7:8,LG,,,,,,
214,정규,2010-09-19,,@잠실,KIA,,,L 4:5,LG,,,,,,
215,정규,2011-04-22,,@잠실,KIA,,,L 1:2,LG,,,,,,
216,정규,2011-04-23,,@잠실,KIA,,,W 5:2,LG,,,,,,
217,정규,2011-04-24,,@잠실,KIA,,,W 8:2,LG,,,,,,
218,정규,2011-05-17,,광주,KIA,,,W 11:0,LG,,,,,,
219,정규,2011-05-18,,광주,KIA,,,W 7:3,LG,,,,,,
220,정규,2011-05-19,,광주,KIA,,,L 2:10,LG,,,,,,
221,정규,2011-05-31,,@잠실,KIA,,,L 1:4,LG,,,,,,
222,정규,2011-06-01,,@잠실,KIA,,,W 6:1,LG,,,,,,
223,정규,2011-06-02,,@잠실,KIA,,,W 8:0,LG,,,,,,
224,정규,2011-06-10,,군산,KIA,,,L 6:7,LG,,,,,,
225,정규,2011-06-11,,군산,KIA,,,L 8:14,LG,,,,,,
226,정규,2011-06-12,,군산,KIA,,,W 8:1,LG,,,,,,
227,정규,2011-07-08,,@잠실,KIA,,,W 1:0,LG,,,,,,
228,정규,2011-07-09,,@잠실,KIA,,,L 3:4,LG,,,,,,
229,정규,2011-07-10,,@잠실,KIA,,,W 6:2,LG,,,,,,
230,정규,2011-08-09,,광주,KIA,,,W 2:0,LG,,,,,,
231,정규,2011-08-10,,광주,KIA,,,L 4:13,LG,,,,,,
232,정규,2011-08-11,,광주,KIA,,,W 3:2,LG,,,,,,
233,정규,2011-09-18,,광주,KIA,,,W 7:3,LG,,,,,,
234,정규,2012-04-13,,@잠실,KIA,,,W 8:6,LG,,,,,,
235,정규,2012-04-14,,@잠실,KIA,,,W 9:7,LG,,,,,,
236,정규,2012-04-15,,@잠실,KIA,,,L 3:5,LG,,,,,,
237,정규,2012-05-25,,광주,KIA,,,W 5:2,LG,,,,,,
238,정규,2012-05-26,,광주,KIA,,,W 6:5,LG,,,,,,
239,정규,2012-05-27,,광주,KIA,,,W 7:3,LG,,,,,,
240,정규,2012-06-15,,군산,KIA,,,D 3:3,LG,,,,,,
241,정규,2012-06-16,,군산,KIA,,,L 1:5,LG,,,,,,
242,정규,2012-06-17,,군산,KIA,,,W 6:0,LG,,,,,,
243,정규,2012-06-26,,@잠실,KIA,,,W 10:4,LG,,,,,,
244,정규,2012-06-27,,@잠실,KIA,,,W 6:4,LG,,,,,,
245,정규,2012-06-28,,@잠실,KIA,,,W 13:8,LG,,,,,,
246,정규,2012-08-16,,@잠실,KIA,,,L 3:10,LG,,,,,,
247,정규,2012-08-21,,광주,KIA,,,L 2:8,LG,,,,,,
248,정규,2012-08-22,,광주,KIA,,,W 5:4,LG,,,,,,
249,정규,2012-08-23,,광주,KIA,,,W 3:2,LG,,,,,,
250,정규,2012-09-08,,@잠실,KIA,,,L 4:5,LG,,,,,,
251,정규,2012-09-09,,@잠실,KIA,,,L 3:4,LG,,,,,,
252,정규,2012-09-10,,@잠실,KIA,,,L 1:7,LG,,,,,,
253,정규,2013-04-16,,광주,KIA,,,W 5:2,LG,,,,,,
254,정규,2013-04-17,,광주,KIA,,,W 9:4,LG,,,,,,
255,정규,2013-04-18,,광주,KIA,,,L 12:13,LG,,,,,,
256,정규,2013-05-17,,@잠실,KIA,,,W 3:2,LG,,,,,,
257,정규,2013-05-18,,@잠실,KIA,,,W 3:1,LG,,,,,,
258,정규,2013-05-19,,@잠실,KIA,,,L 4:7,LG,,,,,,
259,정규,2013-05-31,,광주,KIA,,,L 2:11,LG,,,,,,
260,정규,2013-06-01,,광주,KIA,,,L 3:7,LG,,,,,,
261,정규,2013-06-02,,광주,KIA,,,L 4:5,LG,,,,,,
262,정규,2013-07-23,,@잠실,KIA,,,L 3:13,LG,,,,,,
263,정규,2013-07-24,,@잠실,KIA,,,W 7:4,LG,,,,,,
264,정규,2013-07-25,,@잠실,KIA,,,L 0:1,LG,,,,,,
265,정규,2013-08-17,,군산,KIA,,,L 3:4,LG,,,,,,
266,정규,2013-08-18,,군산,KIA,,,W 7:4,LG,,,,,,
267,정규,2013-09-12,,@잠실,KIA,,,L 3:11,LG,,,,,,
268,정규,2013-09-13,,@잠실,KIA,,,L 2:7,LG,,,,,,
269,정규,2014-04-25,,@잠실,KIA,양현종,L,L 2:3,LG,류제국,R,이동현,김태영,봉중근,
270,정규,2014-04-26,,@잠실,KIA,홀튼,R,W 5:2,LG,우규민,RU,홀튼,우규민,어센시오,
271,정규,2014-04-27,,@잠실,KIA,임준섭,L,L 1:2,LG,리오단,R,리오단,임준혁,봉중근,
272,정규,2014-05-20,,광주,KIA,김진우,R,W 10:7,LG,티포드,L,김태영,김선규,어센시오,
273,정규,2014-05-21,,광주,KIA,양현종,L,L 0:4,LG,우규민,RU,우규민,양현종,,
274,정규,2014-05-22,,광주,KIA,홀튼,R,L 6:12,LG,리오단,R,리오단,홀튼,,
275,정규,2014-06-06,,@잠실,KIA,김진우,R,W 5:3,LG,티포드,L,김태영,봉중근,어센시오,"26,000"
276,정규,2014-06-07,,@잠실,KIA,양현종,L,W 9:2,LG,우규민,RU,양현종,우규민,,
277,정규,2014-06-08,,@잠실,KIA,홀튼,R,L 3:20,LG,리오단,R,리오단,홀튼,,
278,정규,2014-07-22,,광주,KIA,양현종,L,W 5:3,LG,리오단,R,양현종,리오단,어센시오,"8,794"
279,정규,2014-07-23,,광주,KIA,홀튼,R,L 8:11,LG,티포드,L,티포드,홀튼,봉중근,"7,205"
280,정규,2014-07-24,,광주,KIA,임준섭,L,L 2:6,LG,류제국,R,신재웅,심동섭,봉중근,"5,646"
281,정규,2014-08-21,,@잠실,KIA,,,우천,LG,,,,,,
282,정규,2014-08-22,,@잠실,KIA,토마스,L,L 2:3,LG,리오단,R,이동현,최영필,봉중근,
283,정규,2014-09-09,,광주,KIA,김병현,R,W 10:7,LG,우규민,RU,어센시오,정찬헌,,
284,정규,2014-09-10,,광주,KIA,임준섭,L,L 6:12,LG,류제국,R,류제국,임준섭,,
285,정규,2014-10-09,,@잠실,KIA,토마스,L,L 6:7,LG,리오단,R,이동현,임준혁,,
286,정규,2015-03-28,,광주,KIA,양현종,L,W 3:1,LG,소사,R,임준섭,소사,윤석민,"22,000"
287,정규,2015-03-29,,광주,KIA,험버,R,W 7:6,LG,임지섭,L,최영필,봉중근,,"13,835"
288,정규,2015-04-14,,@잠실,KIA,,,우천,LG,,,,,,
289,정규,2015-04-15,,@잠실,KIA,양현종,L,W 9:4,LG,소사,R,양현종,소사,,"21,750"
290,정규,2015-04-16,,@잠실,KIA,임기준,L,L 5:10,LG,임지섭,L,윤지웅,최영필,,"13,903"
291,정규,2015-06-16,,@잠실,KIA,양현종,L,W 4:3,LG,류제국,R,양현종,류제국,윤석민,"14,827"
292,정규,2015-06-17,,@잠실,KIA,스틴슨,R,L 0:5,LG,소사,R,소사,스틴슨,,"13,363"
293,정규,2015-06-18,,@잠실,KIA,서재응,R,L 3:5,LG,임정우,R,정찬헌,김병현,봉중근,"15,285"
294,정규,2015-07-14,,광주,KIA,임준혁,R,L 2:3,LG,우규민,RU,봉중근,윤석민,,
295,정규,2015-07-15,,광주,KIA,,,우천,LG,,,,,,
296,정규,2015-07-16,,광주,KIA,양현종,L,W 15:1,LG,류제국,R,양현종,류제국,,"7,529"
297,정규,2015-08-15,,@잠실,KIA,양현종,L,W 2:1,LG,류제국,R,양현종,류제국,윤석민,"26,000"
298,정규,2015-08-16,,@잠실,KIA,,,우천,LG,,,,,,
299,정규,2015-08-17,,@잠실,KIA,서재응,R,L 2:3,LG,우규민,RU,우규민,서재응,봉중근,"11,627"
300,정규,2015-09-12,,광주,KIA,유창식,L,W 7:3,LG,루카스,R,한승혁,루카스,심동섭,"12,841"
301,정규,2015-09-13,,광주,KIA,홍건희,R,L 2:5,LG,류제국,R,류제국,홍건희,임정우,"13,259"
302,정규,2015-09-22,,광주,KIA,임준혁,R,L 5:15,LG,우규민,RU,우규민,임준혁,,"4,323"
303,정규,2015-09-23,,광주,KIA,유창식,L,우천,LG,신승현,RU,,,,
304,정규,2015-09-28,,@잠실,KIA,김광수,R,L 4:8,LG,우규민,RU,우규민,김광수,,"23,365"
305,정규,2015-10-06,,광주,KIA,임준혁,R,L 2:4,LG,소사,R,소사,한승혁,임정우,"6,520"
306,정규,2016-04-05,,챔피언스필드,KIA,윤석민,,W 4:1,LG,류제국,,윤석민,류제국,곽정철,"18,980"
307,정규,2016-04-06,,챔피언스필드,KIA,지크,,우천,LG,소사,,,,,
308,정규,2016-04-07,,챔피언스필드,KIA,지크,,L 4:8,LG,소사,,소사,지크,임정우,"5,951"
309,정규,2016-05-31,,@잠실,KIA,양현종,,D 6:6,LG,이준형,,,,,"18,624"
310,정규,2016-06-01,,@잠실,KIA,헥터,,W 5:1,LG,코프랜드,,헥터,코프랜드,,"18,435"
311,정규,2016-06-02,,@잠실,KIA,지크,,L 1:9,LG,류제국,,류제국,지크,,"19,053"
312,정규,2016-06-17,,@잠실,KIA,양현종,,W 6:3,LG,우규민,,양현종,우규민,홍건희,"18,993"
313,정규,2016-06-18,,@잠실,KIA,헥터,,L 1:7,LG,코프랜드,,코프랜드,헥터,,"26,000"
314,정규,2016-06-19,,@잠실,KIA,지크,,W 9:5,LG,소사,,지크,소사,,"20,341"
315,정규,2016-06-28,,챔피언스필드,KIA,최영필,,W 11:2,LG,우규민,,심동섭,우규민,,"5,715"
316,정규,2016-06-29,,챔피언스필드,KIA,양현종,,W 5:4,LG,코프랜드,,홍건희,이동현,,"7,899"
317,정규,2016-06-30,,챔피언스필드,KIA,헥터,,L 9:10,LG,장진용,,김지용,김광수,이동현,"8,340"
318,정규,2016-08-20,,챔피언스필드,KIA,양현종,,W 3:2,LG,류제국,,양현종,김지용,김윤동,"14,610"
319,정규,2016-08-21,,챔피언스필드,KIA,홍건희,,L 8:9,LG,임찬규,,이동현,김광수,임정우,"9,685"
