,index,Season,Date,Time,Stadium,Team1,Team1_Pitcher,T,Result,Team2,Team2_Pitcher,T2,Win_Pit,Lose_Pit,Save,Audience,GameResult,Year,Month,Day,Game_idx,dummy_win,dummy_lose,dummy_draw
0,32305,정규,2001-04-05,,@잠실,KIA,,,L 5:6,두산,,,,,,,L,2001,04,05,1,0,1,0
1,32306,정규,2001-04-06,,@잠실,KIA,,,L 2:8,두산,,,,,,,L,2001,04,06,2,0,1,0
2,33913,정규,2001-04-07,,광주,KIA,,,W 5:4,현대,,,,,,,W,2001,04,07,3,1,0,0
3,33914,정규,2001-04-08,,광주,KIA,,,W 6:4,현대,,,,,,,W,2001,04,08,4,1,0,0
4,32675,정규,2001-04-10,,광주,KIA,,,W 4:3,롯데,,,,,,,W,2001,04,10,5,1,0,0
5,32676,정규,2001-04-11,,광주,KIA,,,L 1:4,롯데,,,,,,,L,2001,04,11,6,0,1,0
6,32677,정규,2001-04-12,,광주,KIA,,,W 7:6,롯데,,,,,,,W,2001,04,12,7,1,0,0
7,33798,정규,2001-04-13,,@청주,KIA,,,L 6:9,한화,,,,,,,L,2001,04,13,8,0,1,0
8,33799,정규,2001-04-14,,@청주,KIA,,,L 3:5,한화,,,,,,,L,2001,04,14,9,0,1,0
9,33800,정규,2001-04-15,,@청주,KIA,,,W 5:0,한화,,,,,,,W,2001,04,15,10,1,0,0
10,32253,정규,2001-04-17,,광주,KIA,,,W 3:1,SK,,,,,,,W,2001,04,17,11,1,0,0
11,32254,정규,2001-04-18,,광주,KIA,,,L 2:11,SK,,,,,,,L,2001,04,18,12,0,1,0
12,32255,정규,2001-04-19,,광주,KIA,,,L 4:6,SK,,,,,,,L,2001,04,19,13,0,1,0
13,31739,정규,2001-04-20,,@잠실,KIA,,,L 4:17,LG,,,,,,,L,2001,04,20,14,0,1,0
14,31740,정규,2001-04-21,,@잠실,KIA,,,W 7:3,LG,,,,,,,W,2001,04,21,15,1,0,0
15,31741,정규,2001-04-22,,@잠실,KIA,,,W 10:6,LG,,,,,,,W,2001,04,22,16,1,0,0
16,824,정규,2001-04-24,,광주,KIA,,,D 10:10,두산,,,,,,,D,2001,04,24,17,0,0,1
17,825,정규,2001-04-25,,광주,KIA,,,L 2:3,두산,,,,,,,L,2001,04,25,18,0,1,0
18,826,정규,2001-04-26,,광주,KIA,,,L 4:5,두산,,,,,,,L,2001,04,26,19,0,1,0
19,32678,정규,2001-04-27,,@마산,KIA,,,W 2:1,롯데,,,,,,,W,2001,04,27,20,1,0,0
20,32679,정규,2001-04-28,,@마산,KIA,,,L 1:5,롯데,,,,,,,L,2001,04,28,21,0,1,0
21,33801,정규,2001-05-01,,광주,KIA,,,L 2:4,한화,,,,,,,L,2001,05,01,22,0,1,0
22,33802,정규,2001-05-02,,광주,KIA,,,W 8:0,한화,,,,,,,W,2001,05,02,23,1,0,0
23,33803,정규,2001-05-03,,광주,KIA,,,L 2:10,한화,,,,,,,L,2001,05,03,24,0,1,0
24,32256,정규,2001-05-04,,@인천,KIA,,,L 2:8,SK,,,,,,,L,2001,05,04,25,0,1,0
25,32257,정규,2001-05-05,,@인천,KIA,,,W 10:7,SK,,,,,,,W,2001,05,05,26,1,0,0
26,32258,정규,2001-05-06,,@인천,KIA,,,W 5:4,SK,,,,,,,W,2001,05,06,27,1,0,0
27,33294,정규,2001-05-08,,광주,KIA,,,W 11:5,삼성,,,,,,,W,2001,05,08,28,1,0,0
28,33295,정규,2001-05-09,,광주,KIA,,,W 8:2,삼성,,,,,,,W,2001,05,09,29,1,0,0
29,33296,정규,2001-05-10,,광주,KIA,,,W 4:0,삼성,,,,,,,W,2001,05,10,30,1,0,0
30,33915,정규,2001-05-11,,@수원,KIA,,,L 1:4,현대,,,,,,,L,2001,05,11,31,0,1,0
31,33916,정규,2001-05-12,,@수원,KIA,,,W 7:4,현대,,,,,,,W,2001,05,12,32,1,0,0
32,33917,정규,2001-05-13,,@수원,KIA,,,L 3:4,현대,,,,,,,L,2001,05,13,33,0,1,0
33,32259,정규,2001-05-15,,광주,KIA,,,L 2:7,SK,,,,,,,L,2001,05,15,34,0,1,0
34,32260,정규,2001-05-16,,광주,KIA,,,W 6:1,SK,,,,,,,W,2001,05,16,35,1,0,0
35,32261,정규,2001-05-17,,광주,KIA,,,W 3:2,SK,,,,,,,W,2001,05,17,36,1,0,0
36,31742,정규,2001-05-18,,광주,KIA,,,L 2:4,LG,,,,,,,L,2001,05,18,37,0,1,0
37,31743,정규,2001-05-19,,광주,KIA,,,W 13:9,LG,,,,,,,W,2001,05,19,38,1,0,0
38,31744,정규,2001-05-20,,광주,KIA,,,W 8:3,LG,,,,,,,W,2001,05,20,39,1,0,0
39,32680,정규,2001-05-22,,@사직,KIA,,,L 2:8,롯데,,,,,,,L,2001,05,22,40,0,1,0
40,32681,정규,2001-05-23,,@사직,KIA,,,W 4:3,롯데,,,,,,,W,2001,05,23,41,1,0,0
41,32682,정규,2001-05-24,,@사직,KIA,,,W 7:6,롯데,,,,,,,W,2001,05,24,42,1,0,0
42,33297,정규,2001-05-25,,@대구,KIA,,,L 6:7,삼성,,,,,,,L,2001,05,25,43,0,1,0
43,33298,정규,2001-05-26,,@대구,KIA,,,L 9:12,삼성,,,,,,,L,2001,05,26,44,0,1,0
44,33299,정규,2001-05-27,,@대구,KIA,,,L 2:3,삼성,,,,,,,L,2001,05,27,45,0,1,0
45,31745,정규,2001-05-29,,광주,KIA,,,L 5:6,LG,,,,,,,L,2001,05,29,46,0,1,0
46,31746,정규,2001-05-31,,광주,KIA,,,L 6:10,LG,,,,,,,L,2001,05,31,47,0,1,0
47,31747,정규,2001-05-31,,광주,KIA,,,D 3:3,LG,,,,,,,D,2001,05,31,48,0,0,1
48,32262,정규,2001-06-01,,@인천,KIA,,,W 4:3,SK,,,,,,,W,2001,06,01,49,1,0,0
49,32263,정규,2001-06-02,,@인천,KIA,,,W 7:6,SK,,,,,,,W,2001,06,02,50,1,0,0
50,32264,정규,2001-06-03,,@인천,KIA,,,L 4:5,SK,,,,,,,L,2001,06,03,51,0,1,0
51,33804,정규,2001-06-05,,광주,KIA,,,W 7:4,한화,,,,,,,W,2001,06,05,52,1,0,0
52,33805,정규,2001-06-06,,광주,KIA,,,L 6:7,한화,,,,,,,L,2001,06,06,53,0,1,0
53,33806,정규,2001-06-07,,광주,KIA,,,W 8:2,한화,,,,,,,W,2001,06,07,54,1,0,0
54,33918,정규,2001-06-08,,@수원,KIA,,,W 5:1,현대,,,,,,,W,2001,06,08,55,1,0,0
55,33919,정규,2001-06-09,,@수원,KIA,,,L 8:10,현대,,,,,,,L,2001,06,09,56,0,1,0
56,33920,정규,2001-06-10,,@수원,KIA,,,L 0:6,현대,,,,,,,L,2001,06,10,57,0,1,0
57,32307,정규,2001-06-12,,@잠실,KIA,,,W 8:4,두산,,,,,,,W,2001,06,12,58,1,0,0
58,32308,정규,2001-06-13,,@잠실,KIA,,,L 10:11,두산,,,,,,,L,2001,06,13,59,0,1,0
59,32309,정규,2001-06-14,,@잠실,KIA,,,W 6:5,두산,,,,,,,W,2001,06,14,60,1,0,0
60,33300,정규,2001-06-15,,광주,KIA,,,L 5:8,삼성,,,,,,,L,2001,06,15,61,0,1,0
61,33301,정규,2001-06-16,,광주,KIA,,,L 0:5,삼성,,,,,,,L,2001,06,16,62,0,1,0
62,33302,정규,2001-06-17,,광주,KIA,,,W 8:5,삼성,,,,,,,W,2001,06,17,63,1,0,0
63,31748,정규,2001-06-19,,@잠실,KIA,,,L 3:9,LG,,,,,,,L,2001,06,19,64,0,1,0
64,31749,정규,2001-06-21,,@잠실,KIA,,,L 1:3,LG,,,,,,,L,2001,06,21,65,0,1,0
65,31750,정규,2001-06-21,,@잠실,KIA,,,L 2:10,LG,,,,,,,L,2001,06,21,66,0,1,0
66,33807,정규,2001-06-22,,@대전,KIA,,,W 5:4,한화,,,,,,,W,2001,06,22,67,1,0,0
67,33808,정규,2001-06-23,,@대전,KIA,,,W 18:10,한화,,,,,,,W,2001,06,23,68,1,0,0
68,33809,정규,2001-06-25,,@대전,KIA,,,L 8:11,한화,,,,,,,L,2001,06,25,69,0,1,0
69,33921,정규,2001-06-27,,광주,KIA,,,D 1:1,현대,,,,,,,D,2001,06,27,70,0,0,1
70,33922,정규,2001-06-27,,광주,KIA,,,W 4:1,현대,,,,,,,W,2001,06,27,71,1,0,0
71,33923,정규,2001-06-28,,광주,KIA,,,L 1:4,현대,,,,,,,L,2001,06,28,72,0,1,0
72,33303,정규,2001-07-03,,@대구,KIA,,,L 3:6,삼성,,,,,,,L,2001,07,03,73,0,1,0
73,33304,정규,2001-07-04,,@대구,KIA,,,W 4:1,삼성,,,,,,,W,2001,07,04,74,1,0,0
74,32683,정규,2001-07-07,,광주,KIA,,,W 9:3,롯데,,,,,,,W,2001,07,07,75,1,0,0
75,32684,정규,2001-07-08,,광주,KIA,,,L 6:13,롯데,,,,,,,L,2001,07,08,76,0,1,0
76,32685,정규,2001-07-08,,광주,KIA,,,L 4:5,롯데,,,,,,,L,2001,07,08,77,0,1,0
77,32310,정규,2001-07-11,,@잠실,KIA,,,D 2:2,두산,,,,,,,D,2001,07,11,78,0,0,1
78,32311,정규,2001-07-11,,@잠실,KIA,,,W 6:1,두산,,,,,,,W,2001,07,11,79,1,0,0
79,32312,정규,2001-07-12,,@잠실,KIA,,,W 3:1,두산,,,,,,,W,2001,07,12,80,1,0,0
80,33810,정규,2001-07-13,,광주,KIA,,,L 2:8,한화,,,,,,,L,2001,07,13,81,0,1,0
81,33924,정규,2001-07-21,,광주,KIA,,,L 2:3,현대,,,,,,,L,2001,07,21,82,0,1,0
82,33925,정규,2001-07-22,,광주,KIA,,,L 1:2,현대,,,,,,,L,2001,07,22,83,0,1,0
83,32686,정규,2001-07-24,,@사직,KIA,,,L 4:7,롯데,,,,,,,L,2001,07,24,84,0,1,0
84,32687,정규,2001-07-25,,@사직,KIA,,,W 2:0,롯데,,,,,,,W,2001,07,25,85,1,0,0
85,32688,정규,2001-07-26,,@사직,KIA,,,D 7:7,롯데,,,,,,,D,2001,07,26,86,0,0,1
86,33305,정규,2001-07-28,,광주,KIA,,,L 7:8,삼성,,,,,,,L,2001,07,28,87,0,1,0
87,33306,정규,2001-07-29,,광주,KIA,,,L 6:8,삼성,,,,,,,L,2001,07,29,88,0,1,0
88,397,정규,2001-08-02,,@인천,KIA,,,L 2:6,SK,,,,,,,L,2001,08,02,89,0,1,0
89,1117,정규,2001-08-04,,@사직,KIA,,,L 0:2,롯데,,,,,,,L,2001,08,04,90,0,1,0
90,1118,정규,2001-08-05,,@사직,KIA,,,W 3:2,롯데,,,,,,,W,2001,08,05,91,1,0,0
91,398,정규,2001-08-07,,광주,KIA,,,W 7:4,SK,,,,,,,W,2001,08,07,92,1,0,0
92,399,정규,2001-08-08,,광주,KIA,,,L 7:8,SK,,,,,,,L,2001,08,08,93,0,1,0
93,400,정규,2001-08-09,,광주,KIA,,,W 3:2,SK,,,,,,,W,2001,08,09,94,1,0,0
94,41,정규,2001-08-10,,@잠실,KIA,,,L 3:6,LG,,,,,,,L,2001,08,10,95,0,1,0
95,42,정규,2001-08-11,,@잠실,KIA,,,L 6:18,LG,,,,,,,L,2001,08,11,96,0,1,0
96,43,정규,2001-08-12,,@잠실,KIA,,,W 7:0,LG,,,,,,,W,2001,08,12,97,1,0,0
97,1684,정규,2001-08-15,,@대전,KIA,,,W 7:6,한화,,,,,,,W,2001,08,15,98,1,0,0
98,1685,정규,2001-08-16,,@대전,KIA,,,W 11:2,한화,,,,,,,W,2001,08,16,99,1,0,0
99,1119,정규,2001-08-17,,광주,KIA,,,L 2:7,롯데,,,,,,,L,2001,08,17,100,0,1,0
100,1120,정규,2001-08-18,,광주,KIA,,,L 11:12,롯데,,,,,,,L,2001,08,18,101,0,1,0
101,1121,정규,2001-08-19,,광주,KIA,,,L 2:9,롯데,,,,,,,L,2001,08,19,102,0,1,0
102,1398,정규,2001-08-21,,광주,KIA,,,L 2:6,삼성,,,,,,,L,2001,08,21,103,0,1,0
103,1399,정규,2001-08-22,,광주,KIA,,,L 3:8,삼성,,,,,,,L,2001,08,22,104,0,1,0
104,1971,정규,2001-08-24,,@수원,KIA,,,W 6:1,현대,,,,,,,W,2001,08,24,105,1,0,0
105,1972,정규,2001-08-25,,@수원,KIA,,,L 8:10,현대,,,,,,,L,2001,08,25,106,0,1,0
106,1973,정규,2001-08-26,,@수원,KIA,,,L 0:4,현대,,,,,,,L,2001,08,26,107,0,1,0
107,827,정규,2001-08-29,,광주,KIA,,,L 2:7,두산,,,,,,,L,2001,08,29,108,0,1,0
108,828,정규,2001-08-30,,광주,KIA,,,W 9:7,두산,,,,,,,W,2001,08,30,109,1,0,0
109,44,정규,2001-09-01,,광주,KIA,,,W 7:5,LG,,,,,,,W,2001,09,01,110,1,0,0
110,45,정규,2001-09-02,,광주,KIA,,,W 5:4,LG,,,,,,,W,2001,09,02,111,1,0,0
111,401,정규,2001-09-04,,@인천,KIA,,,W 5:2,SK,,,,,,,W,2001,09,04,112,1,0,0
112,402,정규,2001-09-05,,@인천,KIA,,,W 7:2,SK,,,,,,,W,2001,09,05,113,1,0,0
113,403,정규,2001-09-06,,@인천,KIA,,,W 5:1,SK,,,,,,,W,2001,09,06,114,1,0,0
114,829,정규,2001-09-07,,광주,KIA,,,L 2:13,두산,,,,,,,L,2001,09,07,115,0,1,0
115,830,정규,2001-09-08,,광주,KIA,,,W 17:9,두산,,,,,,,W,2001,09,08,116,1,0,0
116,831,정규,2001-09-08,,광주,KIA,,,L 9:15,두산,,,,,,,L,2001,09,08,117,0,1,0
117,832,정규,2001-09-09,,광주,KIA,,,W 7:6,두산,,,,,,,W,2001,09,09,118,1,0,0
118,1400,정규,2001-09-11,,@대구,KIA,,,L 1:10,삼성,,,,,,,L,2001,09,11,119,0,1,0
119,1401,정규,2001-09-12,,@대구,KIA,,,L 6:11,삼성,,,,,,,L,2001,09,12,120,0,1,0
120,1402,정규,2001-09-12,,@대구,KIA,,,L 3:4,삼성,,,,,,,L,2001,09,12,121,0,1,0
121,1403,정규,2001-09-13,,@대구,KIA,,,W 9:7,삼성,,,,,,,W,2001,09,13,122,1,0,0
122,1974,정규,2001-09-15,,광주,KIA,,,L 2:9,현대,,,,,,,L,2001,09,15,123,0,1,0
123,1975,정규,2001-09-15,,광주,KIA,,,L 3:6,현대,,,,,,,L,2001,09,15,124,0,1,0
124,1976,정규,2001-09-16,,광주,KIA,,,W 6:2,현대,,,,,,,W,2001,09,16,125,1,0,0
125,1686,정규,2001-09-18,,@대전,KIA,,,W 14:6,한화,,,,,,,W,2001,09,18,126,1,0,0
126,1687,정규,2001-09-19,,@대전,KIA,,,W 11:2,한화,,,,,,,W,2001,09,19,127,1,0,0
127,46,정규,2001-09-22,,군산,KIA,,,L 3:5,LG,,,,,,,L,2001,09,22,128,0,1,0
128,47,정규,2001-09-23,,군산,KIA,,,L 0:1,LG,,,,,,,L,2001,09,23,129,0,1,0
129,833,정규,2001-09-25,,@잠실,KIA,,,W 2:0,두산,,,,,,,W,2001,09,25,130,1,0,0
130,834,정규,2001-10-01,,광주,KIA,,,W 19:5,두산,,,,,,,W,2001,10,01,131,1,0,0
131,1688,정규,2001-10-02,,광주,KIA,,,L 3:8,한화,,,,,,,L,2001,10,02,132,0,1,0
132,1689,정규,2001-10-03,,광주,KIA,,,W 5:4,한화,,,,,,,W,2001,10,03,133,1,0,0
133,835,정규,2002-04-05,,@잠실,KIA,,,W 4:1,두산,,,,,,,W,2002,04,05,1,1,0,0
134,836,정규,2002-04-07,,@잠실,KIA,,,W 4:3,두산,,,,,,,W,2002,04,07,2,1,0,0
135,837,정규,2002-04-07,,@잠실,KIA,,,W 1:0,두산,,,,,,,W,2002,04,07,3,1,0,0
136,1977,정규,2002-04-09,,광주,KIA,,,W 13:9,현대,,,,,,,W,2002,04,09,4,1,0,0
137,1978,정규,2002-04-10,,광주,KIA,,,L 4:10,현대,,,,,,,L,2002,04,10,5,0,1,0
138,1979,정규,2002-04-11,,광주,KIA,,,D 9:9,현대,,,,,,,D,2002,04,11,6,0,0,1
139,404,정규,2002-04-12,,광주,KIA,,,L 2:7,SK,,,,,,,L,2002,04,12,7,0,1,0
140,405,정규,2002-04-13,,광주,KIA,,,W 5:4,SK,,,,,,,W,2002,04,13,8,1,0,0
141,406,정규,2002-04-14,,광주,KIA,,,W 5:0,SK,,,,,,,W,2002,04,14,9,1,0,0
142,1690,정규,2002-04-16,,@대전,KIA,,,W 5:1,한화,,,,,,,W,2002,04,16,10,1,0,0
143,1691,정규,2002-04-17,,@대전,KIA,,,W 7:1,한화,,,,,,,W,2002,04,17,11,1,0,0
144,1692,정규,2002-04-18,,@대전,KIA,,,L 2:5,한화,,,,,,,L,2002,04,18,12,0,1,0
145,1122,정규,2002-04-19,,@사직,KIA,,,W 4:1,롯데,,,,,,,W,2002,04,19,13,1,0,0
146,1123,정규,2002-04-20,,@사직,KIA,,,W 11:10,롯데,,,,,,,W,2002,04,20,14,1,0,0
147,1124,정규,2002-04-21,,@사직,KIA,,,W 7:1,롯데,,,,,,,W,2002,04,21,15,1,0,0
148,838,정규,2002-04-23,,광주,KIA,,,W 6:3,두산,,,,,,,W,2002,04,23,16,1,0,0
149,839,정규,2002-04-24,,광주,KIA,,,D 2:2,두산,,,,,,,D,2002,04,24,17,0,0,1
150,840,정규,2002-04-25,,광주,KIA,,,L 5:6,두산,,,,,,,L,2002,04,25,18,0,1,0
151,1404,정규,2002-04-26,,광주,KIA,,,W 7:6,삼성,,,,,,,W,2002,04,26,19,1,0,0
152,1405,정규,2002-04-27,,광주,KIA,,,L 8:9,삼성,,,,,,,L,2002,04,27,20,0,1,0
153,1406,정규,2002-04-28,,광주,KIA,,,L 0:9,삼성,,,,,,,L,2002,04,28,21,0,1,0
154,1980,정규,2002-05-01,,@수원,KIA,,,L 2:5,현대,,,,,,,L,2002,05,01,22,0,1,0
155,1981,정규,2002-05-02,,@수원,KIA,,,L 6:9,현대,,,,,,,L,2002,05,02,23,0,1,0
156,1982,정규,2002-05-02,,@수원,KIA,,,W 13:4,현대,,,,,,,W,2002,05,02,24,1,0,0
157,1125,정규,2002-05-04,,광주,KIA,,,W 4:3,롯데,,,,,,,W,2002,05,04,25,1,0,0
158,1126,정규,2002-05-04,,광주,KIA,,,W 4:1,롯데,,,,,,,W,2002,05,04,26,1,0,0
159,1127,정규,2002-05-05,,광주,KIA,,,L 11:12,롯데,,,,,,,L,2002,05,05,27,0,1,0
160,48,정규,2002-05-09,,광주,KIA,,,W 5:4,LG,,,,,,,W,2002,05,09,28,1,0,0
161,49,정규,2002-05-09,,광주,KIA,,,W 5:4,LG,,,,,,,W,2002,05,09,29,1,0,0
162,407,정규,2002-05-10,,@문학,KIA,,,L 0:2,SK,,,,,,,L,2002,05,10,30,0,1,0
163,408,정규,2002-05-11,,@문학,KIA,,,L 0:7,SK,,,,,,,L,2002,05,11,31,0,1,0
164,409,정규,2002-05-12,,@문학,KIA,,,L 3:8,SK,,,,,,,L,2002,05,12,32,0,1,0
165,1693,정규,2002-05-14,,광주,KIA,,,W 5:4,한화,,,,,,,W,2002,05,14,33,1,0,0
166,50,정규,2002-05-17,,@잠실,KIA,,,W 3:2,LG,,,,,,,W,2002,05,17,34,1,0,0
167,51,정규,2002-05-18,,@잠실,KIA,,,W 4:3,LG,,,,,,,W,2002,05,18,35,1,0,0
168,52,정규,2002-05-19,,@잠실,KIA,,,W 9:2,LG,,,,,,,W,2002,05,19,36,1,0,0
169,1407,정규,2002-05-21,,광주,KIA,,,L 0:6,삼성,,,,,,,L,2002,05,21,37,0,1,0
170,1408,정규,2002-05-22,,광주,KIA,,,L 5:8,삼성,,,,,,,L,2002,05,22,38,0,1,0
171,1409,정규,2002-05-23,,광주,KIA,,,L 3:6,삼성,,,,,,,L,2002,05,23,39,0,1,0
172,841,정규,2002-05-24,,@잠실,KIA,,,W 3:1,두산,,,,,,,W,2002,05,24,40,1,0,0
173,842,정규,2002-05-25,,@잠실,KIA,,,W 8:3,두산,,,,,,,W,2002,05,25,41,1,0,0
174,843,정규,2002-05-26,,@잠실,KIA,,,W 4:3,두산,,,,,,,W,2002,05,26,42,1,0,0
175,1694,정규,2002-05-28,,@대전,KIA,,,L 1:2,한화,,,,,,,L,2002,05,28,43,0,1,0
176,1695,정규,2002-05-29,,@대전,KIA,,,W 8:0,한화,,,,,,,W,2002,05,29,44,1,0,0
177,1696,정규,2002-05-30,,@대전,KIA,,,L 2:6,한화,,,,,,,L,2002,05,30,45,0,1,0
178,410,정규,2002-06-01,,광주,KIA,,,W 3:2,SK,,,,,,,W,2002,06,01,46,1,0,0
179,411,정규,2002-06-02,,광주,KIA,,,W 7:4,SK,,,,,,,W,2002,06,02,47,1,0,0
180,53,정규,2002-06-05,,광주,KIA,,,W 5:4,LG,,,,,,,W,2002,06,05,48,1,0,0
181,54,정규,2002-06-06,,광주,KIA,,,L 3:8,LG,,,,,,,L,2002,06,06,49,0,1,0
182,55,정규,2002-06-06,,광주,KIA,,,D 3:3,LG,,,,,,,D,2002,06,06,50,0,0,1
183,1410,정규,2002-06-07,,@대구,KIA,,,L 2:5,삼성,,,,,,,L,2002,06,07,51,0,1,0
184,1411,정규,2002-06-08,,@대구,KIA,,,W 9:4,삼성,,,,,,,W,2002,06,08,52,1,0,0
185,1412,정규,2002-06-09,,@대구,KIA,,,W 6:3,삼성,,,,,,,W,2002,06,09,53,1,0,0
186,844,정규,2002-06-11,,광주,KIA,,,W 6:5,두산,,,,,,,W,2002,06,11,54,1,0,0
187,845,정규,2002-06-12,,광주,KIA,,,W 6:5,두산,,,,,,,W,2002,06,12,55,1,0,0
188,846,정규,2002-06-13,,광주,KIA,,,W 10:9,두산,,,,,,,W,2002,06,13,56,1,0,0
189,1983,정규,2002-06-15,,@수원,KIA,,,W 13:1,현대,,,,,,,W,2002,06,15,57,1,0,0
190,1984,정규,2002-06-16,,@수원,KIA,,,L 2:6,현대,,,,,,,L,2002,06,16,58,0,1,0
191,1697,정규,2002-06-19,,광주,KIA,,,W 3:2,한화,,,,,,,W,2002,06,19,59,1,0,0
192,1698,정규,2002-06-20,,광주,KIA,,,W 5:4,한화,,,,,,,W,2002,06,20,60,1,0,0
193,56,정규,2002-06-21,,@잠실,KIA,,,W 10:4,LG,,,,,,,W,2002,06,21,61,1,0,0
194,57,정규,2002-06-23,,@잠실,KIA,,,W 7:3,LG,,,,,,,W,2002,06,23,62,1,0,0
195,1413,정규,2002-06-26,,@대구,KIA,,,W 13:3,삼성,,,,,,,W,2002,06,26,63,1,0,0
196,1414,정규,2002-06-27,,@대구,KIA,,,L 2:3,삼성,,,,,,,L,2002,06,27,64,0,1,0
197,1128,정규,2002-06-28,,광주,KIA,,,W 6:5,롯데,,,,,,,W,2002,06,28,65,1,0,0
198,1129,정규,2002-06-30,,광주,KIA,,,L 2:5,롯데,,,,,,,L,2002,06,30,66,0,1,0
199,1985,정규,2002-07-02,,광주,KIA,,,W 7:6,현대,,,,,,,W,2002,07,02,67,1,0,0
200,1986,정규,2002-07-04,,광주,KIA,,,W 11:10,현대,,,,,,,W,2002,07,04,68,1,0,0
201,1987,정규,2002-07-04,,광주,KIA,,,L 5:8,현대,,,,,,,L,2002,07,04,69,0,1,0
202,1130,정규,2002-07-07,,@사직,KIA,,,W 10:4,롯데,,,,,,,W,2002,07,07,70,1,0,0
203,1131,정규,2002-07-07,,@사직,KIA,,,W 7:2,롯데,,,,,,,W,2002,07,07,71,1,0,0
204,412,정규,2002-07-09,,@문학,KIA,,,W 7:6,SK,,,,,,,W,2002,07,09,72,1,0,0
205,413,정규,2002-07-10,,@문학,KIA,,,L 4:9,SK,,,,,,,L,2002,07,10,73,0,1,0
206,414,정규,2002-07-11,,@문학,KIA,,,W 6:5,SK,,,,,,,W,2002,07,11,74,1,0,0
207,847,정규,2002-07-12,,광주,KIA,,,L 1:5,두산,,,,,,,L,2002,07,12,75,0,1,0
208,1988,정규,2002-07-21,,광주,KIA,,,W 5:0,현대,,,,,,,W,2002,07,21,76,1,0,0
209,1699,정규,2002-07-23,,@대전,KIA,,,L 1:3,한화,,,,,,,L,2002,07,23,77,0,1,0
210,1700,정규,2002-07-24,,@대전,KIA,,,W 9:0,한화,,,,,,,W,2002,07,24,78,1,0,0
211,1701,정규,2002-07-25,,@대전,KIA,,,L 2:5,한화,,,,,,,L,2002,07,25,79,0,1,0
212,58,정규,2002-07-26,,@잠실,KIA,,,W 5:2,LG,,,,,,,W,2002,07,26,80,1,0,0
213,59,정규,2002-07-27,,@잠실,KIA,,,W 8:5,LG,,,,,,,W,2002,07,27,81,1,0,0
214,60,정규,2002-07-28,,@잠실,KIA,,,L 3:4,LG,,,,,,,L,2002,07,28,82,0,1,0
215,1132,정규,2002-07-30,,광주,KIA,,,W 1:0,롯데,,,,,,,W,2002,07,30,83,1,0,0
216,1133,정규,2002-07-31,,광주,KIA,,,L 1:7,롯데,,,,,,,L,2002,07,31,84,0,1,0
217,415,정규,2002-08-01,,광주,KIA,,,L 1:3,SK,,,,,,,L,2002,08,01,85,0,1,0
218,416,정규,2002-08-02,,광주,KIA,,,W 7:2,SK,,,,,,,W,2002,08,02,86,1,0,0
219,1989,정규,2002-08-03,,@수원,KIA,,,L 2:3,현대,,,,,,,L,2002,08,03,87,0,1,0
220,61,정규,2002-08-09,,광주,KIA,,,L 3:8,LG,,,,,,,L,2002,08,09,88,0,1,0
221,848,정규,2002-08-15,,@잠실,KIA,,,L 6:8,두산,,,,,,,L,2002,08,15,89,0,1,0
222,849,정규,2002-08-16,,@잠실,KIA,,,L 2:7,두산,,,,,,,L,2002,08,16,90,0,1,0
223,417,정규,2002-08-17,,광주,KIA,,,W 2:1,SK,,,,,,,W,2002,08,17,91,1,0,0
224,418,정규,2002-08-18,,광주,KIA,,,W 7:5,SK,,,,,,,W,2002,08,18,92,1,0,0
225,1415,정규,2002-08-20,,@대구,KIA,,,W 4:2,삼성,,,,,,,W,2002,08,20,93,1,0,0
226,1416,정규,2002-08-21,,@대구,KIA,,,L 4:7,삼성,,,,,,,L,2002,08,21,94,0,1,0
227,1990,정규,2002-08-23,,@수원,KIA,,,W 9:5,현대,,,,,,,W,2002,08,23,95,1,0,0
228,1991,정규,2002-08-23,,@수원,KIA,,,L 0:2,현대,,,,,,,L,2002,08,23,96,0,1,0
229,62,정규,2002-08-24,,@잠실,KIA,,,W 11:9,LG,,,,,,,W,2002,08,24,97,1,0,0
230,63,정규,2002-08-25,,@잠실,KIA,,,L 1:4,LG,,,,,,,L,2002,08,25,98,0,1,0
231,1702,정규,2002-08-27,,광주,KIA,,,W 3:2,한화,,,,,,,W,2002,08,27,99,1,0,0
232,1703,정규,2002-08-28,,광주,KIA,,,L 2:13,한화,,,,,,,L,2002,08,28,100,0,1,0
233,1704,정규,2002-08-29,,광주,KIA,,,L 1:4,한화,,,,,,,L,2002,08,29,101,0,1,0
234,1417,정규,2002-09-02,,광주,KIA,,,W 6:2,삼성,,,,,,,W,2002,09,02,102,1,0,0
235,1134,정규,2002-09-03,,@사직,KIA,,,W 6:5,롯데,,,,,,,W,2002,09,03,103,1,0,0
236,1135,정규,2002-09-04,,@사직,KIA,,,W 6:0,롯데,,,,,,,W,2002,09,04,104,1,0,0
237,1705,정규,2002-09-05,,광주,KIA,,,L 0:3,한화,,,,,,,L,2002,09,05,105,0,1,0
238,1706,정규,2002-09-06,,광주,KIA,,,L 5:7,한화,,,,,,,L,2002,09,06,106,0,1,0
239,1707,정규,2002-09-06,,광주,KIA,,,D 3:3,한화,,,,,,,D,2002,09,06,107,0,0,1
