,index,Season,Date,Time,Stadium,Team1,Team1_Pitcher,T,Result,Team2,Team2_Pitcher,T2,Win_Pit,Lose_Pit,Save,Audience,GameResult,Year,Month,Day,Game_idx,dummy_win,dummy_lose,dummy_draw
1974,20,정규,2016-04-10,,@케이티위즈파크,KIA,윤석민,,L 6:9,kt,피노,,피노,윤석민,장시환,"16,099",L,2016,04,10,7,0,1,0
1975,664,정규,2016-04-12,,@인천문학,KIA,임준혁,,W 7:6,SK,윤희상,,한기주,박민호,최영필,"10,103",W,2016,04,12,8,1,0,0
1976,665,정규,2016-04-13,,@인천문학,KIA,지크,,L 0:2,SK,김광현,,김광현,지크,박희수,"19,211",L,2016,04,13,9,0,1,0
1977,666,정규,2016-04-14,,@인천문학,KIA,양현종,,L 6:7,SK,켈리,,정영일,최영필,,"6,503",L,2016,04,14,10,0,1,0
1978,805,정규,2016-04-15,,챔피언스필드,KIA,헥터,,W 11:6,넥센,박주현,,심동섭,이보근,한기주,"9,275",W,2016,04,15,11,1,0,0
1979,807,정규,2016-04-17,,챔피언스필드,KIA,윤석민,,L 1:2,넥센,신재영,,신재영,윤석민,김세현,"12,309",L,2016,04,17,12,0,1,0
1980,1664,정규,2016-04-19,,챔피언스필드,KIA,지크,,W 7:2,삼성,윤성환,,지크,윤성환,임기준,"5,348",W,2016,04,19,13,1,0,0
1981,1665,정규,2016-04-20,,챔피언스필드,KIA,양현종,,L 1:2,삼성,웹스터,,안지만,최영필,,"5,311",L,2016,04,20,14,0,1,0
1982,1666,정규,2016-04-21,,챔피언스필드,KIA,헥터,,L 1:8,삼성,김건한,,김건한,헥터,,"5,480",L,2016,04,21,15,0,1,0
1983,1381,정규,2016-04-22,,@부산사직,KIA,임준혁,,L 5:7,롯데,이성민,,이성민,임준혁,손승락,"12,033",L,2016,04,22,16,0,1,0
1984,1382,정규,2016-04-23,,@부산사직,KIA,한기주,,W 16:10,롯데,고원준,,한기주,고원준,김윤동,"21,288",W,2016,04,23,17,1,0,0
1985,1383,정규,2016-04-24,,@부산사직,KIA,지크,,W 11:4,롯데,린드블럼,,지크,린드블럼,,"17,469",W,2016,04,24,18,1,0,0
1986,1949,정규,2016-04-26,,@대전한밭,KIA,양현종,,L 2:4,한화,마에스트리,,마에스트리,양현종,정우람,"6,842",L,2016,04,26,19,0,1,0
1987,1951,정규,2016-04-28,,@대전한밭,KIA,헥터,,L 2:3,한화,송은범,,권혁,한승혁,,"7,681",L,2016,04,28,20,0,1,0
1988,1098,정규,2016-04-29,,챔피언스필드,KIA,한기주,,W 4:1,두산,보우덴,,한기주,보우덴,홍건희,"9,269",W,2016,04,29,21,1,0,0
1989,1099,정규,2016-04-30,,챔피언스필드,KIA,지크,,L 5:7,두산,장원준,,장원준,지크,이현승,"18,253",L,2016,04,30,22,0,1,0
1990,1100,정규,2016-05-01,,챔피언스필드,KIA,양현종,,L 1:4,두산,니퍼트,,니퍼트,양현종,이현승,"13,921",L,2016,05,01,23,0,1,0
1991,1384,정규,2016-05-03,,챔피언스필드,KIA,헥터,,W 3:2,롯데,박세웅,,헥터,박세웅,김광수,"5,079",W,2016,05,03,24,1,0,0
1992,1385,정규,2016-05-04,,챔피언스필드,KIA,임기준,,W 3:2,롯데,송승준,,박준표,윤길현,홍건희,"9,375",W,2016,05,04,25,1,0,0
1993,1386,정규,2016-05-05,,챔피언스필드,KIA,지크,,W 17:1,롯데,이성민,,지크,이성민,배힘찬,"20,500",W,2016,05,05,26,1,0,0
1994,808,정규,2016-05-06,,@고척돔,KIA,한기주,,L 6:15,넥센,피어밴드,,피어밴드,한기주,,"17,000",L,2016,05,06,27,0,1,0
1995,809,정규,2016-05-07,,@고척돔,KIA,양현종,,L 3:4,넥센,박주현,,이보근,양현종,김세현,"17,000",L,2016,05,07,28,0,1,0
1996,810,정규,2016-05-08,,@고척돔,KIA,헥터,,L 6:7,넥센,양훈,,마정길,홍건희,,"15,003",L,2016,05,08,29,0,1,0
1997,22,정규,2016-05-11,,챔피언스필드,KIA,지크,,W 8:3,kt,밴와트,,지크,밴와트,,"7,122",W,2016,05,11,30,1,0,0
1998,23,정규,2016-05-12,,챔피언스필드,KIA,한기주,,W 10:6,kt,정대현,,박준표,장시환,,"7,353",W,2016,05,12,31,1,0,0
1999,1952,정규,2016-05-13,,챔피언스필드,KIA,양현종,,W 4:2,한화,로저스,,양현종,로저스,김광수,"13,484",W,2016,05,13,32,1,0,0
2000,1953,정규,2016-05-14,,챔피언스필드,KIA,헥터,,W 8:0,한화,송은범,,헥터,송은범,,"20,500",W,2016,05,14,33,1,0,0
2001,1954,정규,2016-05-15,,챔피언스필드,KIA,최영필,,W 8:7,한화,심수창,,박준표,심수창,김광수,"15,076",W,2016,05,15,34,1,0,0
2002,1101,정규,2016-05-17,,@잠실,KIA,지크,,L 3:4,두산,보우덴,,보우덴,지크,이현승,"20,515",L,2016,05,17,35,0,1,0
2003,1102,정규,2016-05-18,,@잠실,KIA,정용운,,L 5:15,두산,장원준,,장원준,정용운,,"20,182",L,2016,05,18,36,0,1,0
2004,1103,정규,2016-05-19,,@잠실,KIA,양현종,,L 3:8,두산,진야곱,,홍영현,양현종,,"21,260",L,2016,05,19,37,0,1,0
2005,667,정규,2016-05-20,,챔피언스필드,KIA,헥터,,W 5:4,SK,박종훈,,심동섭,박정배,김광수,"11,034",W,2016,05,20,38,1,0,0
2006,668,정규,2016-05-21,,챔피언스필드,KIA,전상현,,L 7:8,SK,문승원,,문승원,전상현,박희수,"16,326",L,2016,05,21,39,0,1,0
2007,669,정규,2016-05-22,,챔피언스필드,KIA,지크,,W 7:4,SK,세든,,지크,세든,김광수,"12,061",W,2016,05,22,40,1,0,0
2008,1667,정규,2016-05-24,,@라이온즈파크,KIA,정용운,,W 4:2,삼성,윤성환,,심동섭,안지만,김광수,"8,479",W,2016,05,24,41,1,0,0
2009,1668,정규,2016-05-25,,@라이온즈파크,KIA,양현종,,L 3:6,삼성,웹스터,,웹스터,양현종,심창민,"13,932",L,2016,05,25,42,0,1,0
2010,1669,정규,2016-05-26,,@라이온즈파크,KIA,헥터,,W 9:2,삼성,레온,,헥터,레온,,"14,575",W,2016,05,26,43,1,0,0
2011,382,정규,2016-05-27,,챔피언스필드,KIA,한기주,,L 7:13,NC,이민호,,이민호,한기주,,"11,051",L,2016,05,27,44,0,1,0
2012,383,정규,2016-05-28,,챔피언스필드,KIA,지크,,L 5:13,NC,스튜어트,,스튜어트,지크,,"17,068",L,2016,05,28,45,0,1,0
2013,384,정규,2016-05-29,,챔피언스필드,KIA,정용운,,L 8:9,NC,이태양,,최금강,홍건희,임창민,"9,113",L,2016,05,29,46,0,1,0
2014,309,정규,2016-05-31,,@잠실,KIA,양현종,,D 6:6,LG,이준형,,,,,"18,624",D,2016,05,31,47,0,0,1
2015,310,정규,2016-06-01,,@잠실,KIA,헥터,,W 5:1,LG,코프랜드,,헥터,코프랜드,,"18,435",W,2016,06,01,48,1,0,0
2016,311,정규,2016-06-02,,@잠실,KIA,지크,,L 1:9,LG,류제국,,류제국,지크,,"19,053",L,2016,06,02,49,0,1,0
2017,811,정규,2016-06-03,,챔피언스필드,KIA,이준영,,L 1:9,넥센,신재영,,신재영,이준영,,"9,028",L,2016,06,03,50,0,1,0
2018,813,정규,2016-06-05,,챔피언스필드,KIA,양현종,,L 3:4,넥센,피어밴드,,김택형,김광수,김세현,"18,099",L,2016,06,05,51,0,1,0
2019,1955,정규,2016-06-07,,@대전한밭,KIA,헥터,,L 3:5,한화,윤규진,,윤규진,헥터,심수창,"8,472",L,2016,06,07,52,0,1,0
2020,1956,정규,2016-06-08,,@대전한밭,KIA,지크,,L 3:5,한화,장민재,,박정진,김광수,정우람,"10,029",L,2016,06,08,53,0,1,0
2021,1957,정규,2016-06-09,,@대전한밭,KIA,임준혁,,W 12:1,한화,이태양,,임준혁,이태양,,"10,946",W,2016,06,09,54,1,0,0
2022,1670,정규,2016-06-10,,챔피언스필드,KIA,정동현,,W 4:0,삼성,윤성환,,정동현,윤성환,홍건희,"15,099",W,2016,06,10,55,1,0,0
2023,1671,정규,2016-06-11,,챔피언스필드,KIA,양현종,,L 4:5,삼성,김기태,,김기태,양현종,심창민,"13,689",L,2016,06,11,56,0,1,0
2024,1672,정규,2016-06-12,,챔피언스필드,KIA,헥터,,L 7:10,삼성,차우찬,,차우찬,이준영,안지만,"8,214",L,2016,06,12,57,0,1,0
2025,1104,정규,2016-06-14,,챔피언스필드,KIA,지크,,L 6:8,두산,유희관,,진야곱,한기주,정재훈,"5,047",L,2016,06,14,58,0,1,0
2026,1105,정규,2016-06-15,,챔피언스필드,KIA,임준혁,,L 4:7,두산,니퍼트,,니퍼트,임준혁,,"3,695",L,2016,06,15,59,0,1,0
2027,1106,정규,2016-06-16,,챔피언스필드,KIA,정동현,,L 4:13,두산,보우덴,,보우덴,정동현,,"6,432",L,2016,06,16,60,0,1,0
2028,312,정규,2016-06-17,,@잠실,KIA,양현종,,W 6:3,LG,우규민,,양현종,우규민,홍건희,"18,993",W,2016,06,17,61,1,0,0
2029,313,정규,2016-06-18,,@잠실,KIA,헥터,,L 1:7,LG,코프랜드,,코프랜드,헥터,,"26,000",L,2016,06,18,62,0,1,0
2030,314,정규,2016-06-19,,@잠실,KIA,지크,,W 9:5,LG,소사,,지크,소사,,"20,341",W,2016,06,19,63,1,0,0
2031,1387,정규,2016-06-21,,챔피언스필드,KIA,임준혁,,W 9:6,롯데,박진형,,최영필,박시영,김광수,"7,570",W,2016,06,21,64,1,0,0
2032,1388,정규,2016-06-22,,챔피언스필드,KIA,정동현,,L 5:18,롯데,노경은,,노경은,정동현,,"3,277",L,2016,06,22,65,0,1,0
2033,1389,정규,2016-06-23,,챔피언스필드,KIA,양현종,,W 6:2,롯데,린드블럼,,양현종,린드블럼,,"7,372",W,2016,06,23,66,1,0,0
2034,385,정규,2016-06-24,,@마산,KIA,헥터,,W 6:2,NC,이태양,,헥터,김진성,,"6,011",W,2016,06,24,67,1,0,0
2035,386,정규,2016-06-25,,@마산,KIA,지크,,W 9:0,NC,이재학,,지크,이재학,,"11,000",W,2016,06,25,68,1,0,0
2036,387,정규,2016-06-26,,@마산,KIA,임준혁,,W 15:4,NC,정수민,,심동섭,정수민,,"10,226",W,2016,06,26,69,1,0,0
2037,315,정규,2016-06-28,,챔피언스필드,KIA,최영필,,W 11:2,LG,우규민,,심동섭,우규민,,"5,715",W,2016,06,28,70,1,0,0
2038,316,정규,2016-06-29,,챔피언스필드,KIA,양현종,,W 5:4,LG,코프랜드,,홍건희,이동현,,"7,899",W,2016,06,29,71,1,0,0
2039,317,정규,2016-06-30,,챔피언스필드,KIA,헥터,,L 9:10,LG,장진용,,김지용,김광수,이동현,"8,340",L,2016,06,30,72,0,1,0
2040,814,정규,2016-07-01,,@고척돔,KIA,지크,,L 7:10,넥센,최원태,,최원태,지크,김세현,"14,110",L,2016,07,01,73,0,1,0
2041,815,정규,2016-07-02,,@고척돔,KIA,홍건희,,L 5:8,넥센,맥그레거,,맥그레거,심동섭,김세현,"17,000",L,2016,07,02,74,0,1,0
2042,816,정규,2016-07-03,,@고척돔,KIA,임기준,,L 6:7,넥센,신재영,,마정길,임창용,,"15,520",L,2016,07,03,75,0,1,0
2043,25,정규,2016-07-06,,@케이티위즈파크,KIA,양현종,,W 7:0,kt,주권,,양현종,주권,,"6,128",W,2016,07,06,76,1,0,0
2044,26,정규,2016-07-07,,@케이티위즈파크,KIA,헥터,,W 5:2,kt,장시환,,헥터,장시환,임창용,"7,051",W,2016,07,07,77,1,0,0
2045,1107,정규,2016-07-08,,@잠실,KIA,지크,,W 12:6,두산,보우덴,,지크,보우덴,,"19,095",W,2016,07,08,78,1,0,0
2046,1108,정규,2016-07-09,,@잠실,KIA,임기준,,L 6:7,두산,장원준,,진야곱,임창용,,"26,000",L,2016,07,09,79,0,1,0
2047,1109,정규,2016-07-10,,@잠실,KIA,홍건희,,W 13:3,두산,허준혁,,홍건희,허준혁,,"20,316",W,2016,07,10,80,1,0,0
2048,670,정규,2016-07-12,,챔피언스필드,KIA,양현종,,L 3:7,SK,윤희상,,박희수,곽정철,,"5,196",L,2016,07,12,81,0,1,0
2049,671,정규,2016-07-13,,챔피언스필드,KIA,헥터,,W 4:3,SK,켈리,,임창용,박희수,,"8,431",W,2016,07,13,82,1,0,0
2050,672,정규,2016-07-14,,챔피언스필드,KIA,지크,,L 4:11,SK,문승원,,라라,지크,,"10,043",L,2016,07,14,83,0,1,0
2051,1390,정규,2016-07-19,,@부산사직,KIA,양현종,,W 6:1,롯데,노경은,,양현종,노경은,,"11,025",W,2016,07,19,84,1,0,0
2052,1391,정규,2016-07-20,,@부산사직,KIA,헥터,,L 6:9,롯데,레일리,,윤길현,김광수,,"8,882",L,2016,07,20,85,0,1,0
2053,1392,정규,2016-07-21,,@부산사직,KIA,지크,,L 1:10,롯데,박세웅,,박세웅,지크,,"12,809",L,2016,07,21,86,0,1,0
2054,388,정규,2016-07-22,,챔피언스필드,KIA,홍건희,,W 9:4,NC,정수민,,홍건희,정수민,,"8,334",W,2016,07,22,87,1,0,0
2055,389,정규,2016-07-23,,챔피언스필드,KIA,임기준,,L 0:5,NC,스튜어트,,스튜어트,임기준,,"14,225",L,2016,07,23,88,0,1,0
2056,390,정규,2016-07-24,,챔피언스필드,KIA,양현종,,L 2:8,NC,이재학,,원종현,양현종,임창민,"9,458",L,2016,07,24,89,0,1,0
2057,27,정규,2016-07-26,,챔피언스필드,KIA,헥터,,W 13:0,kt,밴와트,,헥터,밴와트,,"5,983",W,2016,07,26,90,1,0,0
2058,28,정규,2016-07-27,,챔피언스필드,KIA,지크,,W 8:3,kt,박세진,,최영필,심재민,,"6,456",W,2016,07,27,91,1,0,0
2059,29,정규,2016-07-28,,챔피언스필드,KIA,홍건희,,W 9:3,kt,주권,,한기주,주권,,"7,446",W,2016,07,28,92,1,0,0
2060,673,정규,2016-07-29,,@인천문학,KIA,임기준,,W 14:8,SK,김주한,,최영필,문승원,임창용,"14,071",W,2016,07,29,93,1,0,0
2061,674,정규,2016-07-30,,@인천문학,KIA,양현종,,W 2:1,SK,윤희상,,양현종,윤희상,,"26,000",W,2016,07,30,94,1,0,0
2062,675,정규,2016-07-31,,@인천문학,KIA,헥터,,W 6:5,SK,켈리,,헥터,채병용,,"21,592",W,2016,07,31,95,1,0,0
2063,1958,정규,2016-08-02,,챔피언스필드,KIA,지크,,W 10:9,한화,윤규진,,김광수,카스티요,,"18,941",W,2016,08,02,96,1,0,0
2064,1959,정규,2016-08-03,,챔피언스필드,KIA,김윤동,,L 1:8,한화,이태양,,이태양,김윤동,,"14,908",L,2016,08,03,97,0,1,0
2065,1960,정규,2016-08-04,,챔피언스필드,KIA,최영필,,W 7:5,한화,심수창,,김광수,송창식,임창용,"13,990",W,2016,08,04,98,1,0,0
2066,1673,정규,2016-08-05,,@라이온즈파크,KIA,양현종,,L 5:8,삼성,플란데,,플란데,양현종,심창민,"10,959",L,2016,08,05,99,0,1,0
2067,1674,정규,2016-08-06,,@라이온즈파크,KIA,헥터,,W 13:6,삼성,김기태,,헥터,김기태,,"12,974",W,2016,08,06,100,1,0,0
2068,1675,정규,2016-08-07,,@라이온즈파크,KIA,지크,,L 7:11,삼성,정인욱,,김대우,지크,,"7,747",L,2016,08,07,101,0,1,0
2069,1110,정규,2016-08-09,,@잠실,KIA,임기준,,L 4:11,두산,니퍼트,,니퍼트,임기준,,"16,263",L,2016,08,09,102,0,1,0
2070,1111,정규,2016-08-10,,@잠실,KIA,홍건희,,W 12:4,두산,안규영,,홍건희,안규영,,"15,254",W,2016,08,10,103,1,0,0
2071,817,정규,2016-08-11,,@고척돔,KIA,양현종,,L 7:8,넥센,맥그레거,,오주원,임창용,,"15,286",L,2016,08,11,104,0,1,0
2072,818,정규,2016-08-12,,@고척돔,KIA,박준표,,W 8:2,넥센,김정훈,,최영필,김정훈,,"14,524",W,2016,08,12,105,1,0,0
2073,1961,정규,2016-08-13,,챔피언스필드,KIA,헥터,,W 6:4,한화,심수창,,박준표,박정진,임창용,"18,577",W,2016,08,13,106,1,0,0
2074,1962,정규,2016-08-14,,챔피언스필드,KIA,지크,,L 2:3,한화,이태양,,송창식,최영필,정우람,"18,467",L,2016,08,14,107,0,1,0
2075,30,정규,2016-08-16,,챔피언스필드,KIA,홍건희,,L 4:7,kt,주권,,고영표,홍건희,,"7,171",L,2016,08,16,108,0,1,0
2076,1393,정규,2016-08-18,,@부산사직,KIA,고효준,,L 3:4,롯데,노경은,,이정민,김윤동,,"13,768",L,2016,08,18,109,0,1,0
2077,1394,정규,2016-08-19,,@부산사직,KIA,헥터,,W 10:9,롯데,레일리,,한승혁,윤길현,임창용,"15,520",W,2016,08,19,110,1,0,0
2078,318,정규,2016-08-20,,챔피언스필드,KIA,양현종,,W 3:2,LG,류제국,,양현종,김지용,김윤동,"14,610",W,2016,08,20,111,1,0,0
2079,319,정규,2016-08-21,,챔피언스필드,KIA,홍건희,,L 8:9,LG,임찬규,,이동현,김광수,임정우,"9,685",L,2016,08,21,112,0,1,0
2080,391,정규,2016-08-23,,@마산,KIA,김윤동,,L 1:12,NC,구창모,,구창모,김윤동,,"7,124",L,2016,08,23,113,0,1,0
2081,392,정규,2016-08-24,,@마산,KIA,고효준,,W 6:3,NC,이재학,,한승혁,원종현,임창용,"5,683",W,2016,08,24,114,1,0,0
2082,1676,정규,2016-08-25,,챔피언스필드,KIA,헥터,,W 6:4,삼성,최충연,,헥터,최충연,임창용,"7,672",W,2016,08,25,115,1,0,0
2083,1112,정규,2016-08-27,,챔피언스필드,KIA,양현종,,W 5:3,두산,허준혁,,양현종,허준혁,임창용,"16,604",W,2016,08,27,116,1,0,0
2084,1113,정규,2016-08-28,,챔피언스필드,KIA,김윤동,,L 0:9,두산,장원준,,장원준,김광수,,"9,591",L,2016,08,28,117,0,1,0
2085,676,정규,2016-08-30,,챔피언스필드,KIA,고효준,,L 3:9,SK,김광현,,김광현,고효준,,"5,156",L,2016,08,30,118,0,1,0
2086,677,정규,2016-08-31,,챔피언스필드,KIA,헥터,,W 7:5,SK,켈리,,헥터,켈리,윤석민,"5,945",W,2016,08,31,119,1,0,0
2087,1678,정규,2016-09-01,,@라이온즈파크,KIA,지크,,W 16:8,삼성,정인욱,,지크,정인욱,,"6,614",W,2016,09,01,120,1,0,0
2088,1395,정규,2016-09-03,,챔피언스필드,KIA,양현종,,L 1:2,롯데,린드블럼,,린드블럼,양현종,손승락,"17,188",L,2016,09,03,121,0,1,0
2089,1396,정규,2016-09-04,,챔피언스필드,KIA,김윤동,,W 4:3,롯데,박세웅,,김진우,박세웅,임창용,"14,066",W,2016,09,04,122,1,0,0
2090,678,정규,2016-09-06,,@인천문학,KIA,헥터,,L 0:2,SK,켈리,,켈리,헥터,박희수,"14,723",L,2016,09,06,123,0,1,0
2091,679,정규,2016-09-07,,@인천문학,KIA,지크,,L 3:11,SK,라라,,라라,지크,,"13,536",L,2016,09,07,124,0,1,0
2092,393,정규,2016-09-08,,챔피언스필드,KIA,고효준,,W 7:4,NC,구창모,,임창용,강장산,한승혁,"9,027",W,2016,09,08,125,1,0,0
2093,394,정규,2016-09-09,,챔피언스필드,KIA,홍건희,,L 7:8,NC,이재학,,이재학,김진우,임창민,"11,928",L,2016,09,09,126,0,1,0
2094,32,정규,2016-09-10,,@케이티위즈파크,KIA,양현종,,L 6:9,kt,피어밴드,,김재윤,심동섭,,"20,000",L,2016,09,10,127,0,1,0
2095,33,정규,2016-09-11,,@케이티위즈파크,KIA,헥터,,W 4:2,kt,정대현,,헥터,정대현,임창용,"19,510",W,2016,09,11,128,1,0,0
2096,819,정규,2016-09-13,,챔피언스필드,KIA,지크,,W 3:2,넥센,신재영,,임창용,김상수,,"10,473",W,2016,09,13,129,1,0,0
2097,820,정규,2016-09-14,,챔피언스필드,KIA,홍건희,,L 3:7,넥센,밴헤켄,,밴헤켄,홍건희,,"15,229",L,2016,09,14,130,0,1,0
2098,320,정규,2016-09-15,,@잠실,KIA,양현종,,L 3:5,LG,허프,,허프,양현종,임정우,"26,000",L,2016,09,15,131,0,1,0
2099,321,정규,2016-09-16,,@잠실,KIA,헥터,,L 1:3,LG,우규민,,우규민,헥터,임정우,"26,000",L,2016,09,16,132,0,1,0
2100,1964,정규,2016-09-18,,@대전한밭,KIA,고효준,,W 3:1,한화,이태양,,한승혁,윤규진,임창용,"13,000",W,2016,09,18,133,1,0,0
2101,1965,정규,2016-09-19,,@대전한밭,KIA,지크,,W 4:2,한화,장민재,,지크,장민재,임창용,"5,804",W,2016,09,19,134,1,0,0
2102,821,정규,2016-09-20,,챔피언스필드,KIA,김윤동,,W 4:3,넥센,밴헤켄,,김진우,밴헤켄,임창용,"4,593",W,2016,09,20,135,1,0,0
2103,822,정규,2016-09-21,,챔피언스필드,KIA,양현종,,W 5:2,넥센,신재영,,양현종,신재영,심동섭,"6,498",W,2016,09,21,136,1,0,0
2104,395,정규,2016-09-23,,@마산,KIA,헥터,,L 7:11,NC,해커,,배재환,한승혁,,"6,563",L,2016,09,23,137,0,1,0
2105,34,정규,2016-09-25,,@케이티위즈파크,KIA,지크,,L 7:8,kt,정대현,,정대현,지크,김재윤,"20,000",L,2016,09,25,138,0,1,0
2106,322,정규,2016-09-27,,챔피언스필드,KIA,양현종,,L 1:6,LG,허프,,허프,양현종,,"14,505",L,2016,09,27,139,0,1,0
2107,36,정규,2016-10-02,,챔피언스필드,KIA,헥터,,W 3:1,kt,주권,,헥터,주권,,"12,235",W,2016,10,02,140,1,0,0
2108,37,정규,2016-10-03,,챔피언스필드,KIA,양현종,,W 9:6,kt,정대현,,양현종,정대현,임창용,"10,134",W,2016,10,03,141,1,0,0
2109,1681,정규,2016-10-05,,@라이온즈파크,KIA,지크,,W 4:2,삼성,차우찬,,윤석민,권오준,임창용,"6,077",W,2016,10,05,142,1,0,0
2110,1682,정규,2016-10-06,,챔피언스필드,KIA,고효준,,L 3:4,삼성,정인욱,,정인욱,고효준,심창민,"12,059",L,2016,10,06,143,0,1,0
2111,1966,정규,2016-10-08,,@대전한밭,KIA,박준표,,L 5:6,한화,장민재,,정우람,전상현,,"13,000",L,2016,10,08,144,0,1,0
2112,2860,정규,1990-04-08,,@잠실,LG,,,L 2:7,OB,,,,,,,L,1990,04,08,1,0,1,0
2113,2861,정규,1990-04-09,,@잠실,LG,,,L 4:5,OB,,,,,,,L,1990,04,09,2,0,1,0
2114,5087,정규,1990-04-10,,잠실,LG,,,W 6:5,태평양,,,,,,,W,1990,04,10,3,1,0,0
2115,5088,정규,1990-04-11,,잠실,LG,,,W 5:1,태평양,,,,,,,W,1990,04,11,4,1,0,0
2116,3828,정규,1990-04-14,,@사직,LG,,,W 4:2,롯데,,,,,,,W,1990,04,14,5,1,0,0
2117,3829,정규,1990-04-15,,@사직,LG,,,W 9:3,롯데,,,,,,,W,1990,04,15,6,1,0,0
2118,2862,정규,1990-04-17,,잠실,LG,,,W 8:5,OB,,,,,,,W,1990,04,17,7,1,0,0
2119,2863,정규,1990-04-18,,잠실,LG,,,L 2:4,OB,,,,,,,L,1990,04,18,8,0,1,0
2120,4322,정규,1990-04-21,,잠실,LG,,,W 2:0,빙그레,,,,,,,W,1990,04,21,9,1,0,0
2121,4323,정규,1990-04-22,,잠실,LG,,,L 1:11,빙그레,,,,,,,L,1990,04,22,10,0,1,0
2122,5089,정규,1990-04-24,,@인천,LG,,,L 0:3,태평양,,,,,,,L,1990,04,24,11,0,1,0
2123,5090,정규,1990-04-25,,@인천,LG,,,L 3:8,태평양,,,,,,,L,1990,04,25,12,0,1,0
2124,5630,정규,1990-04-28,,잠실,LG,,,L 3:4,해태,,,,,,,L,1990,04,28,13,0,1,0
2125,5631,정규,1990-04-29,,잠실,LG,,,L 3:4,해태,,,,,,,L,1990,04,29,14,0,1,0
2126,3830,정규,1990-05-05,,잠실,LG,,,L 6:9,롯데,,,,,,,L,1990,05,05,15,0,1,0
2127,3831,정규,1990-05-06,,잠실,LG,,,W 2:1,롯데,,,,,,,W,1990,05,06,16,1,0,0
2128,2864,정규,1990-05-08,,@잠실,LG,,,W 7:0,OB,,,,,,,W,1990,05,08,17,1,0,0
2129,2865,정규,1990-05-09,,@잠실,LG,,,L 4:5,OB,,,,,,,L,1990,05,09,18,0,1,0
2130,4324,정규,1990-05-10,,@대전,LG,,,L 4:7,빙그레,,,,,,,L,1990,05,10,19,0,1,0
2131,4325,정규,1990-05-10,,@대전,LG,,,L 2:4,빙그레,,,,,,,L,1990,05,10,20,0,1,0
2132,4326,정규,1990-05-11,,@대전,LG,,,L 2:4,빙그레,,,,,,,L,1990,05,11,21,0,1,0
2133,5632,정규,1990-05-12,,잠실,LG,,,L 0:2,해태,,,,,,,L,1990,05,12,22,0,1,0
2134,5633,정규,1990-05-14,,잠실,LG,,,L 3:5,해태,,,,,,,L,1990,05,14,23,0,1,0
2135,4415,정규,1990-05-19,,@대구,LG,,,L 7:12,삼성,,,,,,,L,1990,05,19,24,0,1,0
2136,4416,정규,1990-05-19,,@대구,LG,,,W 12:5,삼성,,,,,,,W,1990,05,19,25,1,0,0
2137,4417,정규,1990-05-20,,@대구,LG,,,W 10:0,삼성,,,,,,,W,1990,05,20,26,1,0,0
2138,3832,정규,1990-05-22,,잠실,LG,,,L 5:8,롯데,,,,,,,L,1990,05,22,27,0,1,0
2139,3833,정규,1990-05-23,,잠실,LG,,,W 8:1,롯데,,,,,,,W,1990,05,23,28,1,0,0
2140,4418,정규,1990-05-24,,잠실,LG,,,W 4:3,삼성,,,,,,,W,1990,05,24,29,1,0,0
2141,4419,정규,1990-05-25,,잠실,LG,,,L 3:4,삼성,,,,,,,L,1990,05,25,30,0,1,0
2142,5091,정규,1990-05-29,,@인천,LG,,,L 3:11,태평양,,,,,,,L,1990,05,29,31,0,1,0
2143,5092,정규,1990-05-30,,@인천,LG,,,L 8:11,태평양,,,,,,,L,1990,05,30,32,0,1,0
2144,4327,정규,1990-06-01,,잠실,LG,,,W 3:2,빙그레,,,,,,,W,1990,06,01,33,1,0,0
2145,4328,정규,1990-06-01,,잠실,LG,,,L 2:9,빙그레,,,,,,,L,1990,06,01,34,0,1,0
2146,5093,정규,1990-06-02,,잠실,LG,,,W 1:0,태평양,,,,,,,W,1990,06,02,35,1,0,0
2147,5094,정규,1990-06-03,,잠실,LG,,,L 0:5,태평양,,,,,,,L,1990,06,03,36,0,1,0
2148,5634,정규,1990-06-05,,@광주,LG,,,W 12:9,해태,,,,,,,W,1990,06,05,37,1,0,0
2149,5635,정규,1990-06-05,,@광주,LG,,,W 9:4,해태,,,,,,,W,1990,06,05,38,1,0,0
2150,5636,정규,1990-06-06,,@광주,LG,,,W 8:2,해태,,,,,,,W,1990,06,06,39,1,0,0
2151,3834,정규,1990-06-07,,@마산,LG,,,W 2:1,롯데,,,,,,,W,1990,06,07,40,1,0,0
2152,4420,정규,1990-06-10,,잠실,LG,,,W 4:3,삼성,,,,,,,W,1990,06,10,41,1,0,0
2153,4421,정규,1990-06-11,,잠실,LG,,,W 8:2,삼성,,,,,,,W,1990,06,11,42,1,0,0
2154,5095,정규,1990-06-12,,잠실,LG,,,W 2:0,태평양,,,,,,,W,1990,06,12,43,1,0,0
2155,5096,정규,1990-06-13,,잠실,LG,,,W 5:2,태평양,,,,,,,W,1990,06,13,44,1,0,0
2156,5097,정규,1990-06-14,,잠실,LG,,,L 9:10,태평양,,,,,,,L,1990,06,14,45,0,1,0
2157,4422,정규,1990-06-15,,@대구,LG,,,L 5:7,삼성,,,,,,,L,1990,06,15,46,0,1,0
2158,4423,정규,1990-06-15,,@대구,LG,,,W 10:2,삼성,,,,,,,W,1990,06,15,47,1,0,0
