,Year,Team1,Team2,GameResult
1549,2015,한화,삼성,16
1550,2016,KIA,LG,16
1551,2016,KIA,NC,16
1552,2016,KIA,SK,16
1553,2016,KIA,kt,16
1554,2016,KIA,넥센,16
1555,2016,KIA,두산,16
1556,2016,KIA,롯데,16
1557,2016,KIA,삼성,16
1558,2016,KIA,한화,16
1559,2016,LG,KIA,16
1560,2016,LG,NC,16
1561,2016,LG,SK,16
1562,2016,LG,kt,16
1563,2016,LG,넥센,16
1564,2016,LG,두산,16
1565,2016,LG,롯데,16
1566,2016,LG,삼성,16
1567,2016,LG,한화,16
1568,2016,NC,KIA,16
1569,2016,NC,LG,16
1570,2016,NC,SK,16
1571,2016,NC,kt,16
1572,2016,NC,넥센,16
1573,2016,NC,두산,16
1574,2016,NC,롯데,16
1575,2016,NC,삼성,16
1576,2016,NC,한화,16
1577,2016,SK,KIA,16
1578,2016,SK,LG,16
1579,2016,SK,NC,16
1580,2016,SK,kt,16
1581,2016,SK,넥센,16
1582,2016,SK,두산,16
1583,2016,SK,롯데,16
1584,2016,SK,삼성,16
1585,2016,SK,한화,16
1586,2016,kt,KIA,16
1587,2016,kt,LG,16
1588,2016,kt,NC,16
1589,2016,kt,SK,16
1590,2016,kt,넥센,16
1591,2016,kt,두산,16
1592,2016,kt,롯데,16
1593,2016,kt,삼성,16
1594,2016,kt,한화,16
1595,2016,넥센,KIA,16
1596,2016,넥센,LG,16
1597,2016,넥센,NC,16
1598,2016,넥센,SK,16
1599,2016,넥센,kt,16
1600,2016,넥센,두산,16
1601,2016,넥센,롯데,16
1602,2016,넥센,삼성,16
1603,2016,넥센,한화,16
1604,2016,두산,KIA,16
1605,2016,두산,LG,16
1606,2016,두산,NC,16
1607,2016,두산,SK,16
1608,2016,두산,kt,16
1609,2016,두산,넥센,16
1610,2016,두산,롯데,16
1611,2016,두산,삼성,16
1612,2016,두산,한화,16
1613,2016,롯데,KIA,16
1614,2016,롯데,LG,16
1615,2016,롯데,NC,16
1616,2016,롯데,SK,16
1617,2016,롯데,kt,16
1618,2016,롯데,넥센,16
1619,2016,롯데,두산,16
1620,2016,롯데,삼성,16
1621,2016,롯데,한화,16
1622,2016,삼성,KIA,16
1623,2016,삼성,LG,16
1624,2016,삼성,NC,16
1625,2016,삼성,SK,16
1626,2016,삼성,kt,16
1627,2016,삼성,넥센,16
1628,2016,삼성,두산,16
1629,2016,삼성,롯데,16
1630,2016,삼성,한화,16
1631,2016,한화,KIA,16
1632,2016,한화,LG,16
1633,2016,한화,NC,16
1634,2016,한화,SK,16
1635,2016,한화,kt,16
1636,2016,한화,넥센,16
1637,2016,한화,두산,16
1638,2016,한화,롯데,16
1639,2016,한화,삼성,16
