rank,game_idx,win_diff,probability
1,46,-2,0.8695652173913043
1,46,-1,0.8260869565217391
1,46,0,0.6521739130434783
1,46,1,0.391304347826087
1,46,2,0.34782608695652173
1,46,3,0.13043478260869565
1,46,4,0.043478260869565216
1,46,5,0.0
1,46,6,0.0
1,46,7,0.0
1,47,-7,1.0
1,47,-6,1.0
1,47,-5,1.0
1,47,-4,0.9545454545454546
1,47,-3,0.8636363636363636
1,47,-2,0.8181818181818182
1,47,-1,0.8181818181818182
1,47,0,0.5909090909090909
1,47,1,0.36363636363636365
1,47,2,0.3181818181818182
1,47,3,0.18181818181818182
1,47,4,0.045454545454545456
1,47,5,0.0
1,47,6,0.0
1,47,7,0.0
1,48,-7,1.0
1,48,-6,1.0
1,48,-5,1.0
1,48,-4,0.9230769230769231
1,48,-3,0.9230769230769231
1,48,-2,0.8846153846153846
1,48,-1,0.8076923076923077
1,48,0,0.5384615384615384
1,48,1,0.38461538461538464
1,48,2,0.3076923076923077
1,48,3,0.23076923076923078
1,48,4,0.0
1,48,5,0.0
1,48,6,0.0
1,48,7,0.0
1,49,-7,1.0
1,49,-6,1.0
1,49,-5,1.0
1,49,-4,0.96
1,49,-3,0.88
1,49,-2,0.88
1,49,-1,0.72
1,49,0,0.6
1,49,1,0.36
1,49,2,0.28
1,49,3,0.08
1,49,4,0.04
1,49,5,0.0
1,49,6,0.0
1,49,7,0.0
1,50,-7,1.0
1,50,-6,1.0
1,50,-5,1.0
1,50,-4,1.0
1,50,-3,1.0
1,50,-2,0.9166666666666666
1,50,-1,0.7083333333333334
1,50,0,0.5
1,50,1,0.3333333333333333
1,50,2,0.25
1,50,3,0.16666666666666666
1,50,4,0.08333333333333333
1,50,5,0.0
1,50,6,0.0
1,50,7,0.0
1,51,-7,1.0
1,51,-6,1.0
1,51,-5,1.0
1,51,-4,1.0
1,51,-3,0.96
1,51,-2,0.92
1,51,-1,0.84
1,51,0,0.68
1,51,1,0.44
1,51,2,0.32
1,51,3,0.16
1,51,4,0.08
1,51,5,0.04
1,51,6,0.0
1,51,7,0.0
1,52,-7,1.0
1,52,-6,1.0
1,52,-5,1.0
1,52,-4,1.0
1,52,-3,0.9230769230769231
1,52,-2,0.9230769230769231
1,52,-1,0.8461538461538461
1,52,0,0.6923076923076923
1,52,1,0.46153846153846156
1,52,2,0.2692307692307692
1,52,3,0.23076923076923078
1,52,4,0.11538461538461539
1,52,5,0.07692307692307693
1,52,6,0.0
1,52,7,0.0
1,53,-7,1.0
1,53,-6,1.0
1,53,-5,1.0
1,53,-4,1.0
1,53,-3,0.9583333333333334
1,53,-2,0.9166666666666666
1,53,-1,0.8333333333333334
1,53,0,0.5833333333333334
1,53,1,0.4583333333333333
1,53,2,0.375
1,53,3,0.16666666666666666
1,53,4,0.125
1,53,5,0.041666666666666664
1,53,6,0.0
1,53,7,0.0
1,54,-7,1.0
1,54,-6,1.0
1,54,-5,1.0
1,54,-4,1.0
1,54,-3,1.0
1,54,-2,0.9166666666666666
1,54,-1,0.7916666666666666
1,54,0,0.4583333333333333
1,54,1,0.4166666666666667
1,54,2,0.2916666666666667
1,54,3,0.125
1,54,4,0.041666666666666664
1,54,5,0.0
1,54,6,0.0
1,54,7,0.0
1,55,-7,1.0
1,55,-6,1.0
1,55,-5,1.0
1,55,-4,1.0
1,55,-3,0.96
1,55,-2,0.84
1,55,-1,0.8
1,55,0,0.56
1,55,1,0.44
1,55,2,0.16
1,55,3,0.08
1,55,4,0.04
1,55,5,0.0
1,55,6,0.0
1,55,7,0.0
1,56,-7,1.0
1,56,-6,1.0
1,56,-5,1.0
1,56,-4,1.0
1,56,-3,0.9642857142857143
1,56,-2,0.7857142857142857
1,56,-1,0.7857142857142857
1,56,0,0.5714285714285714
1,56,1,0.39285714285714285
1,56,2,0.35714285714285715
1,56,3,0.0
1,56,4,0.0
1,56,5,0.0
1,56,6,0.0
1,56,7,0.0
1,57,-7,1.0
1,57,-6,1.0
1,57,-5,1.0
1,57,-4,1.0
1,57,-3,0.9230769230769231
1,57,-2,0.8846153846153846
1,57,-1,0.7692307692307693
1,57,0,0.5769230769230769
1,57,1,0.46153846153846156
1,57,2,0.46153846153846156
1,57,3,0.11538461538461539
1,57,4,0.0
1,57,5,0.0
1,57,6,0.0
1,57,7,0.0
1,58,-7,1.0
1,58,-6,1.0
1,58,-5,1.0
1,58,-4,0.8928571428571429
1,58,-3,0.8571428571428571
1,58,-2,0.8214285714285714
1,58,-1,0.7142857142857143
1,58,0,0.6428571428571429
1,58,1,0.42857142857142855
1,58,2,0.2857142857142857
1,58,3,0.07142857142857142
1,58,4,0.03571428571428571
1,58,5,0.0
1,58,6,0.0
1,58,7,0.0
1,59,-7,1.0
1,59,-6,1.0
1,59,-5,0.9629629629629629
1,59,-4,0.8888888888888888
1,59,-3,0.8518518518518519
1,59,-2,0.8148148148148148
1,59,-1,0.7037037037037037
1,59,0,0.5555555555555556
1,59,1,0.4074074074074074
1,59,2,0.25925925925925924
1,59,3,0.14814814814814814
1,59,4,0.037037037037037035
1,59,5,0.0
1,59,6,0.0
1,59,7,0.0
1,60,-7,1.0
1,60,-6,1.0
1,60,-5,0.92
1,60,-4,0.88
1,60,-3,0.8
1,60,-2,0.72
1,60,-1,0.68
1,60,0,0.6
1,60,1,0.4
1,60,2,0.2
1,60,3,0.16
1,60,4,0.04
1,60,5,0.0
1,60,6,0.0
1,60,7,0.0
1,61,-7,1.0
1,61,-6,1.0
1,61,-5,0.9615384615384616
1,61,-4,0.8846153846153846
1,61,-3,0.8461538461538461
1,61,-2,0.6923076923076923
1,61,-1,0.6538461538461539
1,61,0,0.5384615384615384
1,61,1,0.34615384615384615
1,61,2,0.2692307692307692
1,61,3,0.11538461538461539
1,61,4,0.07692307692307693
1,61,5,0.038461538461538464
1,61,6,0.0
1,61,7,0.0
1,62,-7,1.0
1,62,-6,1.0
1,62,-5,0.96
1,62,-4,0.84
1,62,-3,0.8
1,62,-2,0.72
1,62,-1,0.68
1,62,0,0.52
1,62,1,0.4
1,62,2,0.24
1,62,3,0.16
1,62,4,0.12
1,62,5,0.04
1,62,6,0.0
1,62,7,0.0
1,63,-7,1.0
1,63,-6,1.0
1,63,-5,0.9615384615384616
1,63,-4,0.8846153846153846
1,63,-3,0.8076923076923077
1,63,-2,0.7692307692307693
1,63,-1,0.6538461538461539
1,63,0,0.46153846153846156
1,63,1,0.38461538461538464
1,63,2,0.3076923076923077
1,63,3,0.19230769230769232
1,63,4,0.11538461538461539
1,63,5,0.038461538461538464
1,63,6,0.0
1,63,7,0.0
1,64,-7,1.0
1,64,-6,1.0
1,64,-5,1.0
1,64,-4,0.9230769230769231
1,64,-3,0.8846153846153846
1,64,-2,0.7307692307692307
1,64,-1,0.7307692307692307
1,64,0,0.6153846153846154
1,64,1,0.38461538461538464
1,64,2,0.34615384615384615
1,64,3,0.23076923076923078
1,64,4,0.07692307692307693
1,64,5,0.038461538461538464
1,64,6,0.0
1,64,7,0.0
1,65,-7,1.0
1,65,-6,1.0
1,65,-5,1.0
1,65,-4,0.9629629629629629
1,65,-3,0.9259259259259259
1,65,-2,0.8518518518518519
1,65,-1,0.7407407407407407
1,65,0,0.6666666666666666
1,65,1,0.48148148148148145
1,65,2,0.37037037037037035
1,65,3,0.2222222222222222
1,65,4,0.18518518518518517
1,65,5,0.0
1,65,6,0.0
1,65,7,0.0
1,66,-7,1.0
1,66,-6,1.0
1,66,-5,1.0
1,66,-4,0.9615384615384616
1,66,-3,0.9615384615384616
1,66,-2,0.8846153846153846
1,66,-1,0.7692307692307693
1,66,0,0.6923076923076923
1,66,1,0.5384615384615384
1,66,2,0.2692307692307692
1,66,3,0.11538461538461539
1,66,4,0.11538461538461539
1,66,5,0.038461538461538464
1,66,6,0.0
1,66,7,0.0
1,67,-7,1.0
1,67,-6,1.0
1,67,-5,1.0
1,67,-4,0.9629629629629629
1,67,-3,0.8888888888888888
1,67,-2,0.8148148148148148
1,67,-1,0.6296296296296297
1,67,0,0.5555555555555556
1,67,1,0.3333333333333333
1,67,2,0.25925925925925924
1,67,3,0.14814814814814814
1,67,4,0.037037037037037035
1,67,5,0.037037037037037035
1,67,6,0.0
1,67,7,0.0
1,68,-7,1.0
1,68,-6,1.0
1,68,-5,1.0
1,68,-4,0.9642857142857143
1,68,-3,0.8928571428571429
1,68,-2,0.8214285714285714
1,68,-1,0.6428571428571429
1,68,0,0.5357142857142857
1,68,1,0.35714285714285715
1,68,2,0.14285714285714285
1,68,3,0.07142857142857142
1,68,4,0.03571428571428571
1,68,5,0.03571428571428571
1,68,6,0.0
1,68,7,0.0
1,69,-7,1.0
1,69,-6,1.0
1,69,-5,1.0
1,69,-4,1.0
1,69,-3,1.0
1,69,-2,0.8888888888888888
1,69,-1,0.8148148148148148
1,69,0,0.5185185185185185
1,69,1,0.48148148148148145
1,69,2,0.2222222222222222
1,69,3,0.14814814814814814
1,69,4,0.07407407407407407
1,69,5,0.0
1,69,6,0.0
1,69,7,0.0
1,70,-7,1.0
1,70,-6,1.0
1,70,-5,1.0
1,70,-4,1.0
1,70,-3,0.9615384615384616
1,70,-2,0.8076923076923077
1,70,-1,0.6538461538461539
1,70,0,0.38461538461538464
1,70,1,0.34615384615384615
1,70,2,0.23076923076923078
1,70,3,0.19230769230769232
1,70,4,0.07692307692307693
1,70,5,0.0
1,70,6,0.0
1,70,7,0.0
1,71,-7,1.0
1,71,-6,1.0
1,71,-5,1.0
1,71,-4,1.0
1,71,-3,0.8461538461538461
1,71,-2,0.7692307692307693
1,71,-1,0.6538461538461539
1,71,0,0.5
1,71,1,0.4230769230769231
1,71,2,0.2692307692307692
1,71,3,0.19230769230769232
1,71,4,0.11538461538461539
1,71,5,0.038461538461538464
1,71,6,0.038461538461538464
1,71,7,0.0
1,72,-7,1.0
1,72,-6,0.9642857142857143
1,72,-5,0.9642857142857143
1,72,-4,0.8928571428571429
1,72,-3,0.7857142857142857
1,72,-2,0.6785714285714286
1,72,-1,0.6071428571428571
1,72,0,0.5
1,72,1,0.39285714285714285
1,72,2,0.32142857142857145
1,72,3,0.14285714285714285
1,72,4,0.03571428571428571
1,72,5,0.03571428571428571
1,72,6,0.0
1,72,7,0.0
1,73,-7,1.0
1,73,-6,1.0
1,73,-5,1.0
1,73,-4,0.9629629629629629
1,73,-3,0.8888888888888888
1,73,-2,0.8518518518518519
1,73,-1,0.6296296296296297
1,73,0,0.5925925925925926
1,73,1,0.37037037037037035
1,73,2,0.2222222222222222
1,73,3,0.1111111111111111
1,73,4,0.07407407407407407
1,73,5,0.037037037037037035
1,73,6,0.037037037037037035
1,73,7,0.0
1,74,-7,1.0
1,74,-6,1.0
1,74,-5,0.9629629629629629
1,74,-4,0.9629629629629629
1,74,-3,0.9259259259259259
1,74,-2,0.8518518518518519
1,74,-1,0.7777777777777778
1,74,0,0.6296296296296297
1,74,1,0.48148148148148145
1,74,2,0.37037037037037035
1,74,3,0.14814814814814814
1,74,4,0.1111111111111111
1,74,5,0.037037037037037035
1,74,6,0.0
1,74,7,0.0
1,75,-7,1.0
1,75,-6,1.0
1,75,-5,0.9629629629629629
1,75,-4,0.9629629629629629
1,75,-3,0.9259259259259259
1,75,-2,0.7777777777777778
1,75,-1,0.7777777777777778
1,75,0,0.6666666666666666
1,75,1,0.5185185185185185
1,75,2,0.37037037037037035
1,75,3,0.2222222222222222
1,75,4,0.07407407407407407
1,75,5,0.0
1,75,6,0.0
1,75,7,0.0
1,76,-7,1.0
1,76,-6,1.0
1,76,-5,1.0
1,76,-4,1.0
1,76,-3,0.9230769230769231
1,76,-2,0.7692307692307693
1,76,-1,0.7692307692307693
1,76,0,0.6153846153846154
1,76,1,0.5
1,76,2,0.34615384615384615
1,76,3,0.19230769230769232
1,76,4,0.038461538461538464
