rank,game_idx,win_diff,probability
2,43,6,0.043478260869565216
2,43,7,0.0
2,44,-7,1.0
2,44,-6,1.0
2,44,-5,1.0
2,44,-4,1.0
2,44,-3,1.0
2,44,-2,0.96
2,44,-1,0.76
2,44,0,0.48
2,44,1,0.44
2,44,2,0.2
2,44,3,0.12
2,44,4,0.12
2,44,5,0.04
2,44,6,0.0
2,44,7,0.0
2,45,-7,1.0
2,45,-6,1.0
2,45,-5,1.0
2,45,-4,1.0
2,45,-3,0.9523809523809523
2,45,-2,0.8571428571428571
2,45,-1,0.7619047619047619
2,45,0,0.6190476190476191
2,45,1,0.47619047619047616
2,45,2,0.2857142857142857
2,45,3,0.19047619047619047
2,45,4,0.14285714285714285
2,45,5,0.09523809523809523
2,45,6,0.047619047619047616
2,45,7,0.047619047619047616
2,46,-7,1.0
2,46,-6,1.0
2,46,-5,1.0
2,46,-4,1.0
2,46,-3,0.9545454545454546
2,46,-2,0.9545454545454546
2,46,-1,0.9090909090909091
2,46,0,0.6363636363636364
2,46,1,0.45454545454545453
2,46,2,0.3181818181818182
2,46,3,0.22727272727272727
2,46,4,0.13636363636363635
2,46,5,0.045454545454545456
2,46,6,0.045454545454545456
2,46,7,0.045454545454545456
2,47,-7,1.0
2,47,-6,1.0
2,47,-5,1.0
2,47,-4,1.0
2,47,-3,1.0
2,47,-2,0.95
2,47,-1,0.85
2,47,0,0.7
2,47,1,0.55
2,47,2,0.35
2,47,3,0.25
2,47,4,0.2
2,47,5,0.1
2,47,6,0.05
2,47,7,0.05
2,48,-7,1.0
2,48,-6,1.0
2,48,-5,1.0
2,48,-4,1.0
2,48,-3,1.0
2,48,-2,0.96
2,48,-1,0.92
2,48,0,0.72
2,48,1,0.44
2,48,2,0.36
2,48,3,0.32
2,48,4,0.24
2,48,5,0.04
2,48,6,0.04
2,48,7,0.0
2,49,-7,1.0
2,49,-6,1.0
2,49,-5,1.0
2,49,-4,1.0
2,49,-3,0.9166666666666666
2,49,-2,0.9166666666666666
2,49,-1,0.7916666666666666
2,49,0,0.625
2,49,1,0.4583333333333333
2,49,2,0.4166666666666667
2,49,3,0.3333333333333333
2,49,4,0.25
2,49,5,0.041666666666666664
2,49,6,0.0
2,49,7,0.0
2,50,-7,1.0
2,50,-6,1.0
2,50,-5,1.0
2,50,-4,0.9565217391304348
2,50,-3,0.9565217391304348
2,50,-2,0.9130434782608695
2,50,-1,0.8695652173913043
2,50,0,0.6521739130434783
2,50,1,0.4782608695652174
2,50,2,0.34782608695652173
2,50,3,0.21739130434782608
2,50,4,0.13043478260869565
2,50,5,0.08695652173913043
2,50,6,0.0
2,50,7,0.0
2,51,-7,1.0
2,51,-6,1.0
2,51,-5,1.0
2,51,-4,1.0
2,51,-3,0.96
2,51,-2,0.96
2,51,-1,0.72
2,51,0,0.56
2,51,1,0.4
2,51,2,0.24
2,51,3,0.24
2,51,4,0.12
2,51,5,0.12
2,51,6,0.04
2,51,7,0.0
2,52,-7,1.0
2,52,-6,1.0
2,52,-5,0.9565217391304348
2,52,-4,0.9565217391304348
2,52,-3,0.9130434782608695
2,52,-2,0.782608695652174
2,52,-1,0.5652173913043478
2,52,0,0.43478260869565216
2,52,1,0.391304347826087
2,52,2,0.2608695652173913
2,52,3,0.21739130434782608
2,52,4,0.17391304347826086
2,52,5,0.08695652173913043
2,52,6,0.08695652173913043
2,52,7,0.0
2,53,-7,1.0
2,53,-6,1.0
2,53,-5,0.9523809523809523
2,53,-4,0.9523809523809523
2,53,-3,0.9047619047619048
2,53,-2,0.7619047619047619
2,53,-1,0.6190476190476191
2,53,0,0.5238095238095238
2,53,1,0.47619047619047616
2,53,2,0.2857142857142857
2,53,3,0.23809523809523808
2,53,4,0.14285714285714285
2,53,5,0.047619047619047616
2,53,6,0.047619047619047616
2,53,7,0.0
2,54,-7,1.0
2,54,-6,1.0
2,54,-5,0.9545454545454546
2,54,-4,0.9545454545454546
2,54,-3,0.9545454545454546
2,54,-2,0.8636363636363636
2,54,-1,0.7727272727272727
2,54,0,0.6363636363636364
2,54,1,0.5
2,54,2,0.4090909090909091
2,54,3,0.13636363636363635
2,54,4,0.045454545454545456
2,54,5,0.045454545454545456
2,54,6,0.0
2,54,7,0.0
2,55,-7,1.0
2,55,-6,1.0
2,55,-5,1.0
2,55,-4,1.0
2,55,-3,1.0
2,55,-2,1.0
2,55,-1,0.8636363636363636
2,55,0,0.5909090909090909
2,55,1,0.4090909090909091
2,55,2,0.18181818181818182
2,55,3,0.09090909090909091
2,55,4,0.045454545454545456
2,55,5,0.0
2,55,6,0.0
2,55,7,0.0
2,56,-7,1.0
2,56,-6,0.96
2,56,-5,0.96
2,56,-4,0.96
2,56,-3,0.96
2,56,-2,0.88
2,56,-1,0.76
2,56,0,0.64
2,56,1,0.4
2,56,2,0.2
2,56,3,0.16
2,56,4,0.04
2,56,5,0.0
2,56,6,0.0
2,56,7,0.0
2,57,-7,1.0
2,57,-6,1.0
2,57,-5,1.0
2,57,-4,1.0
2,57,-3,0.9166666666666666
2,57,-2,0.875
2,57,-1,0.6666666666666666
2,57,0,0.5416666666666666
2,57,1,0.4166666666666667
2,57,2,0.2916666666666667
2,57,3,0.125
2,57,4,0.08333333333333333
2,57,5,0.041666666666666664
2,57,6,0.0
2,57,7,0.0
2,58,-7,1.0
2,58,-6,1.0
2,58,-5,1.0
2,58,-4,0.9583333333333334
2,58,-3,0.9583333333333334
2,58,-2,0.8333333333333334
2,58,-1,0.7083333333333334
2,58,0,0.4583333333333333
2,58,1,0.3333333333333333
2,58,2,0.25
2,58,3,0.20833333333333334
2,58,4,0.125
2,58,5,0.041666666666666664
2,58,6,0.0
2,58,7,0.0
2,59,-7,1.0
2,59,-6,1.0
2,59,-5,1.0
2,59,-4,0.9565217391304348
2,59,-3,0.9130434782608695
2,59,-2,0.8260869565217391
2,59,-1,0.7391304347826086
2,59,0,0.5217391304347826
2,59,1,0.391304347826087
2,59,2,0.2608695652173913
2,59,3,0.21739130434782608
2,59,4,0.13043478260869565
2,59,5,0.0
2,59,6,0.0
2,59,7,0.0
2,60,-7,1.0
2,60,-6,1.0
2,60,-5,1.0
2,60,-4,0.9545454545454546
2,60,-3,0.9090909090909091
2,60,-2,0.8181818181818182
2,60,-1,0.8181818181818182
2,60,0,0.5909090909090909
2,60,1,0.5
2,60,2,0.36363636363636365
2,60,3,0.22727272727272727
2,60,4,0.09090909090909091
2,60,5,0.045454545454545456
2,60,6,0.0
2,60,7,0.0
2,61,-7,1.0
2,61,-6,1.0
2,61,-5,1.0
2,61,-4,0.9615384615384616
2,61,-3,0.9230769230769231
2,61,-2,0.8846153846153846
2,61,-1,0.8076923076923077
2,61,0,0.5
2,61,1,0.2692307692307692
2,61,2,0.15384615384615385
2,61,3,0.038461538461538464
2,61,4,0.0
2,61,5,0.0
2,61,6,0.0
2,61,7,0.0
2,62,-7,1.0
2,62,-6,1.0
2,62,-5,1.0
2,62,-4,1.0
2,62,-3,0.92
2,62,-2,0.88
2,62,-1,0.76
2,62,0,0.64
2,62,1,0.32
2,62,2,0.16
2,62,3,0.04
2,62,4,0.04
2,62,5,0.0
2,62,6,0.0
2,62,7,0.0
2,63,-7,1.0
2,63,-6,1.0
2,63,-5,1.0
2,63,-4,0.92
2,63,-3,0.88
2,63,-2,0.8
2,63,-1,0.76
2,63,0,0.64
2,63,1,0.4
2,63,2,0.24
2,63,3,0.04
2,63,4,0.04
2,63,5,0.04
2,63,6,0.0
2,63,7,0.0
2,64,-7,1.0
2,64,-6,1.0
2,64,-5,0.96
2,64,-4,0.96
2,64,-3,0.92
2,64,-2,0.8
2,64,-1,0.6
2,64,0,0.52
2,64,1,0.32
2,64,2,0.16
2,64,3,0.12
2,64,4,0.08
2,64,5,0.04
2,64,6,0.0
2,64,7,0.0
2,65,-7,1.0
2,65,-6,1.0
2,65,-5,0.9629629629629629
2,65,-4,0.8888888888888888
2,65,-3,0.8148148148148148
2,65,-2,0.7777777777777778
2,65,-1,0.5555555555555556
2,65,0,0.3333333333333333
2,65,1,0.14814814814814814
2,65,2,0.14814814814814814
2,65,3,0.07407407407407407
2,65,4,0.037037037037037035
2,65,5,0.037037037037037035
2,65,6,0.037037037037037035
2,65,7,0.037037037037037035
2,66,-7,1.0
2,66,-6,1.0
2,66,-5,0.9615384615384616
2,66,-4,0.9230769230769231
2,66,-3,0.7307692307692307
2,66,-2,0.7307692307692307
2,66,-1,0.6153846153846154
2,66,0,0.4230769230769231
2,66,1,0.3076923076923077
2,66,2,0.07692307692307693
2,66,3,0.038461538461538464
2,66,4,0.038461538461538464
2,66,5,0.038461538461538464
2,66,6,0.038461538461538464
2,66,7,0.038461538461538464
2,67,-7,1.0
2,67,-6,1.0
2,67,-5,1.0
2,67,-4,0.9629629629629629
2,67,-3,0.8518518518518519
2,67,-2,0.7777777777777778
2,67,-1,0.6296296296296297
2,67,0,0.5185185185185185
2,67,1,0.4074074074074074
2,67,2,0.18518518518518517
2,67,3,0.1111111111111111
2,67,4,0.07407407407407407
2,67,5,0.07407407407407407
2,67,6,0.07407407407407407
2,67,7,0.0
2,68,-7,1.0
2,68,-6,1.0
2,68,-5,0.9615384615384616
2,68,-4,0.9615384615384616
2,68,-3,0.9615384615384616
2,68,-2,0.9230769230769231
2,68,-1,0.6923076923076923
2,68,0,0.5
2,68,1,0.38461538461538464
2,68,2,0.2692307692307692
2,68,3,0.15384615384615385
2,68,4,0.038461538461538464
2,68,5,0.0
2,68,6,0.0
2,68,7,0.0
2,69,-7,1.0
2,69,-6,1.0
2,69,-5,1.0
2,69,-4,0.92
2,69,-3,0.88
2,69,-2,0.84
2,69,-1,0.68
2,69,0,0.48
2,69,1,0.28
2,69,2,0.16
2,69,3,0.12
2,69,4,0.04
2,69,5,0.04
2,69,6,0.0
2,69,7,0.0
2,70,-7,1.0
2,70,-6,1.0
2,70,-5,1.0
2,70,-4,0.96
2,70,-3,0.92
2,70,-2,0.84
2,70,-1,0.76
2,70,0,0.56
2,70,1,0.36
2,70,2,0.28
2,70,3,0.16
2,70,4,0.04
2,70,5,0.0
2,70,6,0.0
2,70,7,0.0
2,71,-7,1.0
2,71,-6,1.0
2,71,-5,1.0
2,71,-4,0.92
2,71,-3,0.84
2,71,-2,0.8
2,71,-1,0.68
2,71,0,0.6
2,71,1,0.44
2,71,2,0.32
2,71,3,0.2
2,71,4,0.08
2,71,5,0.0
2,71,6,0.0
2,71,7,0.0
2,72,-7,1.0
2,72,-6,1.0
2,72,-5,1.0
2,72,-4,0.9629629629629629
2,72,-3,0.9259259259259259
2,72,-2,0.8148148148148148
2,72,-1,0.7037037037037037
2,72,0,0.5555555555555556
2,72,1,0.48148148148148145
2,72,2,0.3333333333333333
2,72,3,0.2222222222222222
2,72,4,0.07407407407407407
2,72,5,0.0
2,72,6,0.0
2,72,7,0.0
2,73,-7,1.0
2,73,-6,1.0
2,73,-5,0.9615384615384616
2,73,-4,0.9230769230769231
2,73,-3,0.8846153846153846
2,73,-2,0.8461538461538461
2,73,-1,0.6153846153846154
2,73,0,0.46153846153846156
2,73,1,0.34615384615384615
2,73,2,0.23076923076923078
2,73,3,0.038461538461538464
2,73,4,0.038461538461538464
2,73,5,0.0
2,73,6,0.0
2,73,7,0.0
2,74,-7,1.0
2,74,-6,0.9629629629629629
2,74,-5,0.9259259259259259
2,74,-4,0.9259259259259259
2,74,-3,0.8888888888888888
2,74,-2,0.8518518518518519
2,74,-1,0.7037037037037037
2,74,0,0.5555555555555556
2,74,1,0.3333333333333333
2,74,2,0.25925925925925924
2,74,3,0.07407407407407407
2,74,4,0.07407407407407407
2,74,5,0.037037037037037035
2,74,6,0.037037037037037035
2,74,7,0.037037037037037035
2,75,-7,0.96
2,75,-6,0.96
2,75,-5,0.92
2,75,-4,0.88
2,75,-3,0.88
2,75,-2,0.88
2,75,-1,0.76
2,75,0,0.44
2,75,1,0.32
2,75,2,0.2
2,75,3,0.08
2,75,4,0.04
2,75,5,0.0
2,75,6,0.0
2,75,7,0.0
2,76,-7,1.0
2,76,-6,0.9615384615384616
2,76,-5,0.9615384615384616
2,76,-4,0.9615384615384616
2,76,-3,0.9230769230769231
2,76,-2,0.8461538461538461
2,76,-1,0.7692307692307693
2,76,0,0.6153846153846154
2,76,1,0.38461538461538464
2,76,2,0.2692307692307692
2,76,3,0.15384615384615385
2,76,4,0.11538461538461539
2,76,5,0.038461538461538464
2,76,6,0.038461538461538464
2,76,7,0.0
2,77,-7,1.0
2,77,-6,0.9615384615384616
2,77,-5,0.9615384615384616
2,77,-4,0.9615384615384616
2,77,-3,0.8846153846153846
2,77,-2,0.8076923076923077
2,77,-1,0.7692307692307693
2,77,0,0.5384615384615384
2,77,1,0.3076923076923077
2,77,2,0.23076923076923078
2,77,3,0.15384615384615385
2,77,4,0.11538461538461539
2,77,5,0.038461538461538464
2,77,6,0.0
2,77,7,0.0
2,78,-7,1.0
2,78,-6,1.0
2,78,-5,0.9615384615384616
2,78,-4,0.9615384615384616
2,78,-3,0.8846153846153846
2,78,-2,0.8461538461538461
2,78,-1,0.7307692307692307
2,78,0,0.5384615384615384
2,78,1,0.34615384615384615
2,78,2,0.19230769230769232
2,78,3,0.15384615384615385
2,78,4,0.07692307692307693
2,78,5,0.07692307692307693
2,78,6,0.07692307692307693
2,78,7,0.0
2,79,-7,1.0
2,79,-6,1.0
2,79,-5,1.0
2,79,-4,1.0
2,79,-3,1.0
2,79,-2,1.0
2,79,-1,0.6538461538461539
2,79,0,0.5384615384615384
2,79,1,0.4230769230769231
2,79,2,0.2692307692307692
2,79,3,0.15384615384615385
2,79,4,0.11538461538461539
2,79,5,0.11538461538461539
2,79,6,0.038461538461538464
2,79,7,0.0
2,80,-7,1.0
2,80,-6,1.0
2,80,-5,1.0
2,80,-4,1.0
2,80,-3,1.0
2,80,-2,0.92
2,80,-1,0.68
2,80,0,0.56
2,80,1,0.48
2,80,2,0.32
2,80,3,0.12
2,80,4,0.12
2,80,5,0.12
2,80,6,0.04
2,80,7,0.0
2,81,-7,1.0
2,81,-6,1.0
2,81,-5,1.0
2,81,-4,1.0
2,81,-3,0.96
2,81,-2,0.88
2,81,-1,0.72
2,81,0,0.6
2,81,1,0.48
2,81,2,0.32
2,81,3,0.2
2,81,4,0.16
2,81,5,0.08
2,81,6,0.04
2,81,7,0.0
2,82,-7,1.0
2,82,-6,1.0
2,82,-5,1.0
2,82,-4,0.9629629629629629
2,82,-3,0.9629629629629629
2,82,-2,0.9259259259259259
2,82,-1,0.7777777777777778
2,82,0,0.6666666666666666
2,82,1,0.48148148148148145
2,82,2,0.2962962962962963
2,82,3,0.2222222222222222
2,82,4,0.14814814814814814
2,82,5,0.14814814814814814
2,82,6,0.0
2,82,7,0.0
2,83,-7,1.0
2,83,-6,1.0
2,83,-5,0.96
2,83,-4,0.96
2,83,-3,0.96
2,83,-2,0.92
2,83,-1,0.76
2,83,0,0.68
2,83,1,0.4
2,83,2,0.28
2,83,3,0.24
2,83,4,0.08
2,83,5,0.08
2,83,6,0.0
2,83,7,0.0
2,84,-7,1.0
2,84,-6,1.0
2,84,-5,1.0
2,84,-4,0.9615384615384616
2,84,-3,0.9615384615384616
2,84,-2,0.9230769230769231
2,84,-1,0.9230769230769231
2,84,0,0.7692307692307693
2,84,1,0.4230769230769231
2,84,2,0.3076923076923077
2,84,3,0.19230769230769232
2,84,4,0.11538461538461539
2,84,5,0.038461538461538464
2,84,6,0.0
2,84,7,0.0
2,85,-7,1.0
2,85,-6,1.0
2,85,-5,1.0
2,85,-4,0.9642857142857143
2,85,-3,0.9642857142857143
2,85,-2,0.9642857142857143
2,85,-1,0.8928571428571429
2,85,0,0.75
2,85,1,0.5
2,85,2,0.17857142857142858
2,85,3,0.14285714285714285
2,85,4,0.07142857142857142
2,85,5,0.0
2,85,6,0.0
2,85,7,0.0
2,86,-7,1.0
2,86,-6,1.0
2,86,-5,1.0
2,86,-4,1.0
2,86,-3,0.9629629629629629
2,86,-2,0.9629629629629629
2,86,-1,0.8888888888888888
2,86,0,0.7777777777777778
2,86,1,0.5925925925925926
2,86,2,0.3333333333333333
2,86,3,0.18518518518518517
2,86,4,0.0
2,86,5,0.0
2,86,6,0.0
2,86,7,0.0
2,87,-7,1.0
2,87,-6,1.0
2,87,-5,1.0
2,87,-4,1.0
2,87,-3,1.0
2,87,-2,0.96
2,87,-1,0.88
2,87,0,0.68
2,87,1,0.4
2,87,2,0.28
2,87,3,0.12
2,87,4,0.04
2,87,5,0.0
2,87,6,0.0
2,87,7,0.0
2,88,-7,1.0
2,88,-6,1.0
2,88,-5,1.0
2,88,-4,1.0
2,88,-3,1.0
2,88,-2,0.9230769230769231
2,88,-1,0.8461538461538461
2,88,0,0.6153846153846154
2,88,1,0.4230769230769231
2,88,2,0.23076923076923078
2,88,3,0.038461538461538464
2,88,4,0.0
2,88,5,0.0
2,88,6,0.0
2,88,7,0.0
2,89,-7,1.0
2,89,-6,1.0
2,89,-5,1.0
2,89,-4,1.0
2,89,-3,0.9615384615384616
2,89,-2,0.8846153846153846
2,89,-1,0.6923076923076923
2,89,0,0.5
2,89,1,0.3076923076923077
2,89,2,0.19230769230769232
2,89,3,0.15384615384615385
2,89,4,0.0
2,89,5,0.0
2,89,6,0.0
2,89,7,0.0
2,90,-7,1.0
2,90,-6,1.0
2,90,-5,0.9615384615384616
2,90,-4,0.9615384615384616
2,90,-3,0.9230769230769231
2,90,-2,0.8461538461538461
2,90,-1,0.6923076923076923
2,90,0,0.5
2,90,1,0.2692307692307692
2,90,2,0.23076923076923078
2,90,3,0.19230769230769232
2,90,4,0.038461538461538464
2,90,5,0.0
2,90,6,0.0
2,90,7,0.0
2,91,-7,1.0
2,91,-6,1.0
2,91,-5,0.9583333333333334
2,91,-4,0.9583333333333334
2,91,-3,0.9166666666666666
2,91,-2,0.8333333333333334
2,91,-1,0.75
2,91,0,0.5833333333333334
2,91,1,0.3333333333333333
2,91,2,0.20833333333333334
2,91,3,0.16666666666666666
2,91,4,0.08333333333333333
2,91,5,0.0
2,91,6,0.0
2,91,7,0.0
2,92,-7,1.0
2,92,-6,1.0
2,92,-5,1.0
2,92,-4,0.9259259259259259
2,92,-3,0.8888888888888888
2,92,-2,0.8148148148148148
2,92,-1,0.5925925925925926
2,92,0,0.4444444444444444
2,92,1,0.25925925925925924
2,92,2,0.14814814814814814
2,92,3,0.07407407407407407
2,92,4,0.037037037037037035
2,92,5,0.037037037037037035
2,92,6,0.0
2,92,7,0.0
2,93,-7,1.0
2,93,-6,1.0
2,93,-5,1.0
2,93,-4,0.9230769230769231
2,93,-3,0.8846153846153846
2,93,-2,0.7692307692307693
2,93,-1,0.6153846153846154
2,93,0,0.5
2,93,1,0.23076923076923078
2,93,2,0.19230769230769232
2,93,3,0.07692307692307693
2,93,4,0.038461538461538464
2,93,5,0.038461538461538464
2,93,6,0.0
2,93,7,0.0
2,94,-7,1.0
2,94,-6,1.0
2,94,-5,1.0
2,94,-4,0.9285714285714286
2,94,-3,0.8928571428571429
2,94,-2,0.8214285714285714
2,94,-1,0.5714285714285714
2,94,0,0.39285714285714285
2,94,1,0.32142857142857145
2,94,2,0.25
2,94,3,0.10714285714285714
2,94,4,0.03571428571428571
2,94,5,0.03571428571428571
2,94,6,0.03571428571428571
2,94,7,0.0
2,95,-7,1.0
2,95,-6,1.0
2,95,-5,0.9629629629629629
2,95,-4,0.9629629629629629
2,95,-3,0.8518518518518519
2,95,-2,0.8148148148148148
2,95,-1,0.6666666666666666
2,95,0,0.4444444444444444
2,95,1,0.4444444444444444
2,95,2,0.3333333333333333
2,95,3,0.1111111111111111
2,95,4,0.07407407407407407
2,95,5,0.037037037037037035
2,95,6,0.0
2,95,7,0.0
2,96,-7,1.0
2,96,-6,0.9629629629629629
2,96,-5,0.9629629629629629
2,96,-4,0.9259259259259259
2,96,-3,0.8518518518518519
2,96,-2,0.8148148148148148
2,96,-1,0.6666666666666666
2,96,0,0.5555555555555556
2,96,1,0.37037037037037035
2,96,2,0.18518518518518517
2,96,3,0.1111111111111111
2,96,4,0.07407407407407407
2,96,5,0.0
2,96,6,0.0
2,96,7,0.0
2,97,-7,1.0
2,97,-6,0.9642857142857143
2,97,-5,0.9285714285714286
2,97,-4,0.8571428571428571
2,97,-3,0.8214285714285714
2,97,-2,0.75
2,97,-1,0.6785714285714286
2,97,0,0.5
2,97,1,0.39285714285714285
2,97,2,0.14285714285714285
2,97,3,0.10714285714285714
2,97,4,0.03571428571428571
2,97,5,0.0
2,97,6,0.0
2,97,7,0.0
2,98,-7,1.0
2,98,-6,0.9629629629629629
2,98,-5,0.9629629629629629
2,98,-4,0.9259259259259259
2,98,-3,0.8888888888888888
2,98,-2,0.7777777777777778
2,98,-1,0.7407407407407407
2,98,0,0.5555555555555556
2,98,1,0.3333333333333333
2,98,2,0.2222222222222222
2,98,3,0.1111111111111111
2,98,4,0.07407407407407407
2,98,5,0.0
2,98,6,0.0
2,98,7,0.0
2,99,-7,1.0
2,99,-6,1.0
2,99,-5,0.9285714285714286
2,99,-4,0.9285714285714286
2,99,-3,0.8928571428571429
2,99,-2,0.8214285714285714
2,99,-1,0.6428571428571429
2,99,0,0.5714285714285714
2,99,1,0.39285714285714285
2,99,2,0.25
2,99,3,0.17857142857142858
2,99,4,0.10714285714285714
2,99,5,0.0
2,99,6,0.0
2,99,7,0.0
2,100,-7,1.0
2,100,-6,1.0
2,100,-5,0.9642857142857143
2,100,-4,0.9285714285714286
2,100,-3,0.8571428571428571
2,100,-2,0.75
2,100,-1,0.6428571428571429
2,100,0,0.4642857142857143
2,100,1,0.39285714285714285
2,100,2,0.21428571428571427
2,100,3,0.14285714285714285
2,100,4,0.03571428571428571
2,100,5,0.03571428571428571
2,100,6,0.0
2,100,7,0.0
2,101,-7,1.0
2,101,-6,1.0
2,101,-5,1.0
2,101,-4,1.0
2,101,-3,0.8888888888888888
2,101,-2,0.8148148148148148
2,101,-1,0.6296296296296297
2,101,0,0.48148148148148145
2,101,1,0.37037037037037035
2,101,2,0.2962962962962963
2,101,3,0.07407407407407407
2,101,4,0.0
2,101,5,0.0
2,101,6,0.0
2,101,7,0.0
2,102,-7,1.0
2,102,-6,1.0
2,102,-5,1.0
2,102,-4,0.9642857142857143
2,102,-3,0.8928571428571429
2,102,-2,0.8571428571428571
2,102,-1,0.75
2,102,0,0.5714285714285714
2,102,1,0.4642857142857143
2,102,2,0.35714285714285715
2,102,3,0.10714285714285714
2,102,4,0.07142857142857142
2,102,5,0.0
2,102,6,0.0
2,102,7,0.0
2,103,-7,1.0
2,103,-6,1.0
2,103,-5,1.0
2,103,-4,0.9615384615384616
2,103,-3,0.8076923076923077
2,103,-2,0.7692307692307693
2,103,-1,0.5384615384615384
2,103,0,0.4230769230769231
2,103,1,0.38461538461538464
2,103,2,0.3076923076923077
2,103,3,0.11538461538461539
2,103,4,0.0
2,103,5,0.0
2,103,6,0.0
2,103,7,0.0
2,104,-7,1.0
2,104,-6,1.0
2,104,-5,0.9259259259259259
2,104,-4,0.9259259259259259
2,104,-3,0.9259259259259259
2,104,-2,0.8518518518518519
2,104,-1,0.6296296296296297
2,104,0,0.5185185185185185
2,104,1,0.4444444444444444
2,104,2,0.37037037037037035
2,104,3,0.2222222222222222
2,104,4,0.07407407407407407
2,104,5,0.0
2,104,6,0.0
2,104,7,0.0
2,105,-7,1.0
2,105,-6,1.0
2,105,-5,1.0
2,105,-4,0.9285714285714286
2,105,-3,0.9285714285714286
2,105,-2,0.9285714285714286
2,105,-1,0.8214285714285714
2,105,0,0.6428571428571429
2,105,1,0.5
2,105,2,0.32142857142857145
2,105,3,0.10714285714285714
2,105,4,0.07142857142857142
2,105,5,0.03571428571428571
2,105,6,0.0
2,105,7,0.0
2,106,-7,1.0
2,106,-6,1.0
2,106,-5,0.9642857142857143
2,106,-4,0.9642857142857143
2,106,-3,0.9642857142857143
2,106,-2,0.9285714285714286
2,106,-1,0.8214285714285714
2,106,0,0.7142857142857143
2,106,1,0.5
2,106,2,0.32142857142857145
2,106,3,0.14285714285714285
2,106,4,0.10714285714285714
2,106,5,0.03571428571428571
2,106,6,0.0
2,106,7,0.0
2,107,-7,1.0
2,107,-6,1.0
2,107,-5,1.0
2,107,-4,1.0
2,107,-3,1.0
2,107,-2,0.9629629629629629
2,107,-1,0.8888888888888888
2,107,0,0.7037037037037037
2,107,1,0.5555555555555556
2,107,2,0.4074074074074074
2,107,3,0.25925925925925924
2,107,4,0.14814814814814814
2,107,5,0.07407407407407407
2,107,6,0.0
2,107,7,0.0
2,108,-7,1.0
2,108,-6,1.0
2,108,-5,1.0
2,108,-4,1.0
2,108,-3,1.0
2,108,-2,0.9615384615384616
2,108,-1,0.8461538461538461
2,108,0,0.7307692307692307
2,108,1,0.5384615384615384
2,108,2,0.3076923076923077
2,108,3,0.23076923076923078
2,108,4,0.11538461538461539
2,108,5,0.0
2,108,6,0.0
2,108,7,0.0
2,109,-7,1.0
2,109,-6,1.0
2,109,-5,1.0
2,109,-4,1.0
2,109,-3,1.0
2,109,-2,0.9259259259259259
2,109,-1,0.7407407407407407
2,109,0,0.7037037037037037
2,109,1,0.48148148148148145
2,109,2,0.37037037037037035
2,109,3,0.2222222222222222
2,109,4,0.07407407407407407
2,109,5,0.037037037037037035
2,109,6,0.0
2,109,7,0.0
2,110,-7,1.0
2,110,-6,1.0
2,110,-5,1.0
2,110,-4,0.9629629629629629
2,110,-3,0.9629629629629629
2,110,-2,0.8888888888888888
2,110,-1,0.7777777777777778
2,110,0,0.7037037037037037
2,110,1,0.5925925925925926
2,110,2,0.3333333333333333
2,110,3,0.18518518518518517
2,110,4,0.07407407407407407
2,110,5,0.037037037037037035
2,110,6,0.037037037037037035
2,110,7,0.0
2,111,-7,1.0
2,111,-6,1.0
2,111,-5,0.9583333333333334
2,111,-4,0.9583333333333334
2,111,-3,0.875
2,111,-2,0.7916666666666666
2,111,-1,0.75
2,111,0,0.5416666666666666
2,111,1,0.4166666666666667
2,111,2,0.375
2,111,3,0.125
2,111,4,0.041666666666666664
2,111,5,0.041666666666666664
2,111,6,0.041666666666666664
2,111,7,0.0
2,112,-7,1.0
2,112,-6,1.0
2,112,-5,1.0
2,112,-4,0.9583333333333334
2,112,-3,0.9166666666666666
2,112,-2,0.875
2,112,-1,0.625
2,112,0,0.5
2,112,1,0.4583333333333333
2,112,2,0.2916666666666667
2,112,3,0.16666666666666666
2,112,4,0.041666666666666664
2,112,5,0.041666666666666664
2,112,6,0.0
2,112,7,0.0
2,113,-7,1.0
2,113,-6,1.0
2,113,-5,0.96
2,113,-4,0.96
2,113,-3,0.96
2,113,-2,0.88
2,113,-1,0.72
2,113,0,0.6
2,113,1,0.36
2,113,2,0.24
2,113,3,0.12
2,113,4,0.08
2,113,5,0.04
2,113,6,0.0
2,113,7,0.0
2,114,-7,1.0
2,114,-6,0.9545454545454546
2,114,-5,0.9545454545454546
2,114,-4,0.9545454545454546
2,114,-3,0.9090909090909091
2,114,-2,0.8636363636363636
2,114,-1,0.7272727272727273
2,114,0,0.6363636363636364
2,114,1,0.4090909090909091
2,114,2,0.18181818181818182
2,114,3,0.13636363636363635
2,114,4,0.09090909090909091
2,114,5,0.09090909090909091
2,114,6,0.0
2,114,7,0.0
2,115,-7,1.0
2,115,-6,1.0
2,115,-5,0.9545454545454546
2,115,-4,0.9545454545454546
2,115,-3,0.9090909090909091
2,115,-2,0.8636363636363636
2,115,-1,0.8181818181818182
2,115,0,0.5454545454545454
2,115,1,0.36363636363636365
2,115,2,0.18181818181818182
2,115,3,0.18181818181818182
2,115,4,0.09090909090909091
2,115,5,0.045454545454545456
2,115,6,0.0
2,115,7,0.0
2,116,-7,1.0
2,116,-6,1.0
2,116,-5,0.9583333333333334
